Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	Confidence
348	Spectrogram 1	1	562.539	563.112	154.1	487.4	humpback_call	0.2134
349	Spectrogram 1	1	563.439	564.593	202.9	479.6	humpback_call	0.2725
350	Spectrogram 1	1	565.989	566.496	368.5	712.0	humpback_call	0.2557
351	Spectrogram 1	1	566.361	567.182	146.9	479.5	humpback_call	0.5242
352	Spectrogram 1	1	567.649	568.264	261.5	640.4	humpback_call	0.1537
353	Spectrogram 1	1	569.235	569.886	144.4	493.9	humpback_call	0.4398
354	Spectrogram 1	1	570.907	571.590	160.9	476.9	humpback_call	0.5289
355	Spectrogram 1	1	573.338	573.870	140.7	494.9	humpback_call	0.4408
356	Spectrogram 1	1	573.842	574.713	53.8	298.0	humpback_call	0.1857
357	Spectrogram 1	1	576.770	577.480	141.4	493.4	humpback_call	0.4808
358	Spectrogram 1	1	577.818	578.810	297.6	608.7	humpback_call	0.2927
359	Spectrogram 1	1	579.165	579.788	294.0	619.0	humpback_call	0.2404
360	Spectrogram 1	1	580.578	581.365	139.4	538.2	humpback_call	0.5078
361	Spectrogram 1	1	581.720	582.579	298.4	592.2	humpback_call	0.3669
362	Spectrogram 1	1	584.001	585.381	53.9	286.7	humpback_call	0.1929
363	Spectrogram 1	1	587.521	588.365	172.1	461.1	humpback_call	0.5418
364	Spectrogram 1	1	591.062	591.509	332.3	828.8	humpback_call	0.3954
365	Spectrogram 1	1	591.564	592.338	175.4	477.6	humpback_call	0.4732
366	Spectrogram 1	1	592.798	593.449	311.4	897.1	humpback_call	0.5756
367	Spectrogram 1	1	593.911	595.403	176.3	478.1	humpback_call	0.1639
368	Spectrogram 1	1	594.557	595.664	52.9	284.9	humpback_call	0.2401
369	Spectrogram 1	1	595.822	596.643	54.0	260.7	humpback_call	0.2710
370	Spectrogram 1	1	597.134	597.912	473.5	963.4	humpback_call	0.4096
371	Spectrogram 1	1	598.494	599.018	402.2	655.5	humpback_call	0.1531
372	Spectrogram 1	1	599.030	600.181	183.2	455.4	humpback_call	0.3801
373	Spectrogram 1	1	600.042	600.593	256.6	815.3	humpback_call	0.3899
374	Spectrogram 1	1	601.819	602.608	329.2	945.7	humpback_call	0.6100
375	Spectrogram 1	1	603.689	604.483	167.6	473.8	humpback_call	0.4947
376	Spectrogram 1	1	605.711	606.610	472.9	967.5	humpback_call	0.4584
377	Spectrogram 1	1	606.881	607.907	53.2	335.4	humpback_call	0.2479
378	Spectrogram 1	1	608.501	609.436	252.9	829.9	humpback_call	0.3013
379	Spectrogram 1	1	609.393	610.358	424.3	773.9	humpback_call	0.1795
380	Spectrogram 1	1	610.719	612.000	176.8	454.6	humpback_call	0.4859
381	Spectrogram 1	1	614.299	614.870	401.3	716.8	humpback_call	0.2867
382	Spectrogram 1	1	615.028	615.831	164.7	461.4	humpback_call	0.5248
383	Spectrogram 1	1	616.289	617.103	482.5	948.3	humpback_call	0.3731
384	Spectrogram 1	1	617.479	618.854	53.5	281.9	humpback_call	0.1865
385	Spectrogram 1	1	618.060	618.923	199.1	480.9	humpback_call	0.1602
386	Spectrogram 1	1	618.628	619.522	497.8	978.3	humpback_call	0.3434
387	Spectrogram 1	1	619.112	620.327	54.1	269.4	humpback_call	0.2063
388	Spectrogram 1	1	620.018	620.850	56.1	256.5	humpback_call	0.1773
389	Spectrogram 1	1	620.954	621.534	454.5	822.8	humpback_call	0.2017
390	Spectrogram 1	1	622.276	623.687	172.2	455.5	humpback_call	0.4274
391	Spectrogram 1	1	623.508	624.007	231.4	910.3	humpback_call	0.3961
392	Spectrogram 1	1	625.169	625.963	267.7	979.7	humpback_call	0.5611
393	Spectrogram 1	1	626.539	627.484	176.5	935.3	humpback_call	0.1743
394	Spectrogram 1	1	627.201	628.276	371.1	962.0	humpback_call	0.2507
395	Spectrogram 1	1	629.059	629.976	438.4	973.0	humpback_call	0.2494
396	Spectrogram 1	1	629.538	630.649	52.9	311.9	humpback_call	0.2386
397	Spectrogram 1	1	629.825	630.576	246.6	482.1	humpback_call	0.1772
398	Spectrogram 1	1	630.976	631.799	55.6	263.2	humpback_call	0.2324
399	Spectrogram 1	1	632.012	632.714	234.4	721.4	humpback_call	0.5991
400	Spectrogram 1	1	633.827	635.116	171.4	451.8	humpback_call	0.4268
401	Spectrogram 1	1	635.905	636.844	294.8	967.1	humpback_call	0.5548
402	Spectrogram 1	1	637.557	638.593	349.5	949.2	humpback_call	0.4109
403	Spectrogram 1	1	638.553	639.492	182.0	462.9	humpback_call	0.5352
404	Spectrogram 1	1	639.284	639.969	511.4	859.4	humpback_call	0.2967
405	Spectrogram 1	1	642.090	642.766	317.0	709.7	humpback_call	0.2701
406	Spectrogram 1	1	642.521	644.169	52.9	281.8	humpback_call	0.1813
407	Spectrogram 1	1	643.869	644.727	388.4	641.9	humpback_call	0.1744
408	Spectrogram 1	1	645.757	647.117	173.5	458.3	humpback_call	0.4536
409	Spectrogram 1	1	648.059	648.695	347.1	699.7	humpback_call	0.4671
410	Spectrogram 1	1	649.812	650.774	177.3	462.8	humpback_call	0.3232
411	Spectrogram 1	1	652.068	652.500	280.2	859.3	humpback_call	0.1684
412	Spectrogram 1	1	652.511	653.244	494.8	934.1	humpback_call	0.2316
413	Spectrogram 1	1	652.910	654.011	54.8	278.8	humpback_call	0.2417
414	Spectrogram 1	1	654.167	655.121	56.0	303.7	humpback_call	0.2714
415	Spectrogram 1	1	655.566	656.213	310.9	727.5	humpback_call	0.6237
416	Spectrogram 1	1	657.344	658.528	122.5	450.9	humpback_call	0.4667
417	Spectrogram 1	1	658.678	659.552	51.8	292.0	humpback_call	0.1954
418	Spectrogram 1	1	659.369	660.222	461.9	884.0	humpback_call	0.3099
419	Spectrogram 1	1	661.000	662.449	53.4	329.8	humpback_call	0.1945
420	Spectrogram 1	1	662.015	662.855	125.7	422.8	humpback_call	0.5968
421	Spectrogram 1	1	664.378	665.015	282.9	718.6	humpback_call	0.6383
422	Spectrogram 1	1	665.583	667.272	51.8	317.9	humpback_call	0.2229
423	Spectrogram 1	1	668.376	669.327	265.1	941.8	humpback_call	0.4881
424	Spectrogram 1	1	669.102	670.280	177.8	452.2	humpback_call	0.4275
425	Spectrogram 1	1	669.817	671.029	425.3	798.2	humpback_call	0.3187
426	Spectrogram 1	1	671.230	672.852	151.3	475.4	humpback_call	0.1653
427	Spectrogram 1	1	672.967	673.754	182.3	458.3	humpback_call	0.2655
428	Spectrogram 1	1	673.739	675.022	336.5	701.9	humpback_call	0.2346
429	Spectrogram 1	1	675.717	677.100	54.6	352.9	humpback_call	0.1507
430	Spectrogram 1	1	678.801	679.367	335.0	627.5	humpback_call	0.3651
431	Spectrogram 1	1	680.261	681.707	155.9	449.3	humpback_call	0.5475
432	Spectrogram 1	1	682.690	683.697	407.3	950.4	humpback_call	0.2333
433	Spectrogram 1	1	684.376	685.422	449.0	768.9	humpback_call	0.2963
434	Spectrogram 1	1	685.147	685.994	170.6	408.0	humpback_call	0.4668
435	Spectrogram 1	1	687.311	687.875	243.8	689.7	humpback_call	0.4849
436	Spectrogram 1	1	688.389	690.000	52.0	308.5	humpback_call	0.2418
437	Spectrogram 1	1	690.923	692.436	435.4	791.5	humpback_call	0.2284
438	Spectrogram 1	1	692.091	693.533	160.8	448.1	humpback_call	0.4965
439	Spectrogram 1	1	694.904	696.091	353.8	618.2	humpback_call	0.1548
440	Spectrogram 1	1	696.253	697.009	162.0	463.8	humpback_call	0.4406
441	Spectrogram 1	1	697.902	699.029	244.6	646.2	humpback_call	0.2446
442	Spectrogram 1	1	699.266	700.261	52.4	358.6	humpback_call	0.3005
443	Spectrogram 1	1	701.980	702.769	233.7	657.3	humpback_call	0.4001
444	Spectrogram 1	1	703.066	704.456	164.1	406.1	humpback_call	0.3177
445	Spectrogram 1	1	704.346	705.254	206.0	772.9	humpback_call	0.3643
446	Spectrogram 1	1	706.169	707.396	343.2	673.7	humpback_call	0.2664
447	Spectrogram 1	1	707.486	708.332	164.5	412.6	humpback_call	0.3886
448	Spectrogram 1	1	709.246	709.826	232.0	579.6	humpback_call	0.4941
449	Spectrogram 1	1	711.420	712.495	232.0	741.1	humpback_call	0.2582
450	Spectrogram 1	1	713.730	714.731	307.5	637.4	humpback_call	0.2156
451	Spectrogram 1	1	714.718	716.152	120.8	399.1	humpback_call	0.3278
452	Spectrogram 1	1	717.086	718.638	255.3	560.6	humpback_call	0.3606
453	Spectrogram 1	1	719.590	720.494	131.8	404.5	humpback_call	0.2774
454	Spectrogram 1	1	722.090	722.906	219.6	558.5	humpback_call	0.4722
455	Spectrogram 1	1	722.582	723.919	51.8	299.7	humpback_call	0.2819
456	Spectrogram 1	1	725.124	725.851	361.4	656.6	humpback_call	0.2407
457	Spectrogram 1	1	726.720	727.500	133.7	538.3	humpback_call	0.1896
458	Spectrogram 1	1	727.229	728.119	215.1	563.8	humpback_call	0.3850
459	Spectrogram 1	1	730.311	731.147	176.2	576.5	humpback_call	0.4196
460	Spectrogram 1	1	732.520	733.063	262.9	637.6	humpback_call	0.2830
461	Spectrogram 1	1	733.409	734.412	54.4	355.6	humpback_call	0.1966
462	Spectrogram 1	1	734.225	735.267	157.0	626.2	humpback_call	0.3953
463	Spectrogram 1	1	737.257	738.241	112.7	554.6	humpback_call	0.3326
464	Spectrogram 1	1	740.774	741.734	116.9	550.2	humpback_call	0.4783
465	Spectrogram 1	1	743.887	744.728	135.1	554.6	humpback_call	0.5072
466	Spectrogram 1	1	745.510	746.469	100.9	396.8	humpback_call	0.4205
467	Spectrogram 1	1	747.049	747.744	145.6	519.8	humpback_call	0.3440
468	Spectrogram 1	1	749.716	750.366	77.3	413.6	humpback_call	0.1683
469	Spectrogram 1	1	750.479	751.217	137.9	541.0	humpback_call	0.5535
470	Spectrogram 1	1	751.972	752.726	54.3	268.1	humpback_call	0.2482
471	Spectrogram 1	1	752.583	753.449	317.4	631.7	humpback_call	0.2322
472	Spectrogram 1	1	754.034	754.977	106.8	518.6	humpback_call	0.5593
473	Spectrogram 1	1	754.724	755.483	142.9	447.2	humpback_call	0.1786
474	Spectrogram 1	1	758.051	758.624	99.5	436.2	humpback_call	0.3094
475	Spectrogram 1	1	758.811	759.533	109.6	487.7	humpback_call	0.3682
476	Spectrogram 1	1	762.487	763.129	102.6	408.3	humpback_call	0.4514
477	Spectrogram 1	1	763.678	764.589	111.4	484.9	humpback_call	0.6116
478	Spectrogram 1	1	765.027	765.722	217.3	585.1	humpback_call	0.2461
479	Spectrogram 1	1	765.562	766.276	88.6	416.2	humpback_call	0.4103
480	Spectrogram 1	1	767.533	768.240	167.6	491.8	humpback_call	0.4879
481	Spectrogram 1	1	768.796	769.347	222.0	554.4	humpback_call	0.2337
482	Spectrogram 1	1	769.502	770.212	60.6	419.9	humpback_call	0.4159
483	Spectrogram 1	1	771.729	773.054	89.0	509.0	humpback_call	0.2989
484	Spectrogram 1	1	775.426	776.212	124.1	476.0	humpback_call	0.5385
485	Spectrogram 1	1	776.626	777.498	82.3	510.1	humpback_call	0.3294
486	Spectrogram 1	1	777.498	778.322	53.3	307.8	humpback_call	0.1606
487	Spectrogram 1	1	777.503	778.026	248.0	642.3	humpback_call	0.1705
488	Spectrogram 1	1	778.705	779.630	54.5	325.6	humpback_call	0.1517
489	Spectrogram 1	1	780.202	780.929	89.0	491.3	humpback_call	0.1705
490	Spectrogram 1	1	783.827	784.725	83.7	504.7	humpback_call	0.4787
491	Spectrogram 1	1	784.994	785.614	170.2	610.7	humpback_call	0.4273
492	Spectrogram 1	1	786.112	786.835	172.9	472.8	humpback_call	0.3249
493	Spectrogram 1	1	786.958	787.795	123.3	501.2	humpback_call	0.3947
494	Spectrogram 1	1	788.616	789.334	194.2	568.0	humpback_call	0.1941
495	Spectrogram 1	1	788.819	789.763	53.6	274.4	humpback_call	0.2306
496	Spectrogram 1	1	790.975	791.588	110.1	486.7	humpback_call	0.5385
497	Spectrogram 1	1	792.172	793.262	96.5	609.0	humpback_call	0.3209
498	Spectrogram 1	1	794.236	794.994	122.2	492.0	humpback_call	0.4255
499	Spectrogram 1	1	795.319	796.315	107.3	471.8	humpback_call	0.5195
500	Spectrogram 1	1	796.652	797.204	102.2	558.4	humpback_call	0.1591
501	Spectrogram 1	1	798.913	799.495	67.4	476.3	humpback_call	0.2876
502	Spectrogram 1	1	799.808	800.394	91.0	544.9	humpback_call	0.4073
503	Spectrogram 1	1	801.742	802.751	109.2	458.3	humpback_call	0.2272
504	Spectrogram 1	1	802.535	803.448	108.2	497.6	humpback_call	0.3406
505	Spectrogram 1	1	803.700	804.287	141.6	559.2	humpback_call	0.2110
506	Spectrogram 1	1	805.681	806.197	164.9	485.9	humpback_call	0.2036
507	Spectrogram 1	1	806.367	807.432	125.4	490.3	humpback_call	0.3611
508	Spectrogram 1	1	809.006	809.993	51.6	366.1	humpback_call	0.3976
509	Spectrogram 1	1	810.038	810.835	124.5	493.5	humpback_call	0.5801
510	Spectrogram 1	1	812.631	814.117	102.8	473.3	humpback_call	0.2368
511	Spectrogram 1	1	814.031	814.601	128.9	537.9	humpback_call	0.1566
512	Spectrogram 1	1	814.527	815.170	135.4	488.5	humpback_call	0.2981
513	Spectrogram 1	1	817.444	818.483	131.3	488.5	humpback_call	0.5164
514	Spectrogram 1	1	821.340	821.965	114.5	510.2	humpback_call	0.3001
515	Spectrogram 1	1	821.849	822.489	63.2	495.7	humpback_call	0.3313
516	Spectrogram 1	1	824.247	824.989	101.0	487.1	humpback_call	0.5634
517	Spectrogram 1	1	826.283	826.852	149.9	474.2	humpback_call	0.3366
518	Spectrogram 1	1	827.756	829.537	130.3	498.3	humpback_call	0.3554
519	Spectrogram 1	1	830.372	830.913	131.5	450.5	humpback_call	0.2606
520	Spectrogram 1	1	831.261	832.469	55.7	414.1	humpback_call	0.2078
521	Spectrogram 1	1	832.193	832.894	81.9	470.1	humpback_call	0.2659
522	Spectrogram 1	1	832.510	833.270	54.8	357.4	humpback_call	0.3591
523	Spectrogram 1	1	834.040	834.566	171.5	453.6	humpback_call	0.3031
524	Spectrogram 1	1	835.400	837.175	97.4	473.8	humpback_call	0.3162
525	Spectrogram 1	1	837.633	838.349	124.9	490.4	humpback_call	0.5120
526	Spectrogram 1	1	839.504	840.547	99.0	538.2	humpback_call	0.4390
527	Spectrogram 1	1	841.419	842.205	112.1	505.0	humpback_call	0.3879
528	Spectrogram 1	1	842.973	844.278	58.5	491.9	humpback_call	0.3174
529	Spectrogram 1	1	846.608	847.756	139.0	488.3	humpback_call	0.4753
530	Spectrogram 1	1	847.889	848.843	122.6	393.5	humpback_call	0.2244
531	Spectrogram 1	1	850.768	851.733	127.9	476.8	humpback_call	0.4612
532	Spectrogram 1	1	854.234	855.545	58.8	491.0	humpback_call	0.3463
533	Spectrogram 1	1	858.149	859.238	123.1	469.4	humpback_call	0.4801
534	Spectrogram 1	1	859.703	860.745	77.5	393.9	humpback_call	0.3144
535	Spectrogram 1	1	861.134	861.755	90.8	490.4	humpback_call	0.4924
536	Spectrogram 1	1	861.998	862.996	132.9	488.9	humpback_call	0.3308
537	Spectrogram 1	1	864.731	865.505	99.1	465.9	humpback_call	0.2140
538	Spectrogram 1	1	865.092	866.197	98.7	489.8	humpback_call	0.1970
539	Spectrogram 1	1	866.202	867.109	56.0	403.0	humpback_call	0.2480
540	Spectrogram 1	1	869.236	870.021	117.8	482.6	humpback_call	0.4551
541	Spectrogram 1	1	870.006	870.614	139.2	422.4	humpback_call	0.2028
542	Spectrogram 1	1	872.457	874.138	101.8	508.5	humpback_call	0.2336
543	Spectrogram 1	1	875.957	877.171	56.1	488.8	humpback_call	0.2378
544	Spectrogram 1	1	878.397	878.950	173.3	480.4	humpback_call	0.3714
545	Spectrogram 1	1	879.131	880.000	105.8	468.2	humpback_call	0.1975
546	Spectrogram 1	1	880.018	881.084	72.4	489.1	humpback_call	0.4024
547	Spectrogram 1	1	883.607	885.171	91.5	489.9	humpback_call	0.3727
548	Spectrogram 1	1	887.787	888.852	70.7	495.2	humpback_call	0.4407
549	Spectrogram 1	1	891.123	892.753	97.7	496.5	humpback_call	0.2594
550	Spectrogram 1	1	894.751	895.719	167.9	466.7	humpback_call	0.4436
551	Spectrogram 1	1	896.079	896.898	107.9	499.9	humpback_call	0.4856
552	Spectrogram 1	1	898.704	899.988	52.1	307.9	humpback_call	0.2827
