Selection,View,Channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Center Time (s),Delta Freq (Hz),Delta Time (s),Peak Freq (Hz),Peak Power (dB),Begin Clock Time,Begin Date,Begin Date Time,Begin Hour,End Clock Time,ManateeVocal,SNR,Type of call,NLP,>20kHz,Subharmonic,Sideband,Deterministic Chaos,Biphonal,Frequency Jump,Comments,Tonal,Type,No. harm,Notes,filename,StartMicInWater,EndMicInWater,filepath,>22kHz,MANATEE,label,call_length
71,Spectrogram 1,1,1033.938,1035.061,7100.7,9372.9,1035.115,2272.2,0.111,9281.2,39.8,1035.0610000000001,,1035.0610000000001,0.0,1035.172,Y,L,,,,,,,,,whine,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.12299999999982
72,Spectrogram 1,1,1035.172,1036.64,1639.0,18461.7,1036.739,16822.7,0.226,13593.8,48.8,1036.64,,1036.64,0.0,1036.866,Y,H,,,,,,,,,trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,1.4680000000000746
73,Spectrogram 1,1,1036.866,1037.248,4600.6,12881.8,1037.323,8281.2,0.19899999999999998,11343.8,51.7,1037.248,,1037.248,0.0,1037.447,Y,L,,,,,,,,,faint non-linear squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.38200000000006185
74,Spectrogram 1,1,1037.447,1047.143,7443.0,15417.7,1047.221,7974.7,0.145,13406.2,30.9,1047.143,,1047.143,0.0,1047.288,Y,L,,,,,,,,,faint manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,9.69600000000014
75,Spectrogram 1,1,1047.288,1053.524,2244.2,39012.8,1053.5839999999998,36768.6,0.312,16125.0,48.8,1053.524,,1053.524,0.0,1053.836,Y,H,,y-biphonal or sub,,,,,,,non-linear-12H squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,6.235999999999876
76,Spectrogram 1,1,1053.836,1055.62,3177.5,15165.2,1055.7730000000001,11987.7,0.171,3375.0,50.6,1055.62,,1055.62,0.0,1055.7910000000002,Y,L,,,,,,,,,faint squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.7839999999998781
77,Spectrogram 1,1,1055.791,1068.108,1309.1,16101.3,1068.2930000000001,14792.2,0.389,4125.0,47.7,1068.108,,1068.108,0.0,1068.497,Y,H,,,,,,,,,trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,12.317000000000007
78,Spectrogram 1,1,1068.497,1069.012,2246.8,18587.2,1069.157,16340.4,0.222,11156.2,46.6,1069.012,,1069.012,0.0,1069.234,Y,H,,y-bi,,,,,,,squeak or screech?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,0.5149999999998727
79,Spectrogram 1,1,1069.234,1076.041,2859.6,27166.0,1076.229,24306.4,0.191,4218.8,52.4,1076.0410000000002,,1076.0410000000002,0.0,1076.232,Y,H,,y-bi,,,,,,,squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,6.807000000000016
80,Spectrogram 1,1,1076.232,1076.607,2022.0,12761.0,1076.6589999999999,10739.0,0.136,5718.8,32.9,1076.607,,1076.607,0.0,1076.743,Y,L,,,,,,,,,screech?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.375
81,Spectrogram 1,1,1076.743,1090.024,2166.5,24714.9,1090.203,22548.4,0.275,2906.2,57.1,1090.024,,1090.024,0.0,1090.299,Y,L,,y-bi?,,,,,,,non-linear squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,13.280999999999949
82,Spectrogram 1,1,1090.299,1090.755,3268.1,18383.0,1090.816,15114.9,0.11800000000000001,6375.0,27.9,1090.755,,1090.755,0.0,1090.873,Y,L,,,,,,,,,screech or squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.45600000000013097
83,Spectrogram 1,1,1090.873,1093.261,3676.6,17770.2,1093.277,14093.6,0.07,7125.0,31.5,1093.261,,1093.261,0.0,1093.3310000000001,Y,L,,,,,,,,,faint manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,2.38799999999992
84,Spectrogram 1,1,1093.331,1093.643,5310.6,13889.4,1093.6589999999999,8578.8,0.073,10500.0,31.0,1093.643,,1093.643,0.0,1093.7160000000001,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.3120000000001255
85,Spectrogram 1,1,1093.716,1095.976,2483.5,37583.0,1096.131,35099.5,0.24,8156.2,48.5,1095.976,,1095.976,0.0,1096.2160000000001,Y,H,,y-bi,,,,,,,non-linear squeak-10H,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,2.2600000000002183
86,Spectrogram 1,1,1096.216,1107.368,3341.8,31659.6,1107.424,28317.8,0.138,3375.0,39.7,1107.368,,1107.368,0.0,1107.506,Y,L,,,,,,,,,squeak-faint,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,11.152000000000044
87,Spectrogram 1,1,1107.506,1117.04,4085.1,13685.1,1117.133,9600.0,0.214,12375.0,33.8,1117.04,,1117.04,0.0,1117.254,Y,L,,,,,,,,,faint squeak or screech,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,9.533999999999878
88,Spectrogram 1,1,1117.254,1126.239,5199.5,13063.3,1126.269,7863.8,0.16699999999999998,8718.8,51.4,1126.239,,1126.239,0.0,1126.406,Y,L,,,,,,,,,non-linear squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.985000000000127
89,Spectrogram 1,1,1126.406,1128.101,3778.7,16753.9,1128.195,12975.2,0.16899999999999998,8531.2,48.4,1128.101,,1128.101,0.0,1128.27,Y,L,,,,,,,,,squeak-faint,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.6950000000001637
90,Spectrogram 1,1,1128.27,1134.996,4636.4,13670.9,1135.008,9034.5,0.13699999999999998,8062.5,35.6,1134.996,,1134.996,0.0,1135.133,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,6.726000000000113
91,Spectrogram 1,1,1135.133,1143.592,3046.2,12646.2,1143.816,9600.0,0.289,9750.0,47.0,1143.5919999999999,,1143.5919999999999,0.0,1143.881,Y,L,,,,,,,,,screech?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.45900000000006
92,Spectrogram 1,1,1143.881,1144.606,5446.2,12553.8,1144.667,7107.6,0.185,11812.5,53.2,1144.606,,1144.606,0.0,1144.7910000000002,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.724999999999909
93,Spectrogram 1,1,1144.791,1163.024,5743.9,10574.0,1163.085,4830.1,0.157,7125.0,27.6,1163.024,,1163.024,0.0,1163.181,Y,L,,,,,,,,,whine?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,18.232999999999947
94,Spectrogram 1,1,1163.181,1166.479,4177.4,12532.1,1166.493,8354.7,0.191,8906.2,44.4,1166.479,,1166.479,0.0,1166.67,Y,L,,,,,,,,,screech (sounds like squawk),,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,3.298000000000002
95,Spectrogram 1,1,1166.67,1167.438,4710.2,19139.2,1167.507,14429.0,0.18899999999999997,16031.2,38.0,1167.438,,1167.438,0.0,1167.627,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.7680000000000291
96,Spectrogram 1,1,1167.627,1174.836,3341.8,22719.8,1174.931,19378.0,0.256,3375.0,43.9,1174.836,,1174.836,0.0,1175.0919999999999,Y,L,,,,,,,,,screech?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,7.20900000000006
97,Spectrogram 1,1,1175.092,1175.777,8312.1,12468.2,1175.797,4156.1,0.09699999999999999,9281.2,34.3,1175.777,,1175.777,0.0,1175.874,Y,L,,,,,,,,,faint whine or squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.6849999999999454
98,Spectrogram 1,1,1175.874,1176.016,4433.1,19256.4,1176.032,14823.3,0.039,4500.0,43.3,1176.016,,1176.016,0.0,1176.055,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.14200000000005275
99,Spectrogram 1,1,1176.055,1176.09,14443.2,18148.1,1176.181,3704.9,0.16699999999999998,14531.2,28.6,1176.09,,1176.09,0.0,1176.257,U,,,,,,,,,,other animal?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.03499999999985448
100,Spectrogram 1,1,1176.257103336,1178.256,3949.4,16208.6,1178.363,12259.2,0.2,15562.5,41.1,1178.256,,1178.256,0.0,1178.4560000000001,Y,L,,,,,,,,,faint non-linear squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.9988966640000854
101,Spectrogram 1,1,1178.456,1180.371,3879.0,27624.5,1180.485,23745.5,0.22899999999999998,6562.5,35.6,1180.371,,1180.371,0.0,1180.6,Y,M,,y-bi,,,,,,,squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.915000000000191
102,Spectrogram 1,1,1180.6,1188.69,3722.4,22922.4,1188.7730000000001,19200.0,0.306,3750.0,57.2,1188.69,,1188.69,0.0,1188.996,Y,M,,,,,,,,,squeak or screech-messy,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.090000000000146
103,Spectrogram 1,1,1188.996,1196.818,4604.1,10936.7,1197.019,6332.6,0.203,7031.2,50.6,1196.818,,1196.818,0.0,1197.021,Y,L,,,,,,,,,faint squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,7.821999999999889
104,Spectrogram 1,1,1197.021,1200.393,2840.8,33248.4,1200.4769999999999,30407.6,0.154,2906.2,41.6,1200.393,,1200.393,0.0,1200.547,Y,M,,,,,,,,,non-linear squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,3.372000000000071
105,Spectrogram 1,1,1200.547,1202.504,0.0,62617.9,1202.643,62617.9,0.258,93.8,82.2,1202.504,,1202.504,0.0,1202.762,,,,,,,,,,,chewing?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.95699999999988
106,Spectrogram 1,1,1202.762,1205.503,4506.1,13367.1,1205.565,8861.0,0.151,11343.8,56.9,1205.503,,1205.503,0.0,1205.654,Y,L,,,,,,,,,screech or squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,2.7409999999999854
107,Spectrogram 1,1,1205.654,1222.286,6955.1,10187.8,1222.443,3232.7,0.175,7406.2,46.8,1222.286,,1222.286,0.0,1222.461,Y,L,,,,,,,,,whine?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,16.632000000000062
108,Spectrogram 1,1,1222.461,1241.417,8424.5,13126.5,1241.4669999999999,4702.0,0.11699999999999999,10593.8,43.4,1241.417,,1241.417,0.0,1241.5339999999999,U,,,,,,,,,,very faint manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,18.955999999999904
109,Spectrogram 1,1,1241.534,1257.138,5681.6,12342.9,1257.224,6661.3,0.154,9468.8,29.3,1257.138,,1257.138,0.0,1257.292,U,,,,,,,,,,fish or other animal?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,15.603999999999814
110,Spectrogram 1,1,1257.292,1275.591,4506.1,10383.7,1275.7069999999999,5877.6,0.135,5156.2,53.2,1275.5910000000001,,1275.5910000000001,0.0,1275.726,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,18.298999999999978
111,Spectrogram 1,1,1275.726,1360.013,7444.9,12538.8,1360.0320000000002,5093.9,0.08800000000000001,8906.2,36.9,1360.013,,1360.013,0.0,1360.101,U,,,,,,,,,,manatee or other animal?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,84.28699999999981
112,Spectrogram 1,1,1360.101,1368.799,8620.4,23314.3,1368.819,14693.9,0.12300000000000001,8625.0,43.1,1368.799,,1368.799,0.0,1368.922,U,,,,,,,,,,chewing?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.697999999999865
113,Spectrogram 1,1,1368.922,1372.468,6269.4,14106.1,1372.517,7836.7,0.092,12187.5,40.5,1372.4679999999998,,1372.4679999999998,0.0,1372.56,U,,,,,,,,,,manatee or something else?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,3.546000000000049
114,Spectrogram 1,1,1372.56,1531.297,3526.5,12538.8,1531.435,9012.3,0.171,12187.5,48.0,1531.297,,1531.297,0.0,1531.4679999999998,Y,L,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,158.73700000000008
115,Spectrogram 1,1,1531.468,1533.716,2155.1,15673.5,1533.819,13518.4,0.163,4875.0,50.9,1533.7160000000001,,1533.7160000000001,0.0,1533.879,Y,L,,,,,,,,,squeak or screech?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,2.24799999999982
116,Spectrogram 1,1,1533.879,1649.604,0.0,45061.2,1649.651,45061.2,0.094,93.8,81.7,1649.604,,1649.604,0.0,1649.6979999999999,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,115.72500000000014
117,Spectrogram 1,1,1649.698,1751.971,4800.0,7249.0,1752.021,2449.0,0.10400000000000001,6375.0,26.5,1751.971,,1751.971,0.0,1752.075,Y,L,,,,,,,,,whine,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,102.27299999999991
118,Spectrogram 1,1,1752.075,1767.352,4898.0,11853.1,1767.379,6955.1,0.22,9000.0,45.4,1767.352,,1767.352,0.0,1767.5720000000001,Y,L,,,,,,,,,squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,15.277000000000044
119,Spectrogram 1,1,1767.572,1812.003,2632.2,23689.5,1812.013,21057.3,0.102,6093.8,40.5,1812.003,,1812.003,0.0,1812.105,U,,,,,,,,,,chewing or breath?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,44.43100000000004
120,Spectrogram 1,1,1812.105,1845.796,3601.9,19533.5,1845.9470000000001,15931.6,0.185,3656.2,49.2,1845.796,,1845.796,0.0,1845.981,N,L,BB,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,33.69100000000003
121,Spectrogram 1,1,1845.981,1860.886,4294.6,19533.5,1860.9070000000002,15238.9,0.085,4312.5,43.5,1860.886,,1860.886,0.0,1860.971,U,L,,,,,,,,,squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,14.904999999999973
122,Spectrogram 1,1,1860.971,1882.457,2762.6,22768.8,1882.499,20006.2,0.076,11156.2,38.7,1882.457,,1882.457,0.0,1882.533,Y,H,,y?,,,,,,,squeak-10H,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,21.486000000000104
123,Spectrogram 1,1,1882.533,1886.787,4472.9,9866.6,1886.84,5393.7,0.083,5906.2,27.3,1886.787,,1886.787,0.0,1886.87,U,,,,,,,,,,manatee or dolphin?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,4.254000000000133
124,Spectrogram 1,1,1886.87,1887.238,5788.4,14734.1,1887.251,8945.7,0.067,10968.8,47.0,1887.2379999999998,,1887.2379999999998,0.0,1887.305,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.36800000000016553
125,Spectrogram 1,1,1887.305,1887.741,3946.6,12366.1,1887.744,8419.5,0.06,10968.8,38.1,1887.741,,1887.741,0.0,1887.8010000000002,U,,,,,,,,,,,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.4359999999999218
126,Spectrogram 1,1,1887.801,1962.679,424.3,32809.8,1963.021,32385.5,0.807,468.8,52.3,1962.6789999999999,,1962.6789999999999,0.0,1963.486,U,,,,,,,,,,chewing?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,74.87800000000016
127,Spectrogram 1,1,1963.486,2013.772,0.0,38890.9,2013.835,38890.9,0.122,93.8,81.3,2013.7720000000002,,2013.7720000000002,0.0,2013.894,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,50.28599999999983
128,Spectrogram 1,1,2013.894,2038.578,3400.0,7600.0,2038.635,4200.0,0.062,7500.0,38.7,2038.578,,2038.578,0.0,2038.64,Y,L,,,,,,,,,squeak-faint,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,24.68399999999997
129,Spectrogram 1,1,2038.64,2050.565,3000.0,19000.0,2050.603,16000.0,0.096,3562.5,34.2,2050.565,,2050.565,0.0,2050.661,N,L,BB,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,11.924999999999955
130,Spectrogram 1,1,2050.660536941,2056.765,3580.3,17471.8,2056.8289999999997,13891.5,0.11699999999999999,7500.0,36.7,2056.765,,2056.765,0.0,2056.882,Y,H,,y?,,,,,,,squeak-6H,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,6.104463058999954
131,Spectrogram 1,1,2056.882,2060.658,6000.0,9800.0,2060.7070000000003,3800.0,0.099,9750.0,42.7,2060.658,,2060.658,0.0,2060.757,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,3.77599999999984
132,Spectrogram 1,1,2060.757,2072.499,5400.0,16800.0,2072.6,11400.0,0.18,8625.0,52.8,2072.499,,2072.499,0.0,2072.679,Y,L,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,11.741999999999734
133,Spectrogram 1,1,2072.679,2097.544,2828.4,17200.0,2097.68,14371.6,0.25,7875.0,35.0,2097.544,,2097.544,0.0,2097.794,Y,L,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,24.86499999999978
134,Spectrogram 1,1,2097.794,2102.633,3651.9,7700.0,2102.749,4048.1,0.218,5437.5,28.0,2102.633,,2102.633,0.0,2102.851,Y,L,,,,,,,,,faint trill or whine?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,4.838999999999942
135,Spectrogram 1,1,2102.851,2103.606,2969.8,6505.4,2103.685,3535.6,0.14,5437.5,29.3,2103.606,,2103.606,0.0,2103.746,Y,L,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.7550000000001091
136,Spectrogram 1,1,2103.746,2109.005,4666.9,22768.8,2109.053,18101.9,0.081,19593.8,34.0,2109.005,,2109.005,0.0,2109.0860000000002,Y,L,,,,,,,,,dolphin?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,5.2590000000000146
137,Spectrogram 1,1,2109.086,2118.31,2969.8,17253.4,2118.323,14283.6,0.083,7312.5,64.4,2118.31,,2118.31,0.0,2118.393,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,9.22400000000016
138,Spectrogram 1,1,2118.393,2119.332,4666.9,12020.8,2119.389,7353.9,0.109,8062.5,74.7,2119.3320000000003,,2119.3320000000003,0.0,2119.4410000000003,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.9389999999998508
139,Spectrogram 1,1,2119.441,2120.338,1697.1,11879.4,2120.445,10182.3,0.193,3562.5,30.8,2120.3379999999997,,2120.3379999999997,0.0,2120.531,Y,L,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.8970000000003893
140,Spectrogram 1,1,2120.531,2126.625,3394.1,9051.0,2126.72,5656.9,0.145,3656.2,37.5,2126.625,,2126.625,0.0,2126.77,Y,L,,,,,,,,,manatee or dolphin?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,6.094000000000051
141,Spectrogram 1,1,2126.77,2128.501,1838.5,18101.9,2129.333,16263.4,2.092,10968.8,66.6,2128.501,,2128.501,0.0,2130.593,U,,,,,,,,,,chewing,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.731000000000222
142,Spectrogram 1,1,2130.593,2131.83,1210.8,25173.0,2131.973,23962.2,0.281,1968.8,56.1,2131.83,,2131.83,0.0,2132.111,Y,H,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,1.23700000000008
143,Spectrogram 1,1,2132.111,2146.638,1272.8,48790.4,2146.8,47517.6,0.31,1875.0,53.5,2146.638,,2146.638,0.0,2146.948,Y,H,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,14.527000000000044
144,Spectrogram 1,1,2146.948,2147.857,1838.5,7212.5,2147.875,5374.0,0.049,3562.5,46.2,2147.857,,2147.857,0.0,2147.906,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.9090000000001055
145,Spectrogram 1,1,2147.906,2152.816,919.2,38042.3,2152.909,37123.1,0.281,6843.8,58.9,2152.8160000000003,,2152.8160000000003,0.0,2153.097,Y,Y,,,,,,,,,squeak/trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,4.9099999999998545
146,Spectrogram 1,1,2153.097,2159.844,1288.9,3544.5,2159.875,2255.6,0.46,3000.0,50.6,2159.844,,2159.844,0.0,2160.304,U,,,,,,,,,,rubbing on bottom?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,6.746999999999844
147,Spectrogram 1,1,2160.304,2164.253,1909.2,24941.4,2164.493,23032.2,0.272,12093.8,55.1,2164.2529999999997,,2164.2529999999997,0.0,2164.525,Y,H,,,,,,,,,squeak/trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,Y,,0,3.949000000000069
148,Spectrogram 1,1,2164.525,2172.752,3114.9,17341.4,2172.792,14226.5,0.261,3937.5,45.5,2172.752,,2172.752,0.0,2173.013,Y,L,,,,,,,,,manatee?-faint trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.226999999999862
149,Spectrogram 1,1,2173.013,2173.779,2541.4,11741.4,2173.851,9200.0,0.081,3000.0,58.0,2173.779,,2173.779,0.0,2173.86,Y,L,,,,,,,,,squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.7660000000000764
150,Spectrogram 1,1,2173.86,2182.126,2141.4,13141.4,2182.365,11000.0,0.311,8718.8,60.3,2182.126,,2182.126,0.0,2182.437,Y,L,,,,,,,,,trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,8.266000000000076
151,Spectrogram 1,1,2182.437,2186.844,2470.4,11941.4,2187.093,9471.0,0.278,3000.0,47.8,2186.844,,2186.844,0.0,2187.1220000000003,Y,L,,,,,,,,,trill,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,4.407000000000153
152,Spectrogram 1,1,2187.122,2188.704,1767.8,11808.7,2188.896,10040.9,0.318,3468.8,60.5,2188.7039999999997,,2188.7039999999997,0.0,2189.022,Y,L,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.5820000000003347
153,Spectrogram 1,1,2189.022,2189.691,4541.4,10941.4,2189.7470000000003,6400.0,0.131,6843.8,27.5,2189.6910000000003,,2189.6910000000003,0.0,2189.822,U,,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,0.668999999999869
154,Spectrogram 1,1,2189.822,2190.895,2141.4,10096.4,2190.973,7955.0,0.293,3187.5,60.1,2190.895,,2190.895,0.0,2191.188,Y,L,,,,,,,,,trill?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,1.0729999999998654
155,Spectrogram 1,1,2191.188,2211.167,8341.4,14741.4,2211.187,6400.0,0.155,13687.5,52.0,2211.167,,2211.167,0.0,2211.322,N,L,BB,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,19.978999999999814
156,Spectrogram 1,1,2211.322,2224.622,2687.0,8141.4,2224.699,5454.4,0.155,7593.8,43.4,2224.6220000000003,,2224.6220000000003,0.0,2224.777,Y,L,,,,,,,,,faint squeak,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,13.299999999999727
157,Spectrogram 1,1,2224.777,2230.151,2404.2,11455.1,2230.251,9050.9,0.201,3187.5,48.0,2230.151,,2230.151,0.0,2230.3520000000003,Y,L,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,5.373999999999796
158,Spectrogram 1,1,2230.352,2233.895,3818.4,20741.4,2233.917,16923.0,0.193,16781.2,60.6,2233.895,,2233.895,0.0,2234.0879999999997,Y,H,,,,,,,,,manatee?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,N,,0,3.54300000000012
159,Spectrogram 1,1,2234.088,2241.133,4101.2,10465.2,2241.163,6364.0,0.115,8156.2,38.4,2241.133,,2241.133,0.0,2241.248,Y,L,,,,,,,,,manatee squeak?,,,,,170710005518,71.428399024,5391.007,2017-Jul-08-12-67407878-RestingHole1A,,,0,7.044999999999618
