Selection,View,Channel,begin_time,end_time,Low Freq (Hz),Delta Time (s),Delta Freq (Hz),High Freq (Hz),Inband Power (dB FS),Begin Date Time,SNR,NUM HARM,recording_filename,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type
68,Spectrogram 1,1,9919.755783,10012.166725761,7876.923,0.0763,2953.846,10830.769,-101.68,2012/12/10  18:09:52.1667,1.0,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,92.41094276100011,test
514,Spectrogram 1,1,448.2305899999992,467.0653200000015,12727.922,0.1863,1193.243,13921.165,,2012/12/11  3:30:28.0898,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,18.83473000000231,test
191,Spectrogram 1,1,9490.156026666667,9501.616866666667,8870.863,0.0766,1522.024,10392.887,,2012/12/11  0:01:06.1787,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,11.460839999999736,test
574,Spectrogram 1,1,2608.979370000001,2613.033770000002,5966.213,0.3913,3738.828,9705.041,,2012/12/11  4:06:14.0583,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,4.054400000000896,test
522,Spectrogram 1,1,611.8106100000005,630.2810633780027,12250.625,0.163,5654.137,17904.762,,2012/12/11  3:33:11.3056,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,18.47045337800228,test
99,Spectrogram 1,1,942.03751,2201.9365400000006,9545.942,0.0866,1414.213,10960.155,-102.26,2012/12/10  18:59:29.6700,3.0,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,1259.8990300000005,test
496,Spectrogram 1,1,10587.068353333336,10588.95767333333,16148.551,0.1602,1590.99,17739.541,,2012/12/11  3:19:11.6098,,3,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,1.8893199999947683,test
310,Spectrogram 1,1,1083.32175333333,1100.1516433333309,9354.106,0.1863,4525.483,13879.589,,2012/12/11  0:41:02.8038,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,16.829890000000887,test
457,Spectrogram 1,1,8348.502303333335,8358.668123333337,12250.625,0.2758,1272.792,13523.417,,2012/12/11  2:42:01.3203,,3,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,10.165820000001986,test
391,Spectrogram 1,1,5608.070403333331,5727.720483333331,13205.219,0.1379,1193.243,14398.462,,2012/12/11  1:58:10.3726,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,119.65007999999943,test
543,Spectrogram 1,1,1289.414850000001,1344.2160500000027,12011.976,0.1304,1909.189,13921.165,,2012/12/11  3:45:05.2406,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,54.8012000000017,test
83,Spectrogram 1,1,273.4126285559996,291.825826499,9255.605,0.0848,4973.644,14229.249,-98.65,2012/12/10  18:27:39.5593,1.7,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,18.4131979430004,test
554,Spectrogram 1,1,1615.6432703379978,1657.6365799999985,12727.922,0.1416,1113.693,13841.615,,2012/12/11  3:50:18.6611,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,41.99330966200069,test
85,Spectrogram 1,1,296.5511129030001,305.3571441889999,9206.897,0.1005,2176.502,11383.399,-102.54,2012/12/10  18:27:53.0906,1.0,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,8.80603128599978,test
418,Spectrogram 1,1,7009.223373333334,7039.641113333331,8750.446,0.123,1352.342,10102.788,,2012/12/11  2:20:02.2933,,3,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,30.41773999999714,test
485,Spectrogram 1,1,9983.822973333336,10006.820173333334,9545.942,0.2161,7557.203,17103.145,,2012/12/11  3:09:29.4723,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,22.99719999999797,test
462,Spectrogram 1,1,8409.541613333335,8442.862283333336,11534.679,0.082,1670.54,13205.219,,2012/12/11  2:43:25.5145,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,33.32067000000097,test
121,Spectrogram 1,1,5101.528780000001,5106.139149999999,9056.04,0.1575,7733.198,16789.238,-98.12,2012/12/10  19:47:53.8726,,3,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,4.610369999998511,test
242,Spectrogram 1,1,10371.440416666668,10382.776346666666,12323.954,0.1975,1555.635,13879.589,,2012/12/11  0:15:47.3382,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,11.33592999999746,test
598,Spectrogram 1,1,3992.318670000001,4259.929989999997,9386.843,0.0745,795.495,10182.338,,2012/12/11  4:33:40.9545,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,267.6113199999959,test
8,Spectrogram 1,1,1035.196420412,1049.502462445,3835.6,0.1064,5016.859,8852.459,-96.66,2012/12/10  15:40:29.5025,0.9,2,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,14.30604203300004,test
618,Spectrogram 1,1,7061.869707406004,7073.786456383001,9515.419,0.2158,10149.78,19665.198,,2012/12/11  5:20:34.8110,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,11.916748976997042,test
331,Spectrogram 1,1,2918.882033333335,2971.3057333333345,11517.352,0.3354,1900.0,13417.352,,2012/12/11  1:12:13.9579,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,52.42369999999937,test
249,Spectrogram 1,1,10538.772996666668,10556.597856666667,8010.603,0.0671,5586.143,13596.746,,2012/12/11  0:18:41.1597,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,17.824859999998807,test
346,Spectrogram 1,1,3415.999233333336,3432.3856633333344,7917.352,0.164,7000.0,14917.352,,2012/12/11  1:19:55.0378,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,16.3864299999982,test
638,Spectrogram 1,1,8511.159569955002,8517.595867967,7612.335,0.2081,15647.577,23259.912,,2012/12/11  5:44:38.6204,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,6.436298011998588,test
517,Spectrogram 1,1,568.3011108110004,570.5737900000022,11693.778,0.1416,1909.189,13602.967,,2012/12/11  3:32:11.5983,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,2.272679189001792,test
428,Spectrogram 1,1,7347.735393333336,7406.481419036332,8909.545,0.1319,3762.455,12672.0,,2012/12/11  2:26:09.1336,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,58.74602570299612,test
661,Spectrogram 1,1,9752.063506281003,9756.611269252004,6132.159,0.37,25374.449,31506.608,,2012/12/11  6:05:17.6358,,7,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,4.547762971000338,test
553,Spectrogram 1,1,1603.3757299999995,1615.376191864998,8952.381,0.2671,9904.762,18857.143,,2012/12/11  3:49:36.4007,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,12.000461864998442,test
48,Spectrogram 1,1,6078.643754,6083.016817,9510.1,0.2312,1639.6,11149.7,-103.41,2012/12/10  17:04:23.0168,0.9,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,4.373063000000002,test
264,Spectrogram 1,1,39.66086333333442,225.74944752233205,9071.263,0.0899,1872.737,10944.0,,2012/12/11  0:26:28.4016,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,186.08858418899763,test
220,Spectrogram 1,1,10046.885166666669,10047.760886666669,5535.729,0.1379,1272.792,6808.521,,2012/12/11  0:10:12.3227,,3,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,0.8757200000000012,test
18,Spectrogram 1,1,1981.411749,1984.618947357,8615.385,0.1009,11815.384,20430.769,-97.03,2012/12/10  15:56:04.6189,0.0,2,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,3.2071983569999247,test
120,Spectrogram 1,1,5096.277459571,5101.398579999999,9284.344,0.1302,4921.934,14206.278,-98.9,2012/12/10  19:47:49.1321,,2,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,5.121120428999348,test
395,Spectrogram 1,1,6009.430193333334,6146.430753333334,5807.114,0.1528,875.045,6682.159,,2012/12/11  2:05:09.0829,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,137.0005600000004,test
622,Spectrogram 1,1,7227.176518795997,7347.284389696004,8035.242,0.185,13744.493,21779.736,,2012/12/11  5:25:08.3089,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,120.10787090000667,test
25,Spectrogram 1,1,3820.551889709,3829.992382851,8861.538,0.1784,2215.385,11076.923,-99.56,2012/12/10  16:26:49.9924,3.3,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,9.440493141999925,test
82,Spectrogram 1,1,291.9106176419991,296.4200720459994,9362.069,0.131,1641.884,11003.953,-101.41,2012/12/10  18:27:44.1536,3.6,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,4.50945440400028,test
71,Spectrogram 1,1,10045.893832801,10081.87549,9363.229,0.0813,1263.637,10626.866,-102.27,2012/12/10  18:11:01.8755,2.7,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,35.98165719899953,test
165,Spectrogram 1,1,8501.446466666668,8512.021959095666,12100.087,0.1999,3429.325,15529.412,,2012/12/10  23:44:36.5838,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,10.575492428997675,test
624,Spectrogram 1,1,7510.687293766998,7799.492065275997,7612.335,0.2158,20722.467,28334.802,,2012/12/11  5:32:40.5166,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,288.8047715089997,test
463,Spectrogram 1,1,8442.944263333331,8467.24945333333,12011.976,0.1491,2147.837,14159.813,,2012/12/11  2:43:49.9016,,3,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,24.30518999999913,test
628,Spectrogram 1,1,7873.025929513002,7885.690363702,7189.427,0.2158,9303.965,16493.392,,2012/12/11  5:34:06.7149,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,12.664434188997802,test
7,Spectrogram 1,1,502.557495395,1034.96057,2958.9,0.2359,6887.254,9846.154,-92.69,2012/12/10  15:40:14.9606,6.9,3,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,532.403074605,test
297,Spectrogram 1,1,904.7154533333304,926.732593333334,9424.816,0.0485,1519.184,10944.0,,2012/12/11  0:38:09.3848,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,22.017140000003565,test
274,Spectrogram 1,1,745.4916833333336,748.0070533333346,9354.106,0.0596,1484.924,10839.03,,2012/12/11  0:35:10.6592,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,2.515370000000985,test
209,Spectrogram 1,1,9986.142846666666,9990.499096666666,8576.288,0.3279,1979.899,10556.187,,2012/12/11  0:09:15.0609,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,4.356250000000728,test
379,Spectrogram 1,1,5028.891713333331,5034.814213333331,12317.352,0.0708,1000.0,13317.352,,2012/12/11  1:46:37.4664,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,5.922500000000582,test
100,Spectrogram 1,1,2202.02318,3761.7325,6925.207,0.0842,684.911,7610.118,-106.3,2012/12/10  19:25:29.4660,2.5,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,1559.70932,test
433,Spectrogram 1,1,7515.075433333332,7543.149223333334,10102.788,0.149,1590.99,11693.778,,2012/12/11  2:28:25.8014,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,28.07379000000219,test
490,Spectrogram 1,1,10074.404303333336,10130.874953333332,12648.373,0.123,1113.693,13762.066,,2012/12/11  3:11:33.5271,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,56.47064999999566,test
178,Spectrogram 1,1,9101.940816666664,9118.527392095668,9040.359,0.1192,2657.12,11697.479,,2012/12/10  23:54:43.0892,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,16.58657542900437,test
614,Spectrogram 1,1,6739.156987191003,6748.31423941,10149.78,0.1387,12052.863,22202.643,,2012/12/11  5:15:09.3387,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,9.157252218996293,test
301,Spectrogram 1,1,947.2628733333332,999.310193333331,8505.578,0.1379,919.238,9424.816,,2012/12/11  0:39:21.9624,,4,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,52.04731999999774,test
112,Spectrogram 1,1,4623.240819999999,4626.385002857,9208.243,0.1172,1554.089,10762.332,-103.39,2012/12/10  19:39:54.1185,0.9,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,3.1441828570004877,test
195,Spectrogram 1,1,9517.660136666664,9565.606514810668,4840.336,0.4856,10285.714,15126.05,,2012/12/11  0:02:10.1683,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,47.94637814400448,test
181,Spectrogram 1,1,9118.646546666669,9147.757786666663,8609.865,0.1264,1721.974,10331.839,,2012/12/10  23:55:12.3196,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,29.111239999994723,test
139,Spectrogram 1,1,10142.83837,10293.51921,8218.927,0.1647,2973.898,11192.825,-102.6,2012/12/10  21:14:21.2527,,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,150.6808400000009,test
279,Spectrogram 1,1,763.1227533333367,766.2679033333334,8646.999,0.272,1697.056,10344.055,,2012/12/11  0:35:28.9201,,5,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,3.1451499999966472,test
476,Spectrogram 1,1,9447.202883333332,9466.544413333337,12250.625,0.2348,1829.639,14080.264,,2012/12/11  3:00:29.1966,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,19.34153000000515,test
366,Spectrogram 1,1,4248.694593333334,4550.1371133333305,11917.352,0.123,1600.0,13517.352,,2012/12/11  1:38:32.7893,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,301.4425199999969,test
512,Spectrogram 1,1,352.352810000004,448.1038899999985,12807.472,0.1267,954.594,13762.066,,2012/12/11  3:30:09.1284,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,95.75107999999447,test
450,Spectrogram 1,1,7999.905313333336,8149.2688433333315,11852.877,0.1043,1034.144,12887.021,,2012/12/11  2:38:31.9210,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,149.36352999999508,test
538,Spectrogram 1,1,1180.7403600000034,1182.6334100000022,9784.59,0.1081,1988.738,11773.328,,2012/12/11  3:42:23.6579,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,1.893049999998766,test
565,Spectrogram 1,1,2220.137929999997,2232.637649999997,12250.625,0.1751,1909.188,14159.813,,2012/12/11  3:59:53.6621,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,12.499719999999796,test
304,Spectrogram 1,1,1025.069843333331,1030.0633233333356,5182.176,0.1379,777.817,5959.993,,2012/12/11  0:39:52.7155,,4,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,4.993480000004638,test
542,Spectrogram 1,1,1261.174500000001,1289.2434399999984,12887.021,0.1714,1034.144,13921.165,,2012/12/11  3:44:10.2679,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,28.068939999997383,test
420,Spectrogram 1,1,7240.424793333332,7243.82706333333,8829.996,0.0969,1193.243,10023.239,,2012/12/11  2:23:26.4792,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,3.40226999999868,test
666,Spectrogram 1,1,9771.3183728,9776.197623451,6977.974,0.2698,24105.727,31083.7,,2012/12/11  6:05:37.2221,,8,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,4.879250650999893,test
281,Spectrogram 1,1,751.0974233333327,753.7176334553296,8364.156,0.1672,3155.844,11520.0,,2012/12/11  0:35:16.3698,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,2.6202101219969336,test
623,Spectrogram 1,1,7347.469388553,7510.502294910002,4440.529,0.185,15224.67,19665.198,,2012/12/11  5:27:51.5268,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,163.0329063570025,test
256,Spectrogram 1,1,10624.901186666666,10636.598596666669,11263.294,0.1118,1343.503,12606.797,,2012/12/11  0:20:01.1604,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,11.697410000002492,test
205,Spectrogram 1,1,9964.263586666668,9971.146386666667,8788.42,0.1677,1202.082,9990.502,,2012/12/11  0:08:55.7082,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,6.882799999999406,test
176,Spectrogram 1,1,9090.921476666666,9101.734955952666,8717.489,0.2059,3585.032,12302.521,,2012/12/10  23:54:26.2968,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,10.813479286000074,test
13,Spectrogram 1,1,1141.503037,1145.138768378,657.5,0.2126,4054.8,4712.3,-92.72,2012/12/10  15:42:05.1388,0.0,2,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,3.635731377999946,test
47,Spectrogram 1,1,6073.013845182,6078.518879056,9428.1,0.1249,1894.977,11323.077,-103.85,2012/12/10  17:04:18.5189,1.2,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,5.505033873999309,test
434,Spectrogram 1,1,7543.298273333334,7566.545153333333,9625.491,0.2273,2147.837,11773.328,,2012/12/11  2:28:49.1973,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,23.246879999998782,test
238,Spectrogram 1,1,10343.452336666664,10350.301596666668,12323.954,0.2124,1484.924,13808.878,,2012/12/11  0:15:14.8634,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,6.849260000004506,test
588,Spectrogram 1,1,3648.118920000001,3820.222520000003,11932.427,0.1304,2386.485,14318.912,,2012/12/11  4:26:21.2470,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,172.1036000000022,test
414,Spectrogram 1,1,6737.613533333337,6745.634033333336,8909.545,0.0596,1750.09,10659.635,,2012/12/11  2:15:08.2862,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,8.020499999999629,test
510,Spectrogram 1,1,309.5743500000026,320.67291999999725,12887.021,0.123,795.495,13682.516,,2012/12/11  3:28:01.6974,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,11.098569999994652,test
210,Spectrogram 1,1,9990.827026666666,10000.591516666667,12041.111,0.1677,1697.057,13738.168,,2012/12/11  0:09:25.1534,,4,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,9.764490000001388,test
110,Spectrogram 1,1,4564.883493023999,4615.4290168570005,9284.344,0.0615,7504.894,16789.238,-98.81,2012/12/10  19:39:43.1625,0.0,2,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,50.54552383300143,test
494,Spectrogram 1,1,10316.002583333337,10360.432786711332,9784.59,0.1705,4807.41,14592.0,,2012/12/11  3:15:23.0850,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,44.430203377994985,test
670,Spectrogram 1,1,9785.778814561005,9787.890884838998,3806.167,0.3392,14167.401,17973.568,,2012/12/11  6:05:48.9154,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,2.1120702779935527,test
101,Spectrogram 1,1,3761.81674,4352.327971999999,9664.85,0.0999,12936.047,22600.897,-95.15,2012/12/10  19:35:20.0615,1.0,4,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,590.5112319999989,test
322,Spectrogram 1,1,2150.065553333334,2162.0323933333348,13017.352,0.1192,1300.0,14317.352,,2012/12/11  0:58:44.6846,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,11.966840000000955,test
536,Spectrogram 1,1,895.077989999998,1137.9507543110012,11773.328,0.2385,4988.577,16761.905,,2012/12/11  3:41:38.9753,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,242.87276431100327,test
470,Spectrogram 1,1,9123.728313333331,9160.73073333333,9148.194,0.3689,1670.54,10818.734,,2012/12/11  2:55:23.3829,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,37.00241999999889,test
592,Spectrogram 1,1,3949.576350000003,3953.880420000001,6443.511,0.2161,4375.223,10818.734,,2012/12/11  4:28:34.9049,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,4.304069999997864,test
336,Spectrogram 1,1,3141.9809633333352,3252.9483633333366,12017.352,0.2422,2100.0,14117.352,,2012/12/11  1:16:55.6005,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,110.96740000000136,test
587,Spectrogram 1,1,3459.2114477840005,3648.0481100000034,9148.194,0.0708,1272.792,10420.986,,2012/12/11  4:23:29.0726,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,188.83666221600288,test
241,Spectrogram 1,1,10364.731626666668,10371.302536666666,12253.243,0.1379,1767.767,14021.01,,2012/12/11  0:15:35.8644,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,6.570909999998548,test
545,Spectrogram 1,1,1362.767896391997,1380.771289999997,13205.219,0.1304,875.045,14080.264,,2012/12/11  3:45:41.7958,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,18.003393607999897,test
585,Spectrogram 1,1,3177.6568010409974,3245.515599999999,8750.446,0.1342,1988.738,10739.184,,2012/12/11  4:16:46.5401,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,67.85879895900143,test
427,Spectrogram 1,1,7334.587263333335,7347.631053333331,6443.511,0.1043,1431.891,7875.402,,2012/12/11  2:25:10.2832,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,13.04378999999608,test
114,Spectrogram 1,1,4914.802640414,5009.62566,13165.504,0.0536,1141.518,14307.022,-102.95,2012/12/10  19:46:17.3592,1.1,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,94.82301958599965,test
252,Spectrogram 1,1,10571.297197379668,10582.307926666668,7727.76,0.0745,1131.371,8859.131,,2012/12/11  0:19:06.8698,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,11.010729286999776,test
645,Spectrogram 1,1,9597.578873471995,9630.400095178004,8458.15,0.2158,10149.78,18607.93,,2012/12/11  6:03:11.4246,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,32.821221706008146,test
199,Spectrogram 1,1,9765.216446666664,9787.032356666668,9354.106,0.1453,1626.345,10980.451,,2012/12/11  0:05:51.5942,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,21.81591000000481,test
87,Spectrogram 1,1,309.682499999999,414.1797200000001,9300.0,0.081,900.0,10200.0,-99.95,2012/12/10  18:29:41.9132,1.3,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,104.49722000000112,test
508,Spectrogram 1,1,241.4088899999988,254.60173999999824,7398.105,0.1453,1988.738,9386.843,,2012/12/11  3:26:55.6262,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,13.192849999999453,test
435,Spectrogram 1,1,7566.772473333331,7606.505356252332,4608.0,0.4088,17664.0,22272.0,,2012/12/11  2:29:29.1575,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,39.732882919000986,test
609,Spectrogram 1,1,5534.332820000003,5595.79062,16228.101,0.1565,1431.891,17659.992,,2012/12/11  4:55:56.8151,,11,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,61.457799999996496,test
473,Spectrogram 1,1,9209.737263333336,9435.39764927933,9466.392,0.416,5125.608,14592.0,,2012/12/11  2:59:58.0498,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,225.66038594599377,test
577,Spectrogram 1,1,2615.6944799999983,2623.118739999998,7716.303,0.1453,2068.287,9784.59,,2012/12/11  4:06:24.1432,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,7.424259999999776,test
303,Spectrogram 1,1,1018.498943333332,1025.013953333335,9778.37,0.0559,636.396,10414.766,,2012/12/11  0:39:47.6661,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,6.515010000002917,test
479,Spectrogram 1,1,9490.353983333334,9520.864893333332,6363.961,0.1155,3738.827,10102.788,,2012/12/11  3:01:23.5171,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,30.51090999999724,test
247,Spectrogram 1,1,10510.501706666666,10524.242346666666,8788.42,0.1677,1414.214,10202.634,,2012/12/11  0:18:08.8042,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,13.740639999999985,test
602,Spectrogram 1,1,4643.457162202998,4647.368016405002,5142.857,0.4142,14095.238,19238.095,,2012/12/11  4:40:08.3925,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,3.910854202003975,test
546,Spectrogram 1,1,1380.9017200000017,1398.958740000002,12409.724,0.2758,1511.441,13921.165,,2012/12/11  3:45:59.9832,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,18.05702000000042,test
