Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length
71,Spectrogram 1,1,284.1949154,285.1675158,4153.846,5076.923,0.2426,923.077,-49.88,1.598,4687.5,5062.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.972600401
72,Spectrogram 1,1,285.4101628,289.7871285,3846.154,4769.231,0.1985,923.077,-47.09,1.184,4687.5,4687.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,4.376965718
73,Spectrogram 1,1,289.9856579,290.3091872,3076.923,3692.308,0.2721,615.385,-59.79,1.212,3562.5,3562.5,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.323529355
74,Spectrogram 1,1,290.581246,295.6741367,4769.231,5076.923,0.1691,307.692,-55.7,0.555,4875,5062.5,4875,4875,N,220225_0105,16.93852656,600.9866505,annotations,0,5.09289069
75,Spectrogram 1,1,295.8432543,303.8450603,2923.077,3846.154,0.3331,923.077,-45.8,1.36,3375,3750,3000,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,8.001806011
76,Spectrogram 1,1,304.1781822,304.872951,3846.154,4769.231,0.2059,923.077,-50.95,1.427,4500,4687.5,3937.5,4500,N,220225_0105,16.93852656,600.9866505,annotations,0,0.694768795
77,Spectrogram 1,1,305.0788333,310.6835737,4461.538,5076.923,0.1912,615.385,-48.57,1.46,4687.5,4687.5,4500,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.604740421
78,Spectrogram 1,1,310.8747501,315.0597636,2923.077,3538.462,0.2868,615.385,-66.29,1.442,3375,3375,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,4.185013433
79,Spectrogram 1,1,315.3465282,316.0476098,4307.692,5384.615,0.2548,1076.923,-55.66,2.024,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.701081575
80,Spectrogram 1,1,316.3024104,328.3802875,4307.692,5076.923,0.2132,769.231,-54.9,2.197,4687.5,5062.5,4312.5,4500,N,220225_0105,16.93852656,600.9866505,annotations,0,12.07787706
81,Spectrogram 1,1,328.5935227,329.2699932,2923.077,4153.846,0.2353,1230.769,-52.6,2.082,3750,4125,3000,3750,N,220225_0105,16.93852656,600.9866505,annotations,0,0.676470471
82,Spectrogram 1,1,329.5052873,332.5765432,4153.846,5384.615,0.1765,1230.769,-51.73,2.136,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,3.07125587
83,Spectrogram 1,1,332.7530137,333.8559547,2923.077,4307.692,0.25,1384.615,-58.7,2.197,3562.5,4125,3187.5,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,1.102940985
84,Spectrogram 1,1,334.1059547,343.5462191,4153.846,4615.385,0.1912,461.539,-48.41,0.984,4312.5,4500,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,0,9.440264414
85,Spectrogram 1,1,343.7373955,345.1050423,4153.846,4923.077,0.1471,769.231,-41.46,1.601,4500,4875,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.367646821
86,Spectrogram 1,1,345.2521011,348.4653359,4307.692,5538.462,0.1618,1230.77,-53.26,2.12,4875,5062.5,4312.5,4875,Y,220225_0105,16.93852656,600.9866505,annotations,0,3.213234736
87,Spectrogram 1,1,348.6271005,351.2495837,3230.769,3846.154,0.2426,615.385,-47.98,1.313,3750,3750,3375,3750,N,220225_0105,16.93852656,600.9866505,annotations,0,2.622483117
88,Spectrogram 1,1,351.4922307,353.3451715,4000,5384.615,0.2426,1384.615,-53.69,1.848,4687.5,4875,4125,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.852940855
89,Spectrogram 1,1,353.5878185,357.6282219,2769.231,4000,0.2426,1230.769,-59.58,2.699,3375,3937.5,2812.5,2812.5,N,220225_0105,16.93852656,600.9866505,annotations,0,4.040403328
90,Spectrogram 1,1,357.8708689,365.3970579,3230.769,3846.154,0.2353,615.385,-47.83,1.362,3562.5,3750,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,7.526188997
91,Spectrogram 1,1,365.632352,368.8407981,8615.385,9384.615,0.1544,769.23,-55.91,1.888,9000,9375,8812.5,9000,N,220225_0105,16.93852656,600.9866505,annotations,0,3.208446104
92,Spectrogram 1,1,368.9952098,370.0492369,3076.923,4000,0.2916,923.077,-45.38,1.673,3562.5,3937.5,3187.5,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.054027096
93,Spectrogram 1,1,370.3407978,373.1202091,4000,5230.769,0.25,1230.769,-43.67,1.44,4500,4687.5,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,0,2.779411282
94,Spectrogram 1,1,373.370209,379.5519902,4307.692,5384.615,0.2353,1076.923,-46.08,2.224,4500,5250,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,0,6.18178118
95,Spectrogram 1,1,379.7872843,380.2358136,3076.923,3846.154,0.3235,769.231,-53.31,1.599,3562.5,3750,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.448529334
96,Spectrogram 1,1,380.559343,387.1036897,4153.846,5076.923,0.2721,923.077,-53.07,1.827,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,6.544346734
97,Spectrogram 1,1,387.3757485,394.7730363,3230.769,4153.846,0.2574,923.077,-60.06,1.979,3562.5,4125,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,7.397287762
98,Spectrogram 1,1,395.0303892,395.8802813,4769.231,5384.615,0.2279,615.384,-58.71,1.577,5062.5,5250,4875,5062.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.849892171
99,Spectrogram 1,1,396.1082225,399.3067513,4461.538,5384.615,0.2279,923.077,-62.02,2.183,4687.5,5250,4500,4500,N,220225_0105,16.93852656,600.9866505,annotations,0,3.198528856
100,Spectrogram 1,1,399.5346925,400.1670453,2244.604,4057.554,0.2279,1812.95,-37.1,2.208,3375,3937.5,2250,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.632352832
101,Spectrogram 1,1,400.3949864,405.5365574,4153.846,5384.615,0.2132,1230.769,-48.89,2.013,4687.5,5250,4500,4875,Y,220225_0105,16.93852656,600.9866505,annotations,0,5.141570946
102,Spectrogram 1,1,405.7497926,409.4556743,2769.231,4153.846,0.3153,1384.615,-48.31,1.569,3375,3562.5,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,3.70588171
103,Spectrogram 1,1,409.7709597,410.3455949,4000,5384.615,0.2981,1384.615,-51.8,2.537,4500,5250,4312.5,5250,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.574635201
104,Spectrogram 1,1,410.6437389,415.7416725,3076.923,4153.846,0.3015,1076.923,-60.68,2.203,3562.5,4125,3187.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,5.097933514
105,Spectrogram 1,1,416.043143,416.2563782,4000,4923.077,0.2059,923.077,-51.93,1.807,4500,4875,4312.5,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.213235257
106,Spectrogram 1,1,416.4622606,421.2290162,2923.077,3538.462,0.1985,615.385,-56.43,0.629,3375,3375,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,4.766755667
107,Spectrogram 1,1,421.4275456,421.986369,4153.846,5093.525,0.2747,939.679,-51.76,1.728,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.558823432
108,Spectrogram 1,1,422.2610221,430.7268054,2923.077,3884.892,0.3864,961.815,-37.62,1.569,3375,3750,3000,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,8.465783306
109,Spectrogram 1,1,431.1132268,431.6924807,4153.846,4769.231,0.2353,615.385,-58.85,1.377,4687.5,4687.5,4312.5,4500,N,220225_0105,16.93852656,600.9866505,annotations,0,0.579253912
110,Spectrogram 1,1,431.9277748,437.9112071,4615.385,5230.769,0.1765,615.384,-54.49,1.355,5062.5,5062.5,4687.5,5062.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.983432336
111,Spectrogram 1,1,438.0876777,439.8303244,3076.923,3692.308,0.3015,615.385,-45.96,1.4,3375,3562.5,3187.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,1.742646756
112,Spectrogram 1,1,440.1317949,444.081814,4615.385,5230.769,0.2132,615.384,-57.06,1.55,4875,5062.5,4687.5,4875,N,220225_0105,16.93852656,600.9866505,annotations,0,3.950019025
113,Spectrogram 1,1,444.2950492,444.5597551,3230.769,4153.846,0.3015,923.077,-49.56,2.175,3750,4125,3375,3937.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.264705836
114,Spectrogram 1,1,444.8612256,449.0912573,4307.692,5076.923,0.2598,769.231,-44.21,1.743,4687.5,4875,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,0,4.230031711
115,Spectrogram 1,1,449.3510924,452.6721314,3076.923,3846.154,0.2794,769.231,-58.03,1.835,3562.5,3750,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,3.321039017
116,Spectrogram 1,1,452.9515431,456.9301395,4153.846,4769.231,0.2353,615.385,-51.08,1.37,4500,4687.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,3.978596374
118,Spectrogram 1,1,457.1654335,457.7610217,2923.077,3846.154,0.3162,923.077,-48.59,1.751,3375,3750,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,0.595588132
119,Spectrogram 1,1,458.0771981,464.5028203,2769.231,3538.462,0.25,769.231,-43.4,1.598,3187.5,3375,3000,3187.5,N,220225_0105,16.93852656,600.9866505,annotations,0,6.425622166
120,Spectrogram 1,1,464.7528202,465.5469377,4307.692,5384.615,0.2279,1076.923,-50.38,2.348,4687.5,5250,4312.5,5062.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.794117509
121,Spectrogram 1,1,465.7748789,471.1426987,4153.846,4769.231,0.1838,615.385,-55.61,1.538,4500,4687.5,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.3678198
122,Spectrogram 1,1,471.3265222,471.6260286,2923.077,3846.154,0.3623,923.077,-42.25,1.863,3375,3562.5,3000,3000,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.299506432
123,Spectrogram 1,1,471.9882867,476.4317872,4153.846,5076.923,0.1912,923.077,-52.4,1.997,4500,4875,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,0,4.443500409
124,Spectrogram 1,1,476.6229636,478.9685514,3076.923,3846.154,0.2941,769.231,-44.15,1.703,3562.5,3750,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,2.345587828
125,Spectrogram 1,1,479.262669,484.9391273,3538.462,4153.846,0.2206,615.384,-58.11,1.532,3562.5,4125,3562.5,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.67645828
126,Spectrogram 1,1,485.1597155,485.6891272,4307.692,5230.769,0.1912,923.077,-55.62,1.921,4687.5,4875,4500,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.529411672
127,Spectrogram 1,1,485.8803036,494.5799701,4000,4923.077,0.1471,923.077,-53.45,1.63,4687.5,4875,4125,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,8.699666506
128,Spectrogram 1,1,494.7270289,501.7332972,2923.077,3692.308,0.1838,769.231,-48.46,1.753,3187.5,3562.5,3000,3187.5,N,220225_0105,16.93852656,600.9866505,annotations,0,7.00626834
129,Spectrogram 1,1,501.9171207,502.7774147,4307.692,5076.923,0.252,769.231,-54.21,1.532,4687.5,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.860293968
130,Spectrogram 1,1,503.0294445,506.8950611,4307.692,5076.923,0.2721,769.231,-43.99,1.865,4500,5062.5,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,3.865616553
131,Spectrogram 1,1,507.1671198,511.0318285,2769.231,3384.615,0.1912,615.384,-48,1.585,3375,3375,2812.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,3.864708618
132,Spectrogram 1,1,511.2230049,512.6127105,4153.846,4923.077,0.1985,769.231,-51.27,1.614,4500,4875,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.389705642
133,Spectrogram 1,1,512.8112399,516.172485,3230.769,4153.846,0.3309,923.077,-51.92,1.497,3562.5,4125,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,3.361245068
134,Spectrogram 1,1,516.5033673,517.76072,4000,5230.769,0.2132,1230.769,-48.7,1.853,4500,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.257352723
135,Spectrogram 1,1,517.9739553,523.808717,4000,4769.231,0.1838,769.231,-51.02,1.329,4500,4687.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.83476177
136,Spectrogram 1,1,523.9925405,524.669011,2923.077,3538.462,0.2206,615.385,-38.93,1.338,3375,3375,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,0.676470471
137,Spectrogram 1,1,524.8895992,530.4439283,3384.615,4153.846,0.2206,769.231,-63.34,1.912,3750,4125,3562.5,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,5.554329074
138,Spectrogram 1,1,530.6645165,531.4218693,4307.692,4923.077,0.2574,615.385,-52.13,1.743,4687.5,4875,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.75735281
139,Spectrogram 1,1,531.6792222,537.2802456,2769.231,3538.462,0.2647,769.231,-61.25,1.003,3375,3375,2812.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,5.601023415
140,Spectrogram 1,1,537.5449514,537.9787749,4000,4769.231,0.2059,769.231,-52.63,1.958,4500,4687.5,4125,4500,N,220225_0105,16.93852656,600.9866505,annotations,0,0.433823454
141,Spectrogram 1,1,538.1846572,543.8428628,2848.921,4153.846,0.3115,1304.925,-51.27,2.226,3562.5,3937.5,3000,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,5.65820564
142,Spectrogram 1,1,544.154411,544.8890433,4461.538,4923.077,0.1985,461.539,-51.86,1.389,4687.5,4687.5,4500,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.734632247
143,Spectrogram 1,1,545.0875727,549.5039363,3230.769,3846.154,0.2941,615.385,-49.14,1.565,3562.5,3750,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,0,4.416363668
144,Spectrogram 1,1,549.7980539,550.9524655,4153.846,5076.923,0.2426,923.077,-51.16,1.852,4500,5062.5,4500,4875,Y,220225_0105,16.93852656,600.9866505,annotations,0,1.154411564
145,Spectrogram 1,1,551.1951125,555.3827552,4000,5076.923,0.1838,1076.923,-53.13,1.82,4500,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,4.187642659
146,Spectrogram 1,1,555.5665787,556.0059963,3230.769,4153.846,0.34,923.077,-45.61,1.584,3562.5,4125,3375,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.43941761
147,Spectrogram 1,1,556.3459903,561.1628774,3538.462,4153.846,0.2574,615.384,-57.65,1.639,3750,4125,3562.5,3750,N,220225_0105,16.93852656,600.9866505,annotations,0,4.816887067
148,Spectrogram 1,1,561.4202303,569.2607889,3076.923,4153.846,0.2206,1076.923,-62.43,2.113,3750,4125,3375,3750,N,220225_0105,16.93852656,600.9866505,annotations,0,7.840558642
149,Spectrogram 1,1,569.4813771,571.9129252,4153.846,5230.769,0.1912,1076.923,-55.25,1.811,4687.5,5062.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,2.431548087
150,Spectrogram 1,1,572.1041016,574.743807,3230.769,4000,0.3015,769.231,-56.54,1.992,3562.5,3937.5,3375,3937.5,N,220225_0105,16.93852656,600.9866505,annotations,0,2.639705424
151,Spectrogram 1,1,575.0452776,582.1639901,3230.769,4153.846,0.2353,923.077,-63.34,2.143,3750,4125,3375,4125,N,220225_0105,16.93852656,600.9866505,annotations,0,7.118712468
152,Spectrogram 1,1,582.3992841,583.0145052,3971.223,5384.615,0.223,1413.392,-50.62,1.875,4687.5,5062.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,0,0.615221043
153,Spectrogram 1,1,583.2375193,591.5673723,3076.923,3846.154,0.3088,769.231,-43.44,1.773,3562.5,3562.5,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,0,8.329853066
154,Spectrogram 1,1,591.8761958,592.4791369,4153.846,5076.923,0.1838,923.077,-57.05,1.866,4687.5,5062.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,0,0.602941071
155,Spectrogram 1,1,592.6629604,600.0601801,3692.308,4769.231,0.2132,1076.923,-55.56,2.387,4500,4687.5,3750,3750,N,220225_0105,16.93852656,600.9866505,annotations,0,7.39721972
156,Spectrogram 1,1,600.2734154,600.8910623,3076.923,3692.308,0.0956,615.385,-39.11,1.272,3375,3562.5,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,0,0.617646952
2,Spectrogram 1,1,249.8285393,270.6939473,7146.067,7550.562,0.1767,404.495,-46.36,0.999,7312.5,7500,7312.5,7312.5,N,220225_0106,249.5274923,599.68257,annotations,0,20.86540796
3,Spectrogram 1,1,270.8706488,284.349809,6741.573,7415.73,0.2291,674.157,-60.04,1.926,7125,7312.5,6750,7125,N,220225_0106,249.5274923,599.68257,annotations,0,13.47916019
4,Spectrogram 1,1,284.5788666,291.04955,3370.787,4044.944,0.2094,674.157,-62.41,1.865,3562.5,3937.5,3375,3375,N,220225_0106,249.5274923,599.68257,annotations,0,6.47068342
5,Spectrogram 1,1,291.258974,307.6652453,3101.124,4179.775,0.1571,1078.651,-50.87,2.081,3750,4125,3562.5,4125,Y,220225_0106,249.5274923,599.68257,annotations,0,16.40627127
6,Spectrogram 1,1,307.8223134,350.4075735,6876.404,7685.393,0.1636,808.989,-37.87,1.007,7500,7500,7125,7500,N,220225_0106,249.5274923,599.68257,annotations,0,42.58526016
7,Spectrogram 1,1,350.5711861,363.3594342,3235.955,3910.112,0.2487,674.157,-63.61,1.517,3562.5,3750,3375,3375,N,220225_0106,249.5274923,599.68257,annotations,0,12.7882482
8,Spectrogram 1,1,363.6081253,396.3242865,6471.91,7550.562,0.2749,1078.652,-55.04,2.517,7125,7500,6562.5,6562.5,N,220225_0106,249.5274923,599.68257,annotations,0,32.7161612
9,Spectrogram 1,1,396.5991556,414.7244151,4314.607,4988.764,0.0982,674.157,-36.99,1.51,4687.5,4875,4500,4687.5,N,220225_0106,249.5274923,599.68257,annotations,0,18.12525951
10,Spectrogram 1,1,414.8225826,417.4272942,4719.101,5393.258,0.144,674.157,-54.03,1.4,5250,5250,4875,5250,N,220225_0106,249.5274923,599.68257,annotations,0,2.60471159
11,Spectrogram 1,1,417.5712732,428.9154744,3370.787,4314.607,0.216,943.82,-51.31,1.991,4125,4312.5,3562.5,4125,N,220225_0106,249.5274923,599.68257,annotations,0,11.3442012
12,Spectrogram 1,1,429.131443,429.9560501,4449.438,5393.258,0.1767,943.82,-57.74,2.123,5062.5,5250,4500,5062.5,N,220225_0106,249.5274923,599.68257,annotations,0,0.824607187
13,Spectrogram 1,1,430.1327517,435.6444243,3370.787,3910.112,0.2487,539.325,-60.01,1.547,3562.5,3750,3375,3750,N,220225_0106,249.5274923,599.68257,annotations,0,5.511672573
14,Spectrogram 1,1,435.8931153,462.6016515,2966.292,4044.944,0.2291,1078.652,-61.21,2.454,3562.5,3937.5,3000,3937.5,N,220225_0106,249.5274923,599.68257,annotations,0,26.70853615
15,Spectrogram 1,1,462.830709,472.2488801,6471.91,7146.067,0.2749,674.157,-40.84,1.202,7125,7125,6750,7125,N,220225_0106,249.5274923,599.68257,annotations,0,9.418171079
16,Spectrogram 1,1,472.5237492,480.2617801,12539.326,13213.483,0.1832,674.157,-55.22,1.043,13125,13125,12562.5,13125,N,220225_0106,249.5274923,599.68257,annotations,0,7.738030895
17,Spectrogram 1,1,480.4450261,505.9990036,4449.438,5393.258,0.1309,943.82,-52.07,2.176,4875,5250,4500,4500,N,220225_0106,249.5274923,599.68257,annotations,0,25.55397749
18,Spectrogram 1,1,506.1298936,506.8825113,2831.461,3640.449,0.2094,808.988,-57.82,1.691,3375,3562.5,3000,3562.5,Y,220225_0106,249.5274923,599.68257,annotations,0,0.75261767
19,Spectrogram 1,1,507.0919353,509.3890554,4584.27,5393.258,0.1702,808.988,-56.69,1.75,4875,5250,4687.5,5250,Y,220225_0106,249.5274923,599.68257,annotations,0,2.29712002
20,Spectrogram 1,1,509.5592124,515.7525208,4853.933,5932.584,0.2094,1078.651,-54.5,2.317,5437.5,5812.5,4875,4875,N,220225_0106,249.5274923,599.68257,annotations,0,6.193308352
21,Spectrogram 1,1,515.9619448,517.0679655,2831.461,3910.112,0.2356,1078.651,-44.5,1.982,3375,3750,3187.5,3562.5,Y,220225_0106,249.5274923,599.68257,annotations,0,1.10602075
22,Spectrogram 1,1,517.3035676,526.9320918,4853.933,5393.258,0.2094,539.325,-59.47,1.557,5062.5,5250,4875,4875,N,220225_0106,249.5274923,599.68257,annotations,0,9.62852424
23,Spectrogram 1,1,527.1415159,527.9922588,2831.461,3775.281,0.1702,943.82,-60.57,2.166,3375,3750,3000,3562.5,N,220225_0106,249.5274923,599.68257,annotations,0,0.850742918
24,Spectrogram 1,1,528.1624158,543.3995913,2966.292,3775.281,0.216,808.989,-56.84,2.261,3375,3750,3000,3750,N,220225_0106,249.5274923,599.68257,annotations,0,15.23717544
25,Spectrogram 1,1,543.6155598,558.0455709,3235.955,4314.607,0.2356,1078.652,-47.19,2.305,3937.5,4312.5,3562.5,3937.5,Y,220225_0106,249.5274923,599.68257,annotations,0,14.43001107
26,Spectrogram 1,1,558.281173,587.9914979,1617.978,2561.798,0.1702,943.82,-51.8,2.302,2062.5,2437.5,1687.5,2250,N,220225_0106,249.5274923,599.68257,annotations,0,29.71032493
27,Spectrogram 1,1,588.1616549,599.4404235,4584.27,5258.427,0.2421,674.157,-60.63,1.972,4875,5250,4687.5,4687.5,N,220225_0106,249.5274923,599.68257,annotations,0,11.27876856
2,Spectrogram 1,1,183.0320993,233.7573414,3235.955,4044.944,0.2426,808.989,-55.22,1.945,3562.5,3937.5,3375,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,0,50.72524212
3,Spectrogram 1,1,233.9999884,250.6185391,3101.124,4179.775,0.2721,1078.651,-55.16,2.059,3937.5,4125,3187.5,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,0,16.61855068
4,Spectrogram 1,1,250.8905979,261.7309071,2831.461,4179.775,0.2353,1348.314,-55.86,2.258,3937.5,4125,3000,4125,N,220225_0108,182.8923934,593.5306679,annotations,0,10.84030924
5,Spectrogram 1,1,261.9662012,262.4956129,4314.607,5528.09,0.1774,1213.483,-56.97,1.729,4687.5,5062.5,4500,4687.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.529411673
6,Spectrogram 1,1,262.6730307,274.4952215,3101.124,3775.281,0.2206,674.157,-61.6,1.693,3562.5,3750,3187.5,3562.5,N,220225_0108,182.8923934,593.5306679,annotations,0,11.82219071
7,Spectrogram 1,1,274.7158097,280.4249329,3101.124,3775.281,0.3309,674.157,-50.55,1.325,3562.5,3750,3187.5,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,5.709123275
8,Spectrogram 1,1,280.7558152,320.4010253,2831.461,3775.281,0.1985,943.82,-46.31,1.788,3187.5,3375,3000,3000,N,220225_0108,182.8923934,593.5306679,annotations,0,39.64521006
9,Spectrogram 1,1,320.5995547,360.5484057,2503.597,4057.554,0.2848,1553.957,-44.84,2.471,3562.5,3937.5,2625,2812.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,39.948851
10,Spectrogram 1,1,360.8332249,422.8831879,2966.292,4044.944,0.2206,1078.652,-44.68,1.693,3562.5,3937.5,3375,3375,Y,220225_0108,182.8923934,593.5306679,annotations,0,62.04996301
11,Spectrogram 1,1,423.1037761,424.1258347,3775.281,4853.933,0.2426,1078.652,-51.98,2.2,4500,4687.5,3937.5,4687.5,N,220225_0108,182.8923934,593.5306679,annotations,0,1.022058646
12,Spectrogram 1,1,424.3684817,432.7135229,4179.775,5258.427,0.2132,1078.652,-54.81,2.511,4875,5250,4312.5,4875,N,220225_0108,182.8923934,593.5306679,annotations,0,8.34504116
13,Spectrogram 1,1,432.9267581,441.5819949,4314.607,5258.427,0.2353,943.82,-52.84,1.907,4687.5,5250,4500,4500,Y,220225_0108,182.8923934,593.5306679,annotations,0,8.655236806
14,Spectrogram 1,1,441.817289,444.9864061,3101.124,4044.944,0.1989,943.82,-45.94,1.352,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,3.169117097
15,Spectrogram 1,1,445.1853228,445.5819942,4179.775,5258.427,0.2647,1078.652,-50.16,1.72,4687.5,5250,4312.5,4500,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.39667149
16,Spectrogram 1,1,445.8467001,451.5830619,2966.292,4044.944,0.2426,1078.652,-61.38,2.32,3562.5,3937.5,3187.5,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,0,5.736361778
17,Spectrogram 1,1,451.8257089,452.7668852,4314.607,5393.258,0.1617,1078.651,-41.9,1.392,4875,5250,4500,4875,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.941176307
18,Spectrogram 1,1,452.9286082,459.9062833,4314.607,5258.427,0.1912,943.82,-56.83,2.122,4875,5250,4500,4687.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,6.97767511
19,Spectrogram 1,1,460.0974597,514.2870084,2966.292,3775.281,0.1691,808.989,-47.02,1.303,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,54.1895487
20,Spectrogram 1,1,514.4561261,545.3853039,3235.955,3910.112,0.1691,674.157,-55.89,1.558,3562.5,3750,3375,3750,N,220225_0108,182.8923934,593.5306679,annotations,0,30.92917788
21,Spectrogram 1,1,545.5544215,549.5848171,4179.775,5123.596,0.1471,943.821,-54.96,1.932,4500,5062.5,4312.5,4312.5,N,220225_0108,182.8923934,593.5306679,annotations,0,4.030395535
22,Spectrogram 1,1,549.7318759,555.2034269,4314.607,5123.596,0.2206,808.989,-55.55,1.757,4687.5,5062.5,4500,4687.5,N,220225_0108,182.8923934,593.5306679,annotations,0,5.471551008
23,Spectrogram 1,1,555.4240151,561.3120286,4449.438,5258.427,0.2721,808.989,-51.54,1.994,4687.5,5062.5,4500,4500,N,220225_0108,182.8923934,593.5306679,annotations,0,5.888013553
24,Spectrogram 1,1,561.5840874,562.4370284,3101.124,4179.775,0.1838,1078.651,-42.06,1.344,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.852941028
25,Spectrogram 1,1,562.6208519,563.2899695,4314.607,5258.427,0.2206,943.82,-46.93,1.293,4500,5062.5,4500,4500,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.669117531
26,Spectrogram 1,1,563.5105577,570.2702789,4314.607,5258.427,0.1691,943.82,-44.89,1.565,4875,5250,4500,4875,Y,220225_0108,182.8923934,593.5306679,annotations,0,6.759721275
27,Spectrogram 1,1,570.4393966,571.12322,3101.124,4044.944,0.1765,943.82,-41.76,1.721,3562.5,3750,3375,3375,Y,220225_0108,182.8923934,593.5306679,annotations,0,0.683823411
