label,Selection,Delta Time (s),begin_time,View,StartMicInWater,EndMicInWater,Low Freq (Hz),High Freq (Hz),filepath,call_length,end_time,Delta Freq (Hz),filename,split_type
0,160,0.1985,601.1175917830001,Spectrogram 1,24.039547699,601.522003477,3370.7870000000007,4044.944,annotations,0.2058823169999186,601.3234741,674.1569999999998,220104_0094,test
0,2,0.0735,20.463673977,Spectrogram 1,20.223793532,599.357381514,7011.236,7550.562,annotations,15.064683195,35.528357172,539.326,220115_0097,test
0,3,0.0882,35.601886571,Spectrogram 1,20.223793532,599.357381514,9168.539,9842.697,annotations,20.020301347,55.622187918,674.158,220115_0097,test
0,4,0.1985,55.710423197,Spectrogram 1,20.223793532,599.357381514,2966.292,3775.281,annotations,20.636940277,76.34736347399999,808.9889999999998,220115_0097,test
0,5,0.1397,76.545892852,Spectrogram 1,20.223793532,599.357381514,3235.955,3910.112,annotations,1.1470586240000102,77.692951476,674.1569999999998,220115_0097,test
0,6,0.1176,77.83265733399999,Spectrogram 1,20.223793532,599.357381514,2022.472,2966.292,annotations,3.394840770000002,81.22749810399999,943.82,220115_0097,test
0,7,0.1029,81.34514514199999,Spectrogram 1,20.223793532,599.357381514,2157.303,2696.629000000001,annotations,4.663732386000007,86.008877528,539.326,220115_0097,test
0,8,0.1691,86.11181868700001,Spectrogram 1,20.223793532,599.357381514,3235.955,3910.112,annotations,19.108297702999987,105.22011639,674.1569999999998,220115_0097,test
0,9,0.1176,105.389234008,Spectrogram 1,20.223793532,599.357381514,4179.775,4853.933,annotations,1.8023066980000093,107.191540706,674.158,220115_0097,test
0,10,0.25,107.309187744,Spectrogram 1,20.223793532,599.357381514,2935.252,4143.885,annotations,5.964424888000012,113.273612632,1208.633,220115_0097,test
0,11,0.1176,113.523612589,Spectrogram 1,20.223793532,599.357381514,2157.303,3021.583,annotations,3.597855768999992,117.121468358,864.28,220115_0097,test
0,12,0.1471,117.239115397,Spectrogram 1,20.223793532,599.357381514,2966.292,3775.281,annotations,0.9010025079999906,118.140117905,808.9889999999998,220115_0097,test
0,13,0.2781,118.287176703,Spectrogram 1,20.223793532,599.357381514,3235.955,4179.775,annotations,1.5735291390000157,119.860705842,943.82,220115_0097,test
0,14,0.2059,120.138833063,Spectrogram 1,20.223793532,599.357381514,3370.7870000000007,4314.607,annotations,5.212668083000011,125.351501146,943.82,220115_0097,test
0,15,0.1471,125.557383464,Spectrogram 1,20.223793532,599.357381514,1617.9779999999996,2292.135,annotations,2.062048718999989,127.619432183,674.1569999999998,220115_0097,test
0,16,0.2861,127.766490981,Spectrogram 1,20.223793532,599.357381514,2696.629000000001,4057.554,annotations,7.06323898400001,134.829729965,1360.925,220115_0097,test
0,17,0.2797,135.115829554,Spectrogram 1,20.223793532,599.357381514,2762.59,4179.775,annotations,14.906075466000006,150.02190502,1417.185,220115_0097,test
0,18,0.1985,150.30165392,Spectrogram 1,20.223793532,599.357381514,2426.966,2831.461,annotations,0.2601837050000029,150.561837625,404.495,220115_0097,test
0,19,0.1103,150.760367002,Spectrogram 1,20.223793532,599.357381514,2966.292,3775.281,annotations,4.352281694999988,155.112648697,808.9889999999998,220115_0097,test
0,20,0.1176,155.222942796,Spectrogram 1,20.223793532,599.357381514,2696.629000000001,3505.618,annotations,5.655119196999976,160.878061993,808.9889999999998,220115_0097,test
0,21,0.1544,160.995709031,Spectrogram 1,20.223793532,599.357381514,2831.461,3910.112,annotations,4.7136492570000135,165.709358288,1078.651,220115_0097,test
0,22,0.2279,165.863770026,Spectrogram 1,20.223793532,599.357381514,2831.461,3910.112,annotations,9.018400189000005,174.882170215,1078.651,220115_0097,test
0,23,0.3398,175.11011135200005,Spectrogram 1,20.223793532,599.357381514,2561.798,4057.554,annotations,9.359276856999998,184.469388209,1495.756,220115_0097,test
0,24,0.1838,184.80920306,Spectrogram 1,20.223793532,599.357381514,3235.955,3775.281,annotations,19.698601223,204.507804283,539.326,220115_0097,test
0,25,0.1029,204.69162778,Spectrogram 1,20.223793532,599.357381514,2831.461,3910.112,annotations,10.126903320999986,214.818531101,1078.651,220115_0097,test
0,26,0.1471,214.92147226,Spectrogram 1,20.223793532,599.357381514,2292.135,3370.7870000000007,annotations,0.6544116509999753,215.575883911,1078.652,220115_0097,test
0,27,0.125,215.722942709,Spectrogram 1,20.223793532,599.357381514,3370.7870000000007,4449.438,annotations,13.990712931999951,229.713655641,1078.651,220115_0097,test
0,28,0.0809,229.838655619,Spectrogram 1,20.223793532,599.357381514,3101.1240000000007,3910.112,annotations,28.48225392500001,258.320909544,808.988,220115_0097,test
0,29,0.1765,258.401791883,Spectrogram 1,20.223793532,599.357381514,3640.449,4314.607,annotations,16.998634402999986,275.400426286,674.158,220115_0097,test
0,30,0.1544,275.57689684400003,Spectrogram 1,20.223793532,599.357381514,8629.213,9168.539,annotations,3.257352374999982,278.834249219,539.326,220115_0097,test
0,31,0.2059,278.98866095700004,Spectrogram 1,20.223793532,599.357381514,3505.618,4449.438,annotations,14.729054952999943,293.71771591,943.82,220115_0097,test
0,32,0.1471,293.923598228,Spectrogram 1,20.223793532,599.357381514,2696.629000000001,3775.281,annotations,8.458274598999992,302.381872827,1078.652,220115_0097,test
0,33,0.1838,302.528931625,Spectrogram 1,20.223793532,599.357381514,6606.741999999998,7280.899,annotations,57.779891851,360.308823476,674.1569999999998,220115_0097,test
0,34,0.1985,360.492646973,Spectrogram 1,20.223793532,599.357381514,2292.135,3370.7870000000007,annotations,5.1691167500000015,365.661763723,1078.652,220115_0097,test
0,35,0.2794,365.8602931,Spectrogram 1,20.223793532,599.357381514,4853.933,5393.258000000002,annotations,3.1382463030000736,368.99853940300005,539.325,220115_0097,test
0,36,0.1176,369.27795112,Spectrogram 1,20.223793532,599.357381514,4853.933,5528.09,annotations,4.966413986999953,374.244365107,674.1569999999998,220115_0097,test
0,37,0.1397,374.362012146,Spectrogram 1,20.223793532,599.357381514,2022.472,2696.629000000001,annotations,5.793512453000004,380.155524599,674.1569999999998,220115_0097,test
0,38,0.1618,380.295230457,Spectrogram 1,20.223793532,599.357381514,2292.135,2831.461,annotations,3.779411109000023,384.074641566,539.326,220115_0097,test
0,39,0.1838,384.236406244,Spectrogram 1,20.223793532,599.357381514,9168.539,9707.865,annotations,0.9121773159999976,385.14858356,539.326,220115_0097,test
0,40,0.2059,385.33240705800006,Spectrogram 1,20.223793532,599.357381514,2022.472,3101.1240000000007,annotations,7.140175972999941,392.472583031,1078.652,220115_0097,test
0,41,0.1324,392.678465348,Spectrogram 1,20.223793532,599.357381514,9707.865,10786.517,annotations,0.6184833739999362,393.296948722,1078.652,220115_0097,test
0,42,0.0735,393.42930164,Spectrogram 1,20.223793532,599.357381514,2157.303,2966.292,annotations,0.8692611909999641,394.298562831,808.9889999999998,220115_0097,test
0,43,0.2059,394.37209223,Spectrogram 1,20.223793532,599.357381514,6202.246999999999,7280.899,annotations,1.1617645040000184,395.533856734,1078.652,220115_0097,test
0,44,0.1544,395.739739051,Spectrogram 1,20.223793532,599.357381514,4719.101,5797.7530000000015,annotations,4.362557496000021,400.102296547,1078.652,220115_0097,test
0,45,0.2794,400.256708285,Spectrogram 1,20.223793532,599.357381514,9168.539,10247.191,annotations,1.9852937730000235,402.242002058,1078.652,220115_0097,test
0,46,0.2353,402.521413774,Spectrogram 1,20.223793532,599.357381514,9573.034,10921.348,annotations,3.816831696000008,406.33824547,1348.314,220115_0097,test
0,47,0.1838,406.573539547,Spectrogram 1,20.223793532,599.357381514,2157.303,3101.1240000000007,annotations,1.3602938810000182,407.933833428,943.821,220115_0097,test
0,48,0.1324,408.117656926,Spectrogram 1,20.223793532,599.357381514,1887.64,2426.966,annotations,0.6029410720000214,408.720597998,539.326,220115_0097,test
0,49,0.3456,408.852950916,Spectrogram 1,20.223793532,599.357381514,9842.697,10786.517,annotations,5.601136514000019,414.45408743,943.82,220115_0097,test
0,50,0.25,414.799675605,Spectrogram 1,20.223793532,599.357381514,2561.798,3640.449,annotations,1.0661762859999726,415.865851891,1078.651,220115_0097,test
0,51,0.2353,416.115851847,Spectrogram 1,20.223793532,599.357381514,6471.91,7550.562,annotations,4.430118424,420.545970271,1078.652,220115_0097,test
0,52,0.2132,420.781264348,Spectrogram 1,20.223793532,599.357381514,10382.022,11460.674,annotations,0.8340499799999748,421.615314328,1078.652,220115_0097,test
0,53,0.1765,421.828549585,Spectrogram 1,20.223793532,599.357381514,2157.303,3101.1240000000007,annotations,5.6706053269999765,427.499154912,943.821,220115_0097,test
0,54,0.1544,427.675625469,Spectrogram 1,20.223793532,599.357381514,2561.798,3235.955,annotations,0.6470587119999891,428.322684181,674.1569999999998,220115_0097,test
0,55,0.1912,428.477095918,Spectrogram 1,20.223793532,599.357381514,4719.101,5932.584,annotations,4.044116944999985,432.521212863,1213.483,220115_0097,test
0,56,0.1912,432.712389301,Spectrogram 1,20.223793532,599.357381514,2022.472,2966.292,annotations,7.503209291000018,440.215598592,943.82,220115_0097,test
0,57,0.2279,440.406775029,Spectrogram 1,20.223793532,599.357381514,2157.303,3235.955,annotations,3.681764677999978,444.088539707,1078.652,220115_0097,test
0,58,0.2426,444.316480844,Spectrogram 1,20.223793532,599.357381514,2292.135,3370.7870000000007,annotations,4.103202576999991,448.419683421,1078.652,220115_0097,test
0,59,0.25,448.662330438,Spectrogram 1,20.223793532,599.357381514,2071.942,3021.583,annotations,4.683822716000009,453.346153154,949.64,220115_0097,test
0,60,0.2794,453.59615311,Spectrogram 1,20.223793532,599.357381514,2022.472,2935.252,annotations,4.998975314999996,458.595128425,912.78,220115_0097,test
0,61,0.3529,458.874540141,Spectrogram 1,20.223793532,599.357381514,2022.472,2696.629000000001,annotations,9.53223449799998,468.406774639,674.1569999999998,220115_0097,test
0,62,0.2868,468.759715754,Spectrogram 1,20.223793532,599.357381514,1887.64,2561.798,annotations,11.284401885000026,480.044117639,674.158,220115_0097,test
0,63,0.2647,480.330882295,Spectrogram 1,20.223793532,599.357381514,5123.596,6471.91,annotations,1.441176220999978,481.772058516,1348.314,220115_0097,test
0,64,0.1765,482.036764352,Spectrogram 1,20.223793532,599.357381514,1553.957,3107.914,annotations,5.316774769000006,487.353539121,1553.957,220115_0097,test
0,65,0.2794,487.530009679,Spectrogram 1,20.223793532,599.357381514,1752.809,2696.629000000001,annotations,0.5882351920000133,488.118244871,943.82,220115_0097,test
0,66,0.2426,488.397656587,Spectrogram 1,20.223793532,599.357381514,4853.933,6337.0790000000015,annotations,1.7336687660000507,490.131325353,1483.146,220115_0097,test
0,67,0.2132,490.37397237,Spectrogram 1,20.223793532,599.357381514,2157.303,3235.955,annotations,9.54191975599997,499.915892126,1078.652,220115_0097,test
0,68,0.3235,500.129127383,Spectrogram 1,20.223793532,599.357381514,1887.64,2966.292,annotations,0.5147057929999619,500.643833176,1078.652,220115_0097,test
0,69,0.1471,500.967362532,Spectrogram 1,20.223793532,599.357381514,2157.303,3235.955,annotations,3.247901326000033,504.215263858,1078.652,220115_0097,test
0,70,0.25,504.362322656,Spectrogram 1,20.223793532,599.357381514,1887.64,2966.292,annotations,0.7058822309999755,505.068204887,1078.652,220115_0097,test
0,71,0.2059,505.3182048430001,Spectrogram 1,20.223793532,599.357381514,2022.472,3101.1240000000007,annotations,4.058822824999994,509.377027668,1078.652,220115_0097,test
0,72,0.0662,509.582909985,Spectrogram 1,20.223793532,599.357381514,3101.1240000000007,3910.112,annotations,1.4342731599999752,511.017183145,808.988,220115_0097,test
0,73,0.3235,511.083359605,Spectrogram 1,20.223793532,599.357381514,1887.64,2561.798,annotations,5.09994798300005,516.183307588,674.158,220115_0097,test
0,74,0.1838,516.506836944,Spectrogram 1,20.223793532,599.357381514,2157.303,2966.292,annotations,0.6102940109999508,517.117130955,808.9889999999998,220115_0097,test
0,75,0.2868,517.300954453,Spectrogram 1,20.223793532,599.357381514,3640.449,4584.27,annotations,9.802074619999985,527.103029073,943.821,220115_0097,test
0,76,0.186,527.38979373,Spectrogram 1,20.223793532,599.357381514,1381.295,2696.629000000001,annotations,0.1816804669999783,527.5714741969999,1315.3339999999996,220115_0097,test
0,77,0.1838,527.757440725,Spectrogram 1,20.223793532,599.357381514,2022.472,2696.629000000001,annotations,8.189706161000004,535.947146886,674.1569999999998,220115_0097,test
0,78,0.2505,536.130970384,Spectrogram 1,20.223793532,599.357381514,1553.957,3101.1240000000007,annotations,0.6465461230000074,536.777516507,1547.167,220115_0097,test
0,79,0.1029,537.028029052,Spectrogram 1,20.223793532,599.357381514,2292.135,3101.1240000000007,annotations,0.8492363950000481,537.877265447,808.9889999999998,220115_0097,test
0,80,0.1544,537.980206606,Spectrogram 1,20.223793532,599.357381514,2292.135,3505.618,annotations,9.378627285999984,547.358833892,1213.483,220115_0097,test
0,81,0.2868,547.51324563,Spectrogram 1,20.223793532,599.357381514,1617.9779999999996,2696.629000000001,annotations,2.220587850000016,549.73383348,1078.651,220115_0097,test
0,82,0.0882,550.020598136,Spectrogram 1,20.223793532,599.357381514,1617.9779999999996,2561.798,annotations,0.5735293120000051,550.594127448,943.82,220115_0097,test
0,83,0.2868,550.6823627269999,Spectrogram 1,20.223793532,599.357381514,1617.9779999999996,2696.629000000001,annotations,8.529058681000038,559.211421408,1078.651,220115_0097,test
0,84,0.1912,559.498186064,Spectrogram 1,20.223793532,599.357381514,2292.135,3101.1240000000007,annotations,0.4338234540000485,559.9320095180001,808.9889999999998,220115_0097,test
0,85,0.2059,560.123185955,Spectrogram 1,20.223793532,599.357381514,3235.955,4314.607,annotations,19.473313459999986,579.596499415,1078.652,220115_0097,test
0,86,0.1765,579.802381732,Spectrogram 1,20.223793532,599.357381514,2292.135,2831.461,annotations,0.3161764160000757,580.118558148,539.326,220115_0097,test
0,87,0.3971,580.295028705,Spectrogram 1,20.223793532,599.357381514,2966.292,4449.438,annotations,13.172353112999986,593.467381818,1483.146,220115_0097,test
0,88,0.2206,593.864440573,Spectrogram 1,20.223793532,599.357381514,3775.281,4584.27,annotations,4.441470535999997,598.305911109,808.9889999999998,220115_0097,test
0,89,0.1691,598.526499306,Spectrogram 1,20.223793532,599.357381514,2157.303,3235.955,annotations,0.6617645909999511,599.188263897,1078.652,220115_0097,test
0,2,0.2289999999999999,13.054711014,Spectrogram 1,12.81956254,605.543352927,2966.292,4179.775,annotations,28.636415535000005,41.691126549,1213.483,220118_0098,test
0,3,0.13,41.920086905,Spectrogram 1,12.81956254,605.543352927,4719.101,5393.258000000002,annotations,5.984701201000007,47.904788106000005,674.1569999999998,220118_0098,test
0,4,0.198,48.034738579,Spectrogram 1,12.81956254,605.543352927,2696.629000000001,3775.281,annotations,0.8849008359999999,48.919639415,1078.652,220118_0098,test
0,5,0.13,49.117659183,Spectrogram 1,12.81956254,605.543352927,4449.438,5393.258000000002,annotations,428.6754870200001,477.7931462030001,943.82,220118_0098,test
0,6,0.1238,477.923096676,Spectrogram 1,12.81956254,605.543352927,4179.775,4719.101,annotations,2.945061224000028,480.8681579,539.326,220118_0098,test
0,7,0.1114,480.991920255,Spectrogram 1,12.81956254,605.543352927,3235.955,4044.944,annotations,100.37811976099997,581.370040016,808.9889999999998,220118_0098,test
0,8,0.1671,581.481426136,Spectrogram 1,12.81956254,605.543352927,2831.461,3640.449,annotations,12.110499355000002,593.591925491,808.988,220118_0098,test
0,9,0.0866,593.759004669,Spectrogram 1,12.81956254,605.543352927,4179.775,4719.101,annotations,0.7487622470000588,594.507766916,539.326,220118_0098,test
0,10,0.1406,594.594400564,Spectrogram 1,12.81956254,605.543352927,2589.928,4230.215999999999,annotations,10.80831322000006,605.4027137840001,1640.2879999999998,220118_0098,test
0,2,0.2132,14.381978491,Spectrogram 1,14.242272633,595.934373415,4179.775,4853.933,annotations,0.8235292689999998,15.20550776,674.158,220224_0102,test
0,3,0.2794,15.418743017,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3640.449,annotations,5.027579638999999,20.446322656,539.325,220224_0102,test
0,4,0.2059,20.725734372,Spectrogram 1,14.242272633,595.934373415,3775.281,4584.27,annotations,8.002800965999999,28.728535338,808.9889999999998,220224_0102,test
0,5,0.3639,28.934417655,Spectrogram 1,14.242272633,595.934373415,2503.597,3775.281,annotations,2.464472648000001,31.398890303,1271.684,220224_0102,test
0,6,0.3212,31.762819302,Spectrogram 1,14.242272633,595.934373415,2966.292,4057.554,annotations,3.7677748990000026,35.530594201,1091.262,220224_0102,test
0,7,0.2721,35.851786521,Spectrogram 1,14.242272633,595.934373415,4314.607,4853.933,annotations,1.8846896499999983,37.736476171,539.326,220224_0102,test
0,8,0.25,38.008534947,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4044.944,annotations,2.4558819260000035,40.464416873000005,943.82,220224_0102,test
0,9,0.2279,40.71441683,Spectrogram 1,14.242272633,595.934373415,4449.438,5258.427,annotations,4.5717653290000015,45.286182159,808.9889999999998,220224_0102,test
0,10,0.375,45.514123296,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3910.112,annotations,1.0367645259999991,46.550887822,808.988,220224_0102,test
0,11,0.1985,46.925887757,Spectrogram 1,14.242272633,595.934373415,4179.775,4853.933,annotations,10.220491803000002,57.14637956,674.158,220224_0102,test
0,12,0.3015,57.344908937,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4044.944,annotations,1.5073526799999968,58.852261617,943.82,220224_0102,test
0,13,0.1471,59.153732153,Spectrogram 1,14.242272633,595.934373415,4314.607,5123.596,annotations,4.694807466999997,63.84853962,808.9889999999998,220224_0102,test
0,14,0.1544,63.995598418,Spectrogram 1,14.242272633,595.934373415,3370.7870000000007,4314.607,annotations,0.3823528749999952,64.377951293,943.82,220224_0102,test
0,15,0.1765,64.532363031,Spectrogram 1,14.242272633,595.934373415,2966.292,4179.775,annotations,5.760588501000002,70.292951532,1213.483,220224_0102,test
0,16,0.2279,70.46942208899999,Spectrogram 1,14.242272633,595.934373415,3910.112,5123.596,annotations,0.7205881110000121,71.1900102,1213.484,220224_0102,test
0,17,0.2353,71.417951337,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3910.112,annotations,4.637647124999988,76.05559846199999,808.988,220224_0102,test
0,18,0.2721,76.290892539,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3775.281,annotations,5.730882338000001,82.021774877,1078.652,220224_0102,test
0,19,0.2206,82.293833654,Spectrogram 1,14.242272633,595.934373415,3910.112,5662.920999999999,annotations,9.359190018000008,91.653023672,1752.809,220224_0102,test
0,20,0.3859,91.873611869,Spectrogram 1,14.242272633,595.934373415,3235.955,4179.775,annotations,3.224356498999996,95.097968368,943.82,220224_0102,test
0,21,0.2206,95.48390536,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4179.775,annotations,6.4288678400000085,101.9127732,1078.651,220224_0102,test
0,22,0.1618,102.133361397,Spectrogram 1,14.242272633,595.934373415,3640.449,4719.101,annotations,0.4705881539999978,102.603949551,1078.652,220224_0102,test
0,23,0.2353,102.765714228,Spectrogram 1,14.242272633,595.934373415,7280.899,7820.225,annotations,5.993235518000006,108.758949746,539.326,220224_0102,test
0,24,0.3088,108.994243823,Spectrogram 1,14.242272633,595.934373415,6876.404,7955.056,annotations,4.206176372000016,113.200420195,1078.652,220224_0102,test
0,25,0.25,113.509243671,Spectrogram 1,14.242272633,595.934373415,4314.607,5797.7530000000015,annotations,7.108403280999994,120.617646952,1483.146,220224_0102,test
0,26,0.3114,120.867646908,Spectrogram 1,14.242272633,595.934373415,2831.461,4179.775,annotations,0.7547895440000048,121.622436452,1348.314,220224_0102,test
0,27,0.3138,121.933823194,Spectrogram 1,14.242272633,595.934373415,2935.252,4230.215999999999,annotations,6.8523938580000125,128.786217052,1294.964,220224_0102,test
0,28,0.3309,129.100056432,Spectrogram 1,14.242272633,595.934373415,1483.146,2292.135,annotations,0.3185134510000012,129.418569883,808.9889999999998,220224_0102,test
0,29,0.1691,129.74945217799998,Spectrogram 1,14.242272633,595.934373415,4314.607,5662.920999999999,annotations,4.6323521370000265,134.381804315,1348.314,220224_0102,test
0,30,0.2868,134.55092193299998,Spectrogram 1,14.242272633,595.934373415,7146.066999999999,7955.056,annotations,3.203500135000013,137.754422068,808.9889999999998,220224_0102,test
0,31,0.1838,138.041186724,Spectrogram 1,14.242272633,595.934373415,4314.607,5123.596,annotations,0.7941175089999888,138.835304233,808.9889999999998,220224_0102,test
0,32,0.2426,139.019127731,Spectrogram 1,14.242272633,595.934373415,7146.066999999999,7955.056,annotations,4.3397645489999945,143.35889228,808.9889999999998,220224_0102,test
0,33,0.3015,143.60153929700002,Spectrogram 1,14.242272633,595.934373415,4057.554,5662.920999999999,annotations,3.7647052289999854,147.366244526,1605.3670000000004,220224_0102,test
0,34,0.2794,147.667715061,Spectrogram 1,14.242272633,595.934373415,3370.7870000000007,4449.438,annotations,0.5882351919999849,148.25595025299998,1078.651,220224_0102,test
0,35,0.2059,148.53536197,Spectrogram 1,14.242272633,595.934373415,4179.775,4988.764,annotations,5.761373135000013,154.296735105,808.9889999999998,220224_0102,test
0,36,0.3456,154.502617422,Spectrogram 1,14.242272633,595.934373415,2561.798,3971.223,annotations,3.176470036999973,157.679087459,1409.425,220224_0102,test
0,37,0.1985,158.024675634,Spectrogram 1,14.242272633,595.934373415,3910.112,4988.764,annotations,5.1307444530000055,163.155420087,1078.652,220224_0102,test
0,38,0.1985,163.353949464,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3640.449,annotations,8.811721137999996,172.165670602,943.82,220224_0102,test
0,39,0.2059,172.36419998,Spectrogram 1,14.242272633,595.934373415,4449.438,4988.764,annotations,0.1470587979999891,172.51125877799996,539.326,220224_0102,test
0,40,0.2279,172.717141095,Spectrogram 1,14.242272633,595.934373415,2966.292,3775.281,annotations,4.102940464000028,176.82008155900002,808.9889999999998,220224_0102,test
0,41,0.2353,177.04802269599998,Spectrogram 1,14.242272633,595.934373415,3910.112,5093.525,annotations,0.590882860000022,177.638905556,1183.413,220224_0102,test
0,42,0.2132,177.874199632,Spectrogram 1,14.242272633,595.934373415,2561.798,3235.955,annotations,4.709634152000007,182.583833784,674.1569999999998,220224_0102,test
0,43,0.2279,182.797069041,Spectrogram 1,14.242272633,595.934373415,2831.461,3910.112,annotations,7.545922176000032,190.342991217,1078.651,220224_0102,test
0,44,0.1691,190.570932354,Spectrogram 1,14.242272633,595.934373415,4314.607,5393.258000000002,annotations,1.1048090409999816,191.675741395,1078.651,220224_0102,test
0,45,0.3824,191.844859013,Spectrogram 1,14.242272633,595.934373415,2561.798,4179.775,annotations,4.69960261,196.544461623,1617.977,220224_0102,test
0,46,0.2426,196.926814498,Spectrogram 1,14.242272633,595.934373415,2330.935,3971.223,annotations,13.465116134999988,210.391930633,1640.2879999999998,220224_0102,test
0,47,0.25,210.63457765,Spectrogram 1,14.242272633,595.934373415,4314.607,5528.09,annotations,0.6029410719999929,211.237518722,1213.483,220224_0102,test
0,48,0.2279,211.487518679,Spectrogram 1,14.242272633,595.934373415,2831.461,4179.775,annotations,3.632352310000016,215.119870989,1348.314,220224_0102,test
0,49,0.2324,215.347812126,Spectrogram 1,14.242272633,595.934373415,4044.944,5258.427,annotations,1.950312700000012,217.298124826,1213.483,220224_0102,test
0,50,0.2206,217.530480872,Spectrogram 1,14.242272633,595.934373415,4044.944,4988.764,annotations,4.274996113000015,221.805476985,943.82,220224_0102,test
0,51,0.2132,222.026065182,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3640.449,annotations,0.919117488000012,222.94518267,539.325,220224_0102,test
0,52,0.2574,223.158417927,Spectrogram 1,14.242272633,595.934373415,2966.292,4044.944,annotations,3.935386864999998,227.093804792,1078.652,220224_0102,test
0,53,0.2756,227.351157689,Spectrogram 1,14.242272633,595.934373415,3910.112,5258.427,annotations,5.1704250689999744,232.521582758,1348.315,220224_0102,test
0,54,0.3897,232.797179476,Spectrogram 1,14.242272633,595.934373415,2762.59,3798.561,annotations,1.872801168000024,234.669980644,1035.971,220224_0102,test
0,55,0.1838,235.059686458,Spectrogram 1,14.242272633,595.934373415,3775.281,5258.427,annotations,3.043910624999995,238.103597083,1483.146,220224_0102,test
0,56,0.2263,238.287420581,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3798.561,annotations,5.152001508000011,243.439422089,1101.932,220224_0102,test
0,57,0.1691,243.665742084,Spectrogram 1,14.242272633,595.934373415,3910.112,5258.427,annotations,3.4501499550000005,247.115892039,1348.315,220224_0102,test
0,58,0.1912,247.285009657,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3775.281,annotations,5.0997369829999855,252.38474664,674.1569999999998,220224_0102,test
0,59,0.125,252.575923078,Spectrogram 1,14.242272633,595.934373415,2561.798,3640.449,annotations,6.829631415000023,259.405554493,1078.651,220224_0102,test
0,60,0.2475,259.530554472,Spectrogram 1,14.242272633,595.934373415,3775.281,5179.856,annotations,0.7819566200000168,260.312511092,1404.575,220224_0102,test
0,61,0.1765,260.559966058,Spectrogram 1,14.242272633,595.934373415,3910.112,4988.764,annotations,6.4348027429999775,266.994768801,1078.652,220224_0102,test
0,62,0.2426,267.171239359,Spectrogram 1,14.242272633,595.934373415,2292.135,3798.561,annotations,2.8161759819999475,269.987415341,1506.4260000000004,220224_0102,test
0,63,0.1912,270.230062357,Spectrogram 1,14.242272633,595.934373415,8494.382,9438.202,annotations,0.7241103100000146,270.954172667,943.82,220224_0102,test
0,64,0.1838,271.145349104,Spectrogram 1,14.242272633,595.934373415,2831.461,4044.944,annotations,4.955881492000003,276.101230596,1213.483,220224_0102,test
0,65,0.2351,276.28505409400003,Spectrogram 1,14.242272633,595.934373415,2831.461,3910.112,annotations,5.000178153999968,281.285232248,1078.651,220224_0102,test
0,66,0.2228,281.520380722,Spectrogram 1,14.242272633,595.934373415,3910.112,5123.596,annotations,0.4455444769999985,281.965925199,1213.484,220224_0102,test
0,67,0.1609,282.188697438,Spectrogram 1,14.242272633,595.934373415,2966.292,3910.112,annotations,5.32973455399997,287.518431992,943.82,220224_0102,test
0,68,0.1547,287.679323053,Spectrogram 1,14.242272633,595.934373415,4179.775,5258.427,annotations,0.7456437069999993,288.42496676,1078.652,220224_0102,test
0,69,0.2814,288.579669703,Spectrogram 1,14.242272633,595.934373415,2330.935,3884.892,annotations,10.776149539000016,299.355819242,1553.957,220224_0102,test
0,70,0.2537,299.637262006,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3640.449,annotations,6.697857774000057,306.33511978,943.82,220224_0102,test
0,71,0.1733,306.58883260700003,Spectrogram 1,14.242272633,595.934373415,2966.292,4044.944,annotations,4.7904557299999615,311.379288337,1078.652,220224_0102,test
0,72,0.1671,311.55255563400004,Spectrogram 1,14.242272633,595.934373415,3910.112,4988.764,annotations,0.8044553059999657,312.35701094,1078.652,220224_0102,test
0,73,0.2166,312.524090119,Spectrogram 1,14.242272633,595.934373415,3235.955,4314.607,annotations,3.4711988600000154,315.995288979,1078.652,220224_0102,test
0,74,0.2785,316.2118731,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,3910.112,annotations,8.884117525000024,325.095990625,808.988,220224_0102,test
0,75,0.2289999999999999,325.374455924,Spectrogram 1,14.242272633,595.934373415,4179.775,5797.7530000000015,annotations,1.6150987289999534,326.989554653,1617.9779999999996,220224_0102,test
0,76,0.1052,327.21851500900004,Spectrogram 1,14.242272633,595.934373415,4044.944,5258.427,annotations,5.463069186999917,332.681584196,1213.483,220224_0102,test
0,77,0.3837,332.786782198,Spectrogram 1,14.242272633,595.934373415,2561.798,3971.223,annotations,0.4331682410000326,333.219950439,1409.425,220224_0102,test
0,78,0.1547,333.603613739,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3640.449,annotations,5.984208101999968,339.587821841,943.82,220224_0102,test
