Selection,View,Channel,Start_DateTime_ISO8601,End_DateTime_ISO8601,Low.Freq..Hz.,High.Freq..Hz.,Species,Detection_Comments,filename,begin_time,end_time,call_length,label
621,Spectrogram 1,1,2009-03-28T23:55:47-05:00,2009-03-28T23:55:50-05:00,93.7,187.3,RIWH,,NOPP6_EST_20090328_234500_CH10,647,650,3,1
622,Spectrogram 1,1,2009-03-28T23:56:17-05:00,2009-03-28T23:56:19-05:00,71.6,165.3,RIWH,,NOPP6_EST_20090328_234500_CH10,650,677,27,0
622,Spectrogram 1,1,2009-03-28T23:56:17-05:00,2009-03-28T23:56:19-05:00,71.6,165.3,RIWH,,NOPP6_EST_20090328_234500_CH10,677,679,2,1
623,Spectrogram 1,1,2009-03-28T23:57:03-05:00,2009-03-28T23:57:05-05:00,101.9,212.1,RIWH,,NOPP6_EST_20090328_234500_CH10,679,723,44,0
623,Spectrogram 1,1,2009-03-28T23:57:03-05:00,2009-03-28T23:57:05-05:00,101.9,212.1,RIWH,,NOPP6_EST_20090328_234500_CH10,723,725,2,1
624,Spectrogram 1,1,2009-03-28T23:57:27-05:00,2009-03-28T23:57:29-05:00,77.1,217.6,RIWH,,NOPP6_EST_20090328_234500_CH10,725,747,22,0
624,Spectrogram 1,1,2009-03-28T23:57:27-05:00,2009-03-28T23:57:29-05:00,77.1,217.6,RIWH,,NOPP6_EST_20090328_234500_CH10,747,749,2,1
625,Spectrogram 1,1,2009-03-28T23:57:31-05:00,2009-03-28T23:57:33-05:00,110.2,236.9,RIWH,,NOPP6_EST_20090328_234500_CH10,749,751,2,0
625,Spectrogram 1,1,2009-03-28T23:57:31-05:00,2009-03-28T23:57:33-05:00,110.2,236.9,RIWH,,NOPP6_EST_20090328_234500_CH10,751,753,2,1
626,Spectrogram 1,1,2009-03-28T23:58:19-05:00,2009-03-28T23:58:22-05:00,63.4,179.1,RIWH,,NOPP6_EST_20090328_234500_CH10,753,799,46,0
626,Spectrogram 1,1,2009-03-28T23:58:19-05:00,2009-03-28T23:58:22-05:00,63.4,179.1,RIWH,,NOPP6_EST_20090328_234500_CH10,799,802,3,1
670,Spectrogram 1,1,2009-03-28T23:58:32-05:00,2009-03-28T23:58:34-05:00,91.8,239.1,RIWH,,NOPP6_EST_20090328_234500_CH10,802,812,10,0
670,Spectrogram 1,1,2009-03-28T23:58:32-05:00,2009-03-28T23:58:34-05:00,91.8,239.1,RIWH,,NOPP6_EST_20090328_234500_CH10,812,814,2,1
1,Spectrogram 1,1,2009-03-29T00:49:11-05:00,2009-03-29T00:49:13-05:00,66.1,253.4,RIWH,?,NOPP6_EST_20090329_004500_CH10,251,253,2,1
1731,Spectrogram 1,1,2009-03-29T00:50:44-05:00,2009-03-29T00:50:46-05:00,85.158,245.742,RIWH,?,NOPP6_EST_20090329_004500_CH10,253,344,91,0
1731,Spectrogram 1,1,2009-03-29T00:50:44-05:00,2009-03-29T00:50:46-05:00,85.158,245.742,RIWH,?,NOPP6_EST_20090329_004500_CH10,344,346,2,1
2,Spectrogram 1,1,2009-03-29T00:51:34-05:00,2009-03-29T00:51:36-05:00,96.4,231.4,RIWH,?,NOPP6_EST_20090329_004500_CH10,346,394,48,0
2,Spectrogram 1,1,2009-03-29T00:51:34-05:00,2009-03-29T00:51:36-05:00,96.4,231.4,RIWH,?,NOPP6_EST_20090329_004500_CH10,394,396,2,1
1732,Spectrogram 1,1,2009-03-29T00:51:37-05:00,2009-03-29T00:51:39-05:00,63.26,233.577,RIWH,?,NOPP6_EST_20090329_004500_CH10,396,397,1,0
1732,Spectrogram 1,1,2009-03-29T00:51:37-05:00,2009-03-29T00:51:39-05:00,63.26,233.577,RIWH,?,NOPP6_EST_20090329_004500_CH10,397,399,2,1
3,Spectrogram 1,1,2009-03-29T00:51:41-05:00,2009-03-29T00:51:42-05:00,90.9,181.8,RIWH,?,NOPP6_EST_20090329_004500_CH10,399,401,2,0
3,Spectrogram 1,1,2009-03-29T00:51:41-05:00,2009-03-29T00:51:42-05:00,90.9,181.8,RIWH,?,NOPP6_EST_20090329_004500_CH10,401,402,1,1
4,Spectrogram 1,1,2009-03-29T00:52:03-05:00,2009-03-29T00:52:05-05:00,82.6,168.0,RIWH,?,NOPP6_EST_20090329_004500_CH10,402,423,21,0
4,Spectrogram 1,1,2009-03-29T00:52:03-05:00,2009-03-29T00:52:05-05:00,82.6,168.0,RIWH,?,NOPP6_EST_20090329_004500_CH10,423,425,2,1
1733,Spectrogram 1,1,2009-03-29T00:52:12-05:00,2009-03-29T00:52:14-05:00,68.127,182.482,RIWH,?,NOPP6_EST_20090329_004500_CH10,425,432,7,0
1733,Spectrogram 1,1,2009-03-29T00:52:12-05:00,2009-03-29T00:52:14-05:00,68.127,182.482,RIWH,?,NOPP6_EST_20090329_004500_CH10,432,434,2,1
1734,Spectrogram 1,1,2009-03-29T00:53:00-05:00,2009-03-29T00:53:02-05:00,80.292,216.545,RIWH,?,NOPP6_EST_20090329_004500_CH10,434,480,46,0
1734,Spectrogram 1,1,2009-03-29T00:53:00-05:00,2009-03-29T00:53:02-05:00,80.292,216.545,RIWH,?,NOPP6_EST_20090329_004500_CH10,480,482,2,1
5,Spectrogram 1,1,2009-03-29T00:53:38-05:00,2009-03-29T00:53:40-05:00,96.4,201.1,RIWH,?,NOPP6_EST_20090329_004500_CH10,482,518,36,0
5,Spectrogram 1,1,2009-03-29T00:53:38-05:00,2009-03-29T00:53:40-05:00,96.4,201.1,RIWH,?,NOPP6_EST_20090329_004500_CH10,518,520,2,1
2006,Spectrogram 1,1,2009-03-29T00:54:15-05:00,2009-03-29T00:54:16-05:00,45.283,218.868,RIWH,,NOPP6_EST_20090329_004500_CH10,520,555,35,0
2006,Spectrogram 1,1,2009-03-29T00:54:15-05:00,2009-03-29T00:54:16-05:00,45.283,218.868,RIWH,,NOPP6_EST_20090329_004500_CH10,555,556,1,1
1735,Spectrogram 1,1,2009-03-29T00:56:19-05:00,2009-03-29T00:56:21-05:00,85.158,238.443,RIWH,?,NOPP6_EST_20090329_004500_CH10,556,679,123,0
1735,Spectrogram 1,1,2009-03-29T00:56:19-05:00,2009-03-29T00:56:21-05:00,85.158,238.443,RIWH,?,NOPP6_EST_20090329_004500_CH10,679,681,2,1
2041,Spectrogram 1,1,2009-03-29T00:58:50-05:00,2009-03-29T00:58:51-05:00,45.283,256.604,RIWH,,NOPP6_EST_20090329_004500_CH10,681,830,149,0
2041,Spectrogram 1,1,2009-03-29T00:58:50-05:00,2009-03-29T00:58:51-05:00,45.283,256.604,RIWH,,NOPP6_EST_20090329_004500_CH10,830,832,2,1
2063,Spectrogram 1,1,2009-03-29T01:02:48-05:00,2009-03-29T01:02:49-05:00,90.566,267.925,RIWH,,NOPP6_EST_20090329_010000_CH10,168,169,1,1
2072,Spectrogram 1,1,2009-03-29T01:04:27-05:00,2009-03-29T01:04:28-05:00,71.698,207.547,RIWH,,NOPP6_EST_20090329_010000_CH10,169,267,98,0
2072,Spectrogram 1,1,2009-03-29T01:04:27-05:00,2009-03-29T01:04:28-05:00,71.698,207.547,RIWH,,NOPP6_EST_20090329_010000_CH10,267,268,1,1
1736,Spectrogram 1,1,2009-03-29T01:07:07-05:00,2009-03-29T01:07:09-05:00,55.961,136.253,RIWH,?,NOPP6_EST_20090329_010000_CH10,268,427,159,0
1736,Spectrogram 1,1,2009-03-29T01:07:07-05:00,2009-03-29T01:07:09-05:00,55.961,136.253,RIWH,?,NOPP6_EST_20090329_010000_CH10,427,429,2,1
1737,Spectrogram 1,1,2009-03-29T01:07:58-05:00,2009-03-29T01:08:01-05:00,63.26,170.316,RIWH,?,NOPP6_EST_20090329_010000_CH10,429,478,49,0
1737,Spectrogram 1,1,2009-03-29T01:07:58-05:00,2009-03-29T01:08:01-05:00,63.26,170.316,RIWH,?,NOPP6_EST_20090329_010000_CH10,478,481,3,1
6,Spectrogram 1,1,2009-03-29T01:08:33-05:00,2009-03-29T01:08:36-05:00,79.9,173.6,RIWH,,NOPP6_EST_20090329_010000_CH10,481,513,32,0
6,Spectrogram 1,1,2009-03-29T01:08:33-05:00,2009-03-29T01:08:36-05:00,79.9,173.6,RIWH,,NOPP6_EST_20090329_010000_CH10,513,516,3,1
7,Spectrogram 1,1,2009-03-29T01:09:13-05:00,2009-03-29T01:09:15-05:00,90.9,168.0,RIWH,,NOPP6_EST_20090329_010000_CH10,516,553,37,0
7,Spectrogram 1,1,2009-03-29T01:09:13-05:00,2009-03-29T01:09:15-05:00,90.9,168.0,RIWH,,NOPP6_EST_20090329_010000_CH10,553,555,2,1
8,Spectrogram 1,1,2009-03-29T01:09:49-05:00,2009-03-29T01:09:51-05:00,82.6,151.5,RIWH,?,NOPP6_EST_20090329_010000_CH10,555,589,34,0
8,Spectrogram 1,1,2009-03-29T01:09:49-05:00,2009-03-29T01:09:51-05:00,82.6,151.5,RIWH,?,NOPP6_EST_20090329_010000_CH10,589,591,2,1
1738,Spectrogram 1,1,2009-03-29T01:11:19-05:00,2009-03-29T01:11:21-05:00,82.725,243.309,RIWH,,NOPP6_EST_20090329_010000_CH10,591,679,88,0
1738,Spectrogram 1,1,2009-03-29T01:11:19-05:00,2009-03-29T01:11:21-05:00,82.725,243.309,RIWH,,NOPP6_EST_20090329_010000_CH10,679,681,2,1
1739,Spectrogram 1,1,2009-03-29T01:11:48-05:00,2009-03-29T01:11:50-05:00,72.993,163.017,RIWH,,NOPP6_EST_20090329_010000_CH10,681,708,27,0
1739,Spectrogram 1,1,2009-03-29T01:11:48-05:00,2009-03-29T01:11:50-05:00,72.993,163.017,RIWH,,NOPP6_EST_20090329_010000_CH10,708,710,2,1
1740,Spectrogram 1,1,2009-03-29T01:11:55-05:00,2009-03-29T01:11:58-05:00,70.56,194.647,RIWH,,NOPP6_EST_20090329_010000_CH10,710,715,5,0
1740,Spectrogram 1,1,2009-03-29T01:11:55-05:00,2009-03-29T01:11:58-05:00,70.56,194.647,RIWH,,NOPP6_EST_20090329_010000_CH10,715,718,3,1
1741,Spectrogram 1,1,2009-03-29T01:13:11-05:00,2009-03-29T01:13:13-05:00,72.993,175.182,RIWH,,NOPP6_EST_20090329_010000_CH10,718,791,73,0
1741,Spectrogram 1,1,2009-03-29T01:13:11-05:00,2009-03-29T01:13:13-05:00,72.993,175.182,RIWH,,NOPP6_EST_20090329_010000_CH10,791,793,2,1
1742,Spectrogram 1,1,2009-03-29T01:13:14-05:00,2009-03-29T01:13:16-05:00,63.26,177.616,RIWH,,NOPP6_EST_20090329_010000_CH10,793,794,1,0
1742,Spectrogram 1,1,2009-03-29T01:13:14-05:00,2009-03-29T01:13:16-05:00,63.26,177.616,RIWH,,NOPP6_EST_20090329_010000_CH10,794,796,2,1
1743,Spectrogram 1,1,2009-03-29T01:13:32-05:00,2009-03-29T01:13:34-05:00,70.56,218.978,RIWH,,NOPP6_EST_20090329_010000_CH10,796,812,16,0
1743,Spectrogram 1,1,2009-03-29T01:13:32-05:00,2009-03-29T01:13:34-05:00,70.56,218.978,RIWH,,NOPP6_EST_20090329_010000_CH10,812,814,2,1
9,Spectrogram 1,1,2009-03-29T01:22:32-05:00,2009-03-29T01:22:34-05:00,93.7,176.3,RIWH,,NOPP6_EST_20090329_011500_CH10,452,454,2,1
10,Spectrogram 1,1,2009-03-29T01:22:36-05:00,2009-03-29T01:22:38-05:00,88.2,179.1,RIWH,,NOPP6_EST_20090329_011500_CH10,454,456,2,0
10,Spectrogram 1,1,2009-03-29T01:22:36-05:00,2009-03-29T01:22:38-05:00,88.2,179.1,RIWH,,NOPP6_EST_20090329_011500_CH10,456,458,2,1
11,Spectrogram 1,1,2009-03-29T01:36:44-05:00,2009-03-29T01:36:47-05:00,44.1,198.3,RIWH,?,NOPP6_EST_20090329_013000_CH10,404,407,3,1
12,Spectrogram 1,1,2009-03-29T01:43:20-05:00,2009-03-29T01:43:21-05:00,115.7,209.4,RIWH,?,NOPP6_EST_20090329_013000_CH10,407,800,393,0
12,Spectrogram 1,1,2009-03-29T01:43:20-05:00,2009-03-29T01:43:21-05:00,115.7,209.4,RIWH,?,NOPP6_EST_20090329_013000_CH10,800,801,1,1
13,Spectrogram 1,1,2009-03-29T01:44:09-05:00,2009-03-29T01:44:11-05:00,112.9,217.6,RIWH,?,NOPP6_EST_20090329_013000_CH10,801,849,48,0
13,Spectrogram 1,1,2009-03-29T01:44:09-05:00,2009-03-29T01:44:11-05:00,112.9,217.6,RIWH,?,NOPP6_EST_20090329_013000_CH10,849,851,2,1
1744,Spectrogram 1,1,2009-03-29T01:44:32-05:00,2009-03-29T01:44:34-05:00,68.127,145.985,RIWH,?,NOPP6_EST_20090329_013000_CH10,851,872,21,0
1744,Spectrogram 1,1,2009-03-29T01:44:32-05:00,2009-03-29T01:44:34-05:00,68.127,145.985,RIWH,?,NOPP6_EST_20090329_013000_CH10,872,874,2,1
14,Spectrogram 1,1,2009-03-29T01:46:01-05:00,2009-03-29T01:46:03-05:00,79.9,173.6,RIWH,,NOPP6_EST_20090329_014500_CH10,61,63,2,1
15,Spectrogram 1,1,2009-03-29T01:47:01-05:00,2009-03-29T01:47:04-05:00,88.2,231.4,RIWH,,NOPP6_EST_20090329_014500_CH10,63,121,58,0
15,Spectrogram 1,1,2009-03-29T01:47:01-05:00,2009-03-29T01:47:04-05:00,88.2,231.4,RIWH,,NOPP6_EST_20090329_014500_CH10,121,124,3,1
16,Spectrogram 1,1,2009-03-29T01:47:53-05:00,2009-03-29T01:47:56-05:00,79.9,250.7,RIWH,,NOPP6_EST_20090329_014500_CH10,124,173,49,0
16,Spectrogram 1,1,2009-03-29T01:47:53-05:00,2009-03-29T01:47:56-05:00,79.9,250.7,RIWH,,NOPP6_EST_20090329_014500_CH10,173,176,3,1
17,Spectrogram 1,1,2009-03-29T01:48:38-05:00,2009-03-29T01:48:40-05:00,82.6,264.5,RIWH,,NOPP6_EST_20090329_014500_CH10,176,218,42,0
17,Spectrogram 1,1,2009-03-29T01:48:38-05:00,2009-03-29T01:48:40-05:00,82.6,264.5,RIWH,,NOPP6_EST_20090329_014500_CH10,218,220,2,1
18,Spectrogram 1,1,2009-03-29T01:51:30-05:00,2009-03-29T01:51:32-05:00,79.9,154.3,RIWH,?,NOPP6_EST_20090329_014500_CH10,220,390,170,0
18,Spectrogram 1,1,2009-03-29T01:51:30-05:00,2009-03-29T01:51:32-05:00,79.9,154.3,RIWH,?,NOPP6_EST_20090329_014500_CH10,390,392,2,1
19,Spectrogram 1,1,2009-03-29T01:51:35-05:00,2009-03-29T01:51:36-05:00,82.6,157.0,RIWH,,NOPP6_EST_20090329_014500_CH10,392,395,3,0
19,Spectrogram 1,1,2009-03-29T01:51:35-05:00,2009-03-29T01:51:36-05:00,82.6,157.0,RIWH,,NOPP6_EST_20090329_014500_CH10,395,396,1,1
20,Spectrogram 1,1,2009-03-29T01:52:49-05:00,2009-03-29T01:52:51-05:00,107.4,247.9,RIWH,,NOPP6_EST_20090329_014500_CH10,396,469,73,0
20,Spectrogram 1,1,2009-03-29T01:52:49-05:00,2009-03-29T01:52:51-05:00,107.4,247.9,RIWH,,NOPP6_EST_20090329_014500_CH10,469,471,2,1
21,Spectrogram 1,1,2009-03-29T01:53:17-05:00,2009-03-29T01:53:19-05:00,68.9,198.3,RIWH,,NOPP6_EST_20090329_014500_CH10,471,497,26,0
21,Spectrogram 1,1,2009-03-29T01:53:17-05:00,2009-03-29T01:53:19-05:00,68.9,198.3,RIWH,,NOPP6_EST_20090329_014500_CH10,497,499,2,1
22,Spectrogram 1,1,2009-03-29T01:54:02-05:00,2009-03-29T01:54:05-05:00,90.9,176.3,RIWH,,NOPP6_EST_20090329_014500_CH10,499,542,43,0
22,Spectrogram 1,1,2009-03-29T01:54:02-05:00,2009-03-29T01:54:05-05:00,90.9,176.3,RIWH,,NOPP6_EST_20090329_014500_CH10,542,545,3,1
23,Spectrogram 1,1,2009-03-29T01:54:07-05:00,2009-03-29T01:54:10-05:00,85.4,270.0,RIWH,,NOPP6_EST_20090329_014500_CH10,545,547,2,0
23,Spectrogram 1,1,2009-03-29T01:54:07-05:00,2009-03-29T01:54:10-05:00,85.4,270.0,RIWH,,NOPP6_EST_20090329_014500_CH10,547,550,3,1
24,Spectrogram 1,1,2009-03-29T01:54:11-05:00,2009-03-29T01:54:13-05:00,99.2,206.6,RIWH,,NOPP6_EST_20090329_014500_CH10,550,551,1,0
24,Spectrogram 1,1,2009-03-29T01:54:11-05:00,2009-03-29T01:54:13-05:00,99.2,206.6,RIWH,,NOPP6_EST_20090329_014500_CH10,551,553,2,1
25,Spectrogram 1,1,2009-03-29T01:54:22-05:00,2009-03-29T01:54:24-05:00,79.9,203.9,RIWH,,NOPP6_EST_20090329_014500_CH10,553,562,9,0
25,Spectrogram 1,1,2009-03-29T01:54:22-05:00,2009-03-29T01:54:24-05:00,79.9,203.9,RIWH,,NOPP6_EST_20090329_014500_CH10,562,564,2,1
26,Spectrogram 1,1,2009-03-29T01:55:09-05:00,2009-03-29T01:55:11-05:00,79.9,245.2,RIWH,,NOPP6_EST_20090329_014500_CH10,564,609,45,0
26,Spectrogram 1,1,2009-03-29T01:55:09-05:00,2009-03-29T01:55:11-05:00,79.9,245.2,RIWH,,NOPP6_EST_20090329_014500_CH10,609,611,2,1
27,Spectrogram 1,1,2009-03-29T01:55:25-05:00,2009-03-29T01:55:27-05:00,82.6,179.1,RIWH,,NOPP6_EST_20090329_014500_CH10,611,625,14,0
27,Spectrogram 1,1,2009-03-29T01:55:25-05:00,2009-03-29T01:55:27-05:00,82.6,179.1,RIWH,,NOPP6_EST_20090329_014500_CH10,625,627,2,1
28,Spectrogram 1,1,2009-03-29T01:55:50-05:00,2009-03-29T01:55:52-05:00,101.9,201.1,RIWH,?,NOPP6_EST_20090329_014500_CH10,627,650,23,0
28,Spectrogram 1,1,2009-03-29T01:55:50-05:00,2009-03-29T01:55:52-05:00,101.9,201.1,RIWH,?,NOPP6_EST_20090329_014500_CH10,650,652,2,1
29,Spectrogram 1,1,2009-03-29T01:56:03-05:00,2009-03-29T01:56:04-05:00,85.4,162.5,RIWH,,NOPP6_EST_20090329_014500_CH10,652,663,11,0
29,Spectrogram 1,1,2009-03-29T01:56:03-05:00,2009-03-29T01:56:04-05:00,85.4,162.5,RIWH,,NOPP6_EST_20090329_014500_CH10,663,664,1,1
30,Spectrogram 1,1,2009-03-29T01:56:16-05:00,2009-03-29T01:56:17-05:00,79.9,135.0,RIWH,?,NOPP6_EST_20090329_014500_CH10,664,676,12,0
30,Spectrogram 1,1,2009-03-29T01:56:16-05:00,2009-03-29T01:56:17-05:00,79.9,135.0,RIWH,?,NOPP6_EST_20090329_014500_CH10,676,677,1,1
31,Spectrogram 1,1,2009-03-29T01:56:43-05:00,2009-03-29T01:56:45-05:00,77.1,206.6,RIWH,,NOPP6_EST_20090329_014500_CH10,677,703,26,0
31,Spectrogram 1,1,2009-03-29T01:56:43-05:00,2009-03-29T01:56:45-05:00,77.1,206.6,RIWH,,NOPP6_EST_20090329_014500_CH10,703,705,2,1
32,Spectrogram 1,1,2009-03-29T01:56:53-05:00,2009-03-29T01:56:55-05:00,74.4,165.3,RIWH,,NOPP6_EST_20090329_014500_CH10,705,713,8,0
32,Spectrogram 1,1,2009-03-29T01:56:53-05:00,2009-03-29T01:56:55-05:00,74.4,165.3,RIWH,,NOPP6_EST_20090329_014500_CH10,713,715,2,1
33,Spectrogram 1,1,2009-03-29T01:56:58-05:00,2009-03-29T01:57:00-05:00,85.4,214.9,RIWH,,NOPP6_EST_20090329_014500_CH10,715,718,3,0
33,Spectrogram 1,1,2009-03-29T01:56:58-05:00,2009-03-29T01:57:00-05:00,85.4,214.9,RIWH,,NOPP6_EST_20090329_014500_CH10,718,720,2,1
34,Spectrogram 1,1,2009-03-29T01:58:14-05:00,2009-03-29T01:58:17-05:00,77.1,212.1,RIWH,,NOPP6_EST_20090329_014500_CH10,720,794,74,0
34,Spectrogram 1,1,2009-03-29T01:58:14-05:00,2009-03-29T01:58:17-05:00,77.1,212.1,RIWH,,NOPP6_EST_20090329_014500_CH10,794,797,3,1
35,Spectrogram 1,1,2009-03-29T01:58:50-05:00,2009-03-29T01:58:52-05:00,74.4,159.8,RIWH,,NOPP6_EST_20090329_014500_CH10,797,830,33,0
35,Spectrogram 1,1,2009-03-29T01:58:50-05:00,2009-03-29T01:58:52-05:00,74.4,159.8,RIWH,,NOPP6_EST_20090329_014500_CH10,830,832,2,1
36,Spectrogram 1,1,2009-03-29T01:58:58-05:00,2009-03-29T01:59:00-05:00,107.4,228.7,RIWH,,NOPP6_EST_20090329_014500_CH10,832,838,6,0
36,Spectrogram 1,1,2009-03-29T01:58:58-05:00,2009-03-29T01:59:00-05:00,107.4,228.7,RIWH,,NOPP6_EST_20090329_014500_CH10,838,840,2,1
1745,Spectrogram 1,1,2009-03-29T01:59:02-05:00,2009-03-29T01:59:04-05:00,99.757,228.71,RIWH,?,NOPP6_EST_20090329_014500_CH10,840,842,2,0
1745,Spectrogram 1,1,2009-03-29T01:59:02-05:00,2009-03-29T01:59:04-05:00,99.757,228.71,RIWH,?,NOPP6_EST_20090329_014500_CH10,842,844,2,1
37,Spectrogram 1,1,2009-03-29T01:59:07-05:00,2009-03-29T01:59:08-05:00,77.1,154.3,RIWH,,NOPP6_EST_20090329_014500_CH10,844,847,3,0
37,Spectrogram 1,1,2009-03-29T01:59:07-05:00,2009-03-29T01:59:08-05:00,77.1,154.3,RIWH,,NOPP6_EST_20090329_014500_CH10,847,848,1,1
38,Spectrogram 1,1,2009-03-29T01:59:14-05:00,2009-03-29T01:59:16-05:00,112.9,220.4,RIWH,,NOPP6_EST_20090329_014500_CH10,848,854,6,0
38,Spectrogram 1,1,2009-03-29T01:59:14-05:00,2009-03-29T01:59:16-05:00,112.9,220.4,RIWH,,NOPP6_EST_20090329_014500_CH10,854,856,2,1
39,Spectrogram 1,1,2009-03-29T02:00:00-05:00,2009-03-29T02:00:01-05:00,101.9,190.1,RIWH,,NOPP6_EST_20090329_020000_CH10,0,3,3,1
41,Spectrogram 1,1,2009-03-29T02:00:20-05:00,2009-03-29T02:00:22-05:00,66.1,151.5,RIWH,,NOPP6_EST_20090329_020000_CH10,3,20,17,0
41,Spectrogram 1,1,2009-03-29T02:00:20-05:00,2009-03-29T02:00:22-05:00,66.1,151.5,RIWH,,NOPP6_EST_20090329_020000_CH10,20,22,2,1
42,Spectrogram 1,1,2009-03-29T02:00:55-05:00,2009-03-29T02:00:57-05:00,82.6,173.6,RIWH,,NOPP6_EST_20090329_020000_CH10,22,55,33,0
42,Spectrogram 1,1,2009-03-29T02:00:55-05:00,2009-03-29T02:00:57-05:00,82.6,173.6,RIWH,,NOPP6_EST_20090329_020000_CH10,55,57,2,1
43,Spectrogram 1,1,2009-03-29T02:01:03-05:00,2009-03-29T02:01:06-05:00,82.6,157.0,RIWH,?,NOPP6_EST_20090329_020000_CH10,57,63,6,0
43,Spectrogram 1,1,2009-03-29T02:01:03-05:00,2009-03-29T02:01:06-05:00,82.6,157.0,RIWH,?,NOPP6_EST_20090329_020000_CH10,63,66,3,1
44,Spectrogram 1,1,2009-03-29T02:01:37-05:00,2009-03-29T02:01:38-05:00,77.1,300.3,RIWH,?,NOPP6_EST_20090329_020000_CH10,66,97,31,0
44,Spectrogram 1,1,2009-03-29T02:01:37-05:00,2009-03-29T02:01:38-05:00,77.1,300.3,RIWH,?,NOPP6_EST_20090329_020000_CH10,97,98,1,1
45,Spectrogram 1,1,2009-03-29T02:01:52-05:00,2009-03-29T02:01:54-05:00,77.1,154.3,RIWH,?,NOPP6_EST_20090329_020000_CH10,98,112,14,0
45,Spectrogram 1,1,2009-03-29T02:01:52-05:00,2009-03-29T02:01:54-05:00,77.1,154.3,RIWH,?,NOPP6_EST_20090329_020000_CH10,112,116,4,1
47,Spectrogram 1,1,2009-03-29T02:01:57-05:00,2009-03-29T02:01:59-05:00,74.4,151.5,RIWH,?,NOPP6_EST_20090329_020000_CH10,116,117,1,0
47,Spectrogram 1,1,2009-03-29T02:01:57-05:00,2009-03-29T02:01:59-05:00,74.4,151.5,RIWH,?,NOPP6_EST_20090329_020000_CH10,117,119,2,1
2434,Spectrogram 1,1,2009-03-29T02:02:12-05:00,2009-03-29T02:02:13-05:00,53.333,160.0,RIWH,,NOPP6_EST_20090329_020000_CH10,119,132,13,0
2434,Spectrogram 1,1,2009-03-29T02:02:12-05:00,2009-03-29T02:02:13-05:00,53.333,160.0,RIWH,,NOPP6_EST_20090329_020000_CH10,132,133,1,1
48,Spectrogram 1,1,2009-03-29T02:02:19-05:00,2009-03-29T02:02:21-05:00,107.4,245.2,RIWH,,NOPP6_EST_20090329_020000_CH10,133,139,6,0
48,Spectrogram 1,1,2009-03-29T02:02:19-05:00,2009-03-29T02:02:21-05:00,107.4,245.2,RIWH,,NOPP6_EST_20090329_020000_CH10,139,141,2,1
49,Spectrogram 1,1,2009-03-29T02:03:21-05:00,2009-03-29T02:03:23-05:00,85.4,225.9,RIWH,,NOPP6_EST_20090329_020000_CH10,141,201,60,0
49,Spectrogram 1,1,2009-03-29T02:03:21-05:00,2009-03-29T02:03:23-05:00,85.4,225.9,RIWH,,NOPP6_EST_20090329_020000_CH10,201,203,2,1
50,Spectrogram 1,1,2009-03-29T02:03:32-05:00,2009-03-29T02:03:34-05:00,74.4,214.9,RIWH,,NOPP6_EST_20090329_020000_CH10,203,212,9,0
50,Spectrogram 1,1,2009-03-29T02:03:32-05:00,2009-03-29T02:03:34-05:00,74.4,214.9,RIWH,,NOPP6_EST_20090329_020000_CH10,212,214,2,1
51,Spectrogram 1,1,2009-03-29T02:03:42-05:00,2009-03-29T02:03:45-05:00,93.7,267.2,RIWH,,NOPP6_EST_20090329_020000_CH10,214,222,8,0
51,Spectrogram 1,1,2009-03-29T02:03:42-05:00,2009-03-29T02:03:45-05:00,93.7,267.2,RIWH,,NOPP6_EST_20090329_020000_CH10,222,225,3,1
52,Spectrogram 1,1,2009-03-29T02:04:14-05:00,2009-03-29T02:04:16-05:00,104.7,203.9,RIWH,,NOPP6_EST_20090329_020000_CH10,225,254,29,0
52,Spectrogram 1,1,2009-03-29T02:04:14-05:00,2009-03-29T02:04:16-05:00,104.7,203.9,RIWH,,NOPP6_EST_20090329_020000_CH10,254,256,2,1
53,Spectrogram 1,1,2009-03-29T02:04:22-05:00,2009-03-29T02:04:23-05:00,85.4,176.3,RIWH,,NOPP6_EST_20090329_020000_CH10,256,262,6,0
53,Spectrogram 1,1,2009-03-29T02:04:22-05:00,2009-03-29T02:04:23-05:00,85.4,176.3,RIWH,,NOPP6_EST_20090329_020000_CH10,262,263,1,1
54,Spectrogram 1,1,2009-03-29T02:04:45-05:00,2009-03-29T02:04:47-05:00,82.6,157.0,RIWH,?,NOPP6_EST_20090329_020000_CH10,263,285,22,0
54,Spectrogram 1,1,2009-03-29T02:04:45-05:00,2009-03-29T02:04:47-05:00,82.6,157.0,RIWH,?,NOPP6_EST_20090329_020000_CH10,285,287,2,1
55,Spectrogram 1,1,2009-03-29T02:04:53-05:00,2009-03-29T02:04:55-05:00,77.1,231.4,RIWH,,NOPP6_EST_20090329_020000_CH10,287,293,6,0
55,Spectrogram 1,1,2009-03-29T02:04:53-05:00,2009-03-29T02:04:55-05:00,77.1,231.4,RIWH,,NOPP6_EST_20090329_020000_CH10,293,295,2,1
56,Spectrogram 1,1,2009-03-29T02:05:18-05:00,2009-03-29T02:05:20-05:00,85.4,225.9,RIWH,,NOPP6_EST_20090329_020000_CH10,295,318,23,0
56,Spectrogram 1,1,2009-03-29T02:05:18-05:00,2009-03-29T02:05:20-05:00,85.4,225.9,RIWH,,NOPP6_EST_20090329_020000_CH10,318,320,2,1
