,Selection,View,Channel,Start_DateTime_ISO8601,End_DateTime_ISO8601,Low.Freq..Hz.,High.Freq..Hz.,Species,Detection_Comments,filename,begin_time,end_time,call_length
904,215,Spectrogram 1,1,2009-03-29T05:57:07-05:00,2009-03-29T05:57:10-05:00,88.2,272.7,RIWH,,NOPP6_EST_20090329_054500_CH10,727,730,3
906,217,Spectrogram 1,1,2009-03-29T05:58:09-05:00,2009-03-29T05:58:11-05:00,107.4,176.3,RIWH,,NOPP6_EST_20090329_054500_CH10,789,791,2
907,218,Spectrogram 1,1,2009-03-29T05:58:31-05:00,2009-03-29T05:58:32-05:00,88.2,173.6,RIWH,,NOPP6_EST_20090329_054500_CH10,811,812,1
908,219,Spectrogram 1,1,2009-03-29T05:59:40-05:00,2009-03-29T05:59:42-05:00,82.6,148.8,RIWH,,NOPP6_EST_20090329_054500_CH10,880,882,2
914,225,Spectrogram 1,1,2009-03-29T06:35:18-05:00,2009-03-29T06:35:20-05:00,63.4,154.3,RIWH,,NOPP6_EST_20090329_063000_CH10,318,320,2
915,226,Spectrogram 1,1,2009-03-29T06:35:29-05:00,2009-03-29T06:35:31-05:00,77.1,209.4,RIWH,,NOPP6_EST_20090329_063000_CH10,329,331,2
916,227,Spectrogram 1,1,2009-03-29T06:36:03-05:00,2009-03-29T06:36:05-05:00,104.7,201.1,RIWH,,NOPP6_EST_20090329_063000_CH10,363,365,2
917,228,Spectrogram 1,1,2009-03-29T06:54:59-05:00,2009-03-29T06:55:00-05:00,110.2,212.1,RIWH,,NOPP6_EST_20090329_064500_CH10,599,600,1
918,229,Spectrogram 1,1,2009-03-29T06:55:01-05:00,2009-03-29T06:55:03-05:00,71.6,212.1,RIWH,,NOPP6_EST_20090329_064500_CH10,601,603,2
919,230,Spectrogram 1,1,2009-03-29T06:55:09-05:00,2009-03-29T06:55:11-05:00,74.4,250.7,RIWH,,NOPP6_EST_20090329_064500_CH10,609,611,2
924,235,Spectrogram 1,1,2009-03-29T07:27:13-05:00,2009-03-29T07:27:16-05:00,63.4,176.3,RIWH,,NOPP6_EST_20090329_071500_CH10,733,736,3
926,237,Spectrogram 1,1,2009-03-29T07:32:34-05:00,2009-03-29T07:32:36-05:00,79.9,203.9,RIWH,,NOPP6_EST_20090329_073000_CH10,154,156,2
2602,3477,Spectrogram 1,1,2009-03-29T07:32:39-05:00,2009-03-29T07:32:40-05:00,59.19,214.953,RIWH,,NOPP6_EST_20090329_073000_CH10,159,162,3
928,239,Spectrogram 1,1,2009-03-29T07:33:22-05:00,2009-03-29T07:33:24-05:00,82.6,195.6,RIWH,,NOPP6_EST_20090329_073000_CH10,202,204,2
929,240,Spectrogram 1,1,2009-03-29T07:34:02-05:00,2009-03-29T07:34:04-05:00,79.9,228.7,RIWH,,NOPP6_EST_20090329_073000_CH10,242,244,2
930,241,Spectrogram 1,1,2009-03-29T07:34:08-05:00,2009-03-29T07:34:10-05:00,68.9,187.3,RIWH,,NOPP6_EST_20090329_073000_CH10,248,250,2
932,243,Spectrogram 1,1,2009-03-29T08:10:09-05:00,2009-03-29T08:10:11-05:00,63.4,198.3,RIWH,,NOPP6_EST_20090329_080000_CH10,609,611,2
937,248,Spectrogram 1,1,2009-03-29T08:34:30-05:00,2009-03-29T08:34:32-05:00,104.7,170.8,RIWH,,NOPP6_EST_20090329_083000_CH10,270,272,2
938,249,Spectrogram 1,1,2009-03-29T08:35:01-05:00,2009-03-29T08:35:03-05:00,90.9,201.1,RIWH,,NOPP6_EST_20090329_083000_CH10,301,303,2
939,250,Spectrogram 1,1,2009-03-29T08:36:53-05:00,2009-03-29T08:36:55-05:00,55.1,209.4,RIWH,,NOPP6_EST_20090329_083000_CH10,413,415,2
940,251,Spectrogram 1,1,2009-03-29T08:37:19-05:00,2009-03-29T08:37:21-05:00,79.9,162.5,RIWH,,NOPP6_EST_20090329_083000_CH10,439,441,2
941,252,Spectrogram 1,1,2009-03-29T08:37:50-05:00,2009-03-29T08:37:52-05:00,63.4,190.1,RIWH,,NOPP6_EST_20090329_083000_CH10,470,472,2
942,253,Spectrogram 1,1,2009-03-29T08:38:52-05:00,2009-03-29T08:38:54-05:00,74.4,234.2,RIWH,,NOPP6_EST_20090329_083000_CH10,532,534,2
943,254,Spectrogram 1,1,2009-03-29T08:39:24-05:00,2009-03-29T08:39:26-05:00,68.9,195.6,RIWH,,NOPP6_EST_20090329_083000_CH10,564,566,2
944,255,Spectrogram 1,1,2009-03-29T08:40:00-05:00,2009-03-29T08:40:03-05:00,77.1,198.3,RIWH,,NOPP6_EST_20090329_083000_CH10,600,603,3
945,256,Spectrogram 1,1,2009-03-29T08:40:28-05:00,2009-03-29T08:40:31-05:00,68.9,236.9,RIWH,,NOPP6_EST_20090329_083000_CH10,628,631,3
946,257,Spectrogram 1,1,2009-03-29T08:41:44-05:00,2009-03-29T08:41:46-05:00,77.1,201.1,RIWH,,NOPP6_EST_20090329_083000_CH10,704,706,2
947,258,Spectrogram 1,1,2009-03-29T08:42:40-05:00,2009-03-29T08:42:43-05:00,79.9,181.8,RIWH,,NOPP6_EST_20090329_083000_CH10,760,763,3
948,259,Spectrogram 1,1,2009-03-29T08:51:24-05:00,2009-03-29T08:51:27-05:00,68.9,173.6,RIWH,,NOPP6_EST_20090329_084500_CH10,384,387,3
949,260,Spectrogram 1,1,2009-03-29T08:52:25-05:00,2009-03-29T08:52:28-05:00,57.9,190.1,RIWH,,NOPP6_EST_20090329_084500_CH10,445,448,3
950,261,Spectrogram 1,1,2009-03-29T08:53:33-05:00,2009-03-29T08:53:36-05:00,71.6,195.6,RIWH,,NOPP6_EST_20090329_084500_CH10,513,516,3
951,262,Spectrogram 1,1,2009-03-29T08:54:24-05:00,2009-03-29T08:54:26-05:00,77.1,206.6,RIWH,,NOPP6_EST_20090329_084500_CH10,564,566,2
952,263,Spectrogram 1,1,2009-03-29T08:55:26-05:00,2009-03-29T08:55:28-05:00,82.6,176.3,RIWH,,NOPP6_EST_20090329_084500_CH10,626,630,4
954,265,Spectrogram 1,1,2009-03-29T08:55:38-05:00,2009-03-29T08:55:40-05:00,101.9,203.9,RIWH,,NOPP6_EST_20090329_084500_CH10,638,640,2
955,266,Spectrogram 1,1,2009-03-29T08:57:01-05:00,2009-03-29T08:57:03-05:00,79.9,209.4,RIWH,,NOPP6_EST_20090329_084500_CH10,721,723,2
956,267,Spectrogram 1,1,2009-03-29T08:57:54-05:00,2009-03-29T08:57:56-05:00,110.2,223.1,RIWH,,NOPP6_EST_20090329_084500_CH10,774,776,2
957,268,Spectrogram 1,1,2009-03-29T08:58:01-05:00,2009-03-29T08:58:03-05:00,90.9,209.4,RIWH,,NOPP6_EST_20090329_084500_CH10,781,783,2
958,269,Spectrogram 1,1,2009-03-29T08:58:12-05:00,2009-03-29T08:58:14-05:00,77.1,217.6,RIWH,,NOPP6_EST_20090329_084500_CH10,792,794,2
959,270,Spectrogram 1,1,2009-03-29T08:59:51-05:00,2009-03-29T08:59:53-05:00,44.1,154.3,RIWH,,NOPP6_EST_20090329_084500_CH10,891,893,2
960,271,Spectrogram 1,1,2009-03-29T09:00:52-05:00,2009-03-29T09:00:55-05:00,57.9,198.3,RIWH,,NOPP6_EST_20090329_090000_CH10,52,55,3
961,272,Spectrogram 1,1,2009-03-29T09:01:55-05:00,2009-03-29T09:01:58-05:00,57.9,187.3,RIWH,,NOPP6_EST_20090329_090000_CH10,115,118,3
962,273,Spectrogram 1,1,2009-03-29T09:04:48-05:00,2009-03-29T09:04:50-05:00,79.9,225.9,RIWH,,NOPP6_EST_20090329_090000_CH10,288,290,2
963,274,Spectrogram 1,1,2009-03-29T09:04:53-05:00,2009-03-29T09:04:55-05:00,85.4,195.6,RIWH,,NOPP6_EST_20090329_090000_CH10,293,295,2
964,275,Spectrogram 1,1,2009-03-29T09:06:42-05:00,2009-03-29T09:06:44-05:00,143.3,206.6,RIWH,,NOPP6_EST_20090329_090000_CH10,402,404,2
965,276,Spectrogram 1,1,2009-03-29T09:07:15-05:00,2009-03-29T09:07:17-05:00,124.0,195.6,RIWH,,NOPP6_EST_20090329_090000_CH10,435,437,2
966,277,Spectrogram 1,1,2009-03-29T09:07:20-05:00,2009-03-29T09:07:22-05:00,135.0,195.6,RIWH,,NOPP6_EST_20090329_090000_CH10,440,442,2
967,278,Spectrogram 1,1,2009-03-29T09:08:13-05:00,2009-03-29T09:08:15-05:00,96.4,234.2,RIWH,,NOPP6_EST_20090329_090000_CH10,493,495,2
968,279,Spectrogram 1,1,2009-03-29T09:08:32-05:00,2009-03-29T09:08:35-05:00,79.9,157.0,RIWH,,NOPP6_EST_20090329_090000_CH10,512,515,3
969,280,Spectrogram 1,1,2009-03-29T09:09:10-05:00,2009-03-29T09:09:13-05:00,77.1,228.7,RIWH,,NOPP6_EST_20090329_090000_CH10,550,553,3
970,281,Spectrogram 1,1,2009-03-29T09:09:28-05:00,2009-03-29T09:09:30-05:00,99.2,245.2,RIWH,,NOPP6_EST_20090329_090000_CH10,568,570,2
973,284,Spectrogram 1,1,2009-03-29T09:12:06-05:00,2009-03-29T09:12:08-05:00,104.7,201.1,RIWH,,NOPP6_EST_20090329_090000_CH10,726,728,2
971,282,Spectrogram 1,1,2009-03-29T09:12:13-05:00,2009-03-29T09:12:15-05:00,107.4,206.6,RIWH,,NOPP6_EST_20090329_090000_CH10,733,735,2
972,283,Spectrogram 1,1,2009-03-29T09:12:20-05:00,2009-03-29T09:12:22-05:00,110.2,190.1,RIWH,,NOPP6_EST_20090329_090000_CH10,740,742,2
974,285,Spectrogram 1,1,2009-03-29T09:13:10-05:00,2009-03-29T09:13:11-05:00,107.4,173.6,RIWH,,NOPP6_EST_20090329_090000_CH10,790,791,1
975,286,Spectrogram 1,1,2009-03-29T09:14:16-05:00,2009-03-29T09:14:18-05:00,110.2,228.7,RIWH,,NOPP6_EST_20090329_090000_CH10,856,858,2
2458,1770,Spectrogram 1,1,2009-03-29T09:14:23-05:00,2009-03-29T09:14:25-05:00,97.324,192.214,RIWH,,NOPP6_EST_20090329_090000_CH10,863,865,2
976,287,Spectrogram 1,1,2009-03-29T09:14:56-05:00,2009-03-29T09:14:58-05:00,74.4,181.8,RIWH,,NOPP6_EST_20090329_090000_CH10,896,898,2
977,288,Spectrogram 1,1,2009-03-29T09:15:03-05:00,2009-03-29T09:15:06-05:00,82.6,170.8,RIWH,,NOPP6_EST_20090329_091500_CH10,3,6,3
978,289,Spectrogram 1,1,2009-03-29T09:15:32-05:00,2009-03-29T09:15:35-05:00,82.6,179.1,RIWH,,NOPP6_EST_20090329_091500_CH10,32,35,3
979,290,Spectrogram 1,1,2009-03-29T09:15:39-05:00,2009-03-29T09:15:43-05:00,77.1,181.8,RIWH,,NOPP6_EST_20090329_091500_CH10,39,43,4
980,291,Spectrogram 1,1,2009-03-29T09:16:11-05:00,2009-03-29T09:16:14-05:00,85.4,181.8,RIWH,,NOPP6_EST_20090329_091500_CH10,71,74,3
981,292,Spectrogram 1,1,2009-03-29T09:17:10-05:00,2009-03-29T09:17:12-05:00,82.6,190.1,RIWH,,NOPP6_EST_20090329_091500_CH10,130,132,2
982,293,Spectrogram 1,1,2009-03-29T09:17:33-05:00,2009-03-29T09:17:36-05:00,82.6,181.8,RIWH,,NOPP6_EST_20090329_091500_CH10,153,156,3
983,294,Spectrogram 1,1,2009-03-29T09:18:04-05:00,2009-03-29T09:18:06-05:00,77.1,201.1,RIWH,,NOPP6_EST_20090329_091500_CH10,184,186,2
984,295,Spectrogram 1,1,2009-03-29T09:18:50-05:00,2009-03-29T09:18:53-05:00,96.4,212.1,RIWH,,NOPP6_EST_20090329_091500_CH10,230,233,3
985,296,Spectrogram 1,1,2009-03-29T09:19:03-05:00,2009-03-29T09:19:06-05:00,99.2,209.4,RIWH,,NOPP6_EST_20090329_091500_CH10,243,246,3
986,297,Spectrogram 1,1,2009-03-29T09:19:22-05:00,2009-03-29T09:19:25-05:00,112.9,170.8,RIWH,,NOPP6_EST_20090329_091500_CH10,262,265,3
987,298,Spectrogram 1,1,2009-03-29T09:19:56-05:00,2009-03-29T09:19:58-05:00,82.6,173.6,RIWH,,NOPP6_EST_20090329_091500_CH10,296,298,2
989,300,Spectrogram 1,1,2009-03-29T09:22:07-05:00,2009-03-29T09:22:09-05:00,110.2,212.1,RIWH,,NOPP6_EST_20090329_091500_CH10,427,429,2
990,301,Spectrogram 1,1,2009-03-29T09:22:19-05:00,2009-03-29T09:22:22-05:00,88.2,256.2,RIWH,,NOPP6_EST_20090329_091500_CH10,439,442,3
991,302,Spectrogram 1,1,2009-03-29T09:22:26-05:00,2009-03-29T09:22:28-05:00,74.4,220.4,RIWH,,NOPP6_EST_20090329_091500_CH10,446,448,2
992,303,Spectrogram 1,1,2009-03-29T09:22:39-05:00,2009-03-29T09:22:42-05:00,77.1,203.9,RIWH,,NOPP6_EST_20090329_091500_CH10,459,462,3
993,304,Spectrogram 1,1,2009-03-29T09:22:57-05:00,2009-03-29T09:23:00-05:00,60.6,247.9,RIWH,,NOPP6_EST_20090329_091500_CH10,477,480,3
995,306,Spectrogram 1,1,2009-03-29T09:23:26-05:00,2009-03-29T09:23:29-05:00,77.1,181.8,RIWH,,NOPP6_EST_20090329_091500_CH10,506,509,3
997,308,Spectrogram 1,1,2009-03-29T09:24:13-05:00,2009-03-29T09:24:15-05:00,68.9,162.5,RIWH,,NOPP6_EST_20090329_091500_CH10,553,555,2
998,309,Spectrogram 1,1,2009-03-29T09:24:26-05:00,2009-03-29T09:24:28-05:00,104.7,201.1,RIWH,,NOPP6_EST_20090329_091500_CH10,566,568,2
999,310,Spectrogram 1,1,2009-03-29T09:24:42-05:00,2009-03-29T09:24:44-05:00,74.4,195.6,RIWH,,NOPP6_EST_20090329_091500_CH10,582,584,2
1000,311,Spectrogram 1,1,2009-03-29T09:25:35-05:00,2009-03-29T09:25:37-05:00,93.7,206.6,RIWH,,NOPP6_EST_20090329_091500_CH10,635,637,2
1001,312,Spectrogram 1,1,2009-03-29T09:25:53-05:00,2009-03-29T09:25:55-05:00,90.9,181.8,RIWH,,NOPP6_EST_20090329_091500_CH10,653,658,5
1003,314,Spectrogram 1,1,2009-03-29T09:26:30-05:00,2009-03-29T09:26:32-05:00,66.1,162.5,RIWH,,NOPP6_EST_20090329_091500_CH10,690,692,2
1004,315,Spectrogram 1,1,2009-03-29T09:27:08-05:00,2009-03-29T09:27:10-05:00,121.2,201.1,RIWH,,NOPP6_EST_20090329_091500_CH10,728,730,2
1005,316,Spectrogram 1,1,2009-03-29T09:27:36-05:00,2009-03-29T09:27:39-05:00,49.6,236.9,RIWH,,NOPP6_EST_20090329_091500_CH10,756,759,3
1006,317,Spectrogram 1,1,2009-03-29T09:28:20-05:00,2009-03-29T09:28:23-05:00,93.7,214.9,RIWH,,NOPP6_EST_20090329_091500_CH10,800,803,3
1007,318,Spectrogram 1,1,2009-03-29T09:29:15-05:00,2009-03-29T09:29:18-05:00,63.4,209.4,RIWH,,NOPP6_EST_20090329_091500_CH10,855,858,3
1008,319,Spectrogram 1,1,2009-03-29T09:29:39-05:00,2009-03-29T09:29:42-05:00,60.6,170.8,RIWH,,NOPP6_EST_20090329_091500_CH10,879,882,3
1009,320,Spectrogram 1,1,2009-03-29T09:31:04-05:00,2009-03-29T09:31:06-05:00,126.7,214.9,RIWH,,NOPP6_EST_20090329_093000_CH10,64,66,2
1010,321,Spectrogram 1,1,2009-03-29T09:31:21-05:00,2009-03-29T09:31:24-05:00,60.6,231.4,RIWH,,NOPP6_EST_20090329_093000_CH10,81,84,3
1011,322,Spectrogram 1,1,2009-03-29T09:31:55-05:00,2009-03-29T09:31:59-05:00,93.7,234.2,RIWH,,NOPP6_EST_20090329_093000_CH10,115,119,4
1012,323,Spectrogram 1,1,2009-03-29T09:32:08-05:00,2009-03-29T09:32:11-05:00,68.9,181.8,RIWH,,NOPP6_EST_20090329_093000_CH10,128,131,3
1013,324,Spectrogram 1,1,2009-03-29T09:33:05-05:00,2009-03-29T09:33:07-05:00,77.1,176.3,RIWH,,NOPP6_EST_20090329_093000_CH10,185,187,2
1014,325,Spectrogram 1,1,2009-03-29T09:35:41-05:00,2009-03-29T09:35:44-05:00,77.1,242.4,RIWH,,NOPP6_EST_20090329_093000_CH10,341,344,3
1015,326,Spectrogram 1,1,2009-03-29T09:36:59-05:00,2009-03-29T09:37:01-05:00,68.9,247.9,RIWH,,NOPP6_EST_20090329_093000_CH10,419,421,2
1017,328,Spectrogram 1,1,2009-03-29T09:40:49-05:00,2009-03-29T09:40:52-05:00,68.9,275.5,RIWH,,NOPP6_EST_20090329_093000_CH10,649,652,3
1018,329,Spectrogram 1,1,2009-03-29T09:41:35-05:00,2009-03-29T09:41:37-05:00,71.6,319.6,RIWH,,NOPP6_EST_20090329_093000_CH10,695,697,2
1019,330,Spectrogram 1,1,2009-03-29T09:41:50-05:00,2009-03-29T09:41:53-05:00,90.9,286.5,RIWH,,NOPP6_EST_20090329_093000_CH10,710,713,3
1020,331,Spectrogram 1,1,2009-03-29T09:42:43-05:00,2009-03-29T09:42:45-05:00,55.1,228.7,RIWH,,NOPP6_EST_20090329_093000_CH10,763,765,2
1021,332,Spectrogram 1,1,2009-03-29T09:44:10-05:00,2009-03-29T09:44:12-05:00,71.6,283.7,RIWH,,NOPP6_EST_20090329_093000_CH10,850,852,2
1022,333,Spectrogram 1,1,2009-03-29T09:44:37-05:00,2009-03-29T09:44:40-05:00,79.9,184.6,RIWH,,NOPP6_EST_20090329_093000_CH10,877,880,3
1023,334,Spectrogram 1,1,2009-03-29T09:45:05-05:00,2009-03-29T09:45:07-05:00,96.4,256.2,RIWH,,NOPP6_EST_20090329_094500_CH10,5,7,2
1024,335,Spectrogram 1,1,2009-03-29T09:46:00-05:00,2009-03-29T09:46:02-05:00,104.7,239.7,RIWH,,NOPP6_EST_20090329_094500_CH10,60,62,2
1025,336,Spectrogram 1,1,2009-03-29T09:46:20-05:00,2009-03-29T09:46:23-05:00,71.6,217.6,RIWH,,NOPP6_EST_20090329_094500_CH10,80,86,6
1027,338,Spectrogram 1,1,2009-03-29T09:47:53-05:00,2009-03-29T09:47:56-05:00,77.1,242.4,RIWH,,NOPP6_EST_20090329_094500_CH10,173,176,3
1031,342,Spectrogram 1,1,2009-03-29T09:52:32-05:00,2009-03-29T09:52:34-05:00,63.4,228.7,RIWH,,NOPP6_EST_20090329_094500_CH10,452,454,2
1033,344,Spectrogram 1,1,2009-03-29T09:53:51-05:00,2009-03-29T09:53:54-05:00,41.3,322.3,RIWH,,NOPP6_EST_20090329_094500_CH10,531,534,3
1034,345,Spectrogram 1,1,2009-03-29T09:54:39-05:00,2009-03-29T09:54:41-05:00,79.9,267.2,RIWH,,NOPP6_EST_20090329_094500_CH10,579,581,2
1035,346,Spectrogram 1,1,2009-03-29T09:56:02-05:00,2009-03-29T09:56:05-05:00,104.7,272.7,RIWH,,NOPP6_EST_20090329_094500_CH10,662,665,3
1036,347,Spectrogram 1,1,2009-03-29T09:56:32-05:00,2009-03-29T09:56:34-05:00,77.1,225.9,RIWH,,NOPP6_EST_20090329_094500_CH10,692,694,2
1037,348,Spectrogram 1,1,2009-03-29T09:57:01-05:00,2009-03-29T09:57:04-05:00,85.4,214.9,RIWH,,NOPP6_EST_20090329_094500_CH10,721,724,3
1039,350,Spectrogram 1,1,2009-03-29T10:00:59-05:00,2009-03-29T10:01:01-05:00,96.4,228.7,RIWH,,NOPP6_EST_20090329_100000_CH10,59,61,2
1040,351,Spectrogram 1,1,2009-03-29T10:01:41-05:00,2009-03-29T10:01:43-05:00,77.1,231.4,RIWH,,NOPP6_EST_20090329_100000_CH10,101,103,2
1041,352,Spectrogram 1,1,2009-03-29T10:01:47-05:00,2009-03-29T10:01:50-05:00,96.4,214.9,RIWH,,NOPP6_EST_20090329_100000_CH10,107,110,3
1042,353,Spectrogram 1,1,2009-03-29T10:04:40-05:00,2009-03-29T10:04:43-05:00,118.5,247.9,RIWH,,NOPP6_EST_20090329_100000_CH10,280,283,3
1043,354,Spectrogram 1,1,2009-03-29T10:07:27-05:00,2009-03-29T10:07:29-05:00,96.4,261.7,RIWH,,NOPP6_EST_20090329_100000_CH10,447,449,2
1044,355,Spectrogram 1,1,2009-03-29T10:09:22-05:00,2009-03-29T10:09:25-05:00,110.2,242.4,RIWH,,NOPP6_EST_20090329_100000_CH10,562,565,3
1045,356,Spectrogram 1,1,2009-03-29T10:16:30-05:00,2009-03-29T10:16:32-05:00,71.6,217.6,RIWH,,NOPP6_EST_20090329_101500_CH10,90,92,2
1046,357,Spectrogram 1,1,2009-03-29T10:17:49-05:00,2009-03-29T10:17:52-05:00,60.6,187.3,RIWH,,NOPP6_EST_20090329_101500_CH10,169,172,3
1047,358,Spectrogram 1,1,2009-03-29T10:18:00-05:00,2009-03-29T10:18:03-05:00,60.6,225.9,RIWH,,NOPP6_EST_20090329_101500_CH10,180,183,3
1048,359,Spectrogram 1,1,2009-03-29T10:18:39-05:00,2009-03-29T10:18:40-05:00,52.3,341.6,RIWH,,NOPP6_EST_20090329_101500_CH10,219,220,1
1049,360,Spectrogram 1,1,2009-03-29T10:19:01-05:00,2009-03-29T10:19:03-05:00,60.6,250.7,RIWH,,NOPP6_EST_20090329_101500_CH10,241,243,2
1050,361,Spectrogram 1,1,2009-03-29T10:19:08-05:00,2009-03-29T10:19:10-05:00,88.2,187.3,RIWH,,NOPP6_EST_20090329_101500_CH10,248,250,2
1051,362,Spectrogram 1,1,2009-03-29T10:24:38-05:00,2009-03-29T10:24:39-05:00,60.6,225.9,RIWH,,NOPP6_EST_20090329_101500_CH10,578,579,1
1052,363,Spectrogram 1,1,2009-03-29T10:30:11-05:00,2009-03-29T10:30:13-05:00,46.8,250.7,RIWH,,NOPP6_EST_20090329_103000_CH10,11,13,2
1053,364,Spectrogram 1,1,2009-03-29T10:31:13-05:00,2009-03-29T10:31:15-05:00,79.9,195.6,RIWH,,NOPP6_EST_20090329_103000_CH10,73,75,2
1054,365,Spectrogram 1,1,2009-03-29T10:31:36-05:00,2009-03-29T10:31:38-05:00,63.4,179.1,RIWH,,NOPP6_EST_20090329_103000_CH10,96,98,2
1056,367,Spectrogram 1,1,2009-03-29T10:33:33-05:00,2009-03-29T10:33:36-05:00,55.1,236.9,RIWH,,NOPP6_EST_20090329_103000_CH10,213,216,3
1057,368,Spectrogram 1,1,2009-03-29T10:34:43-05:00,2009-03-29T10:34:46-05:00,79.9,217.6,RIWH,,NOPP6_EST_20090329_103000_CH10,283,289,6
1059,370,Spectrogram 1,1,2009-03-29T10:35:42-05:00,2009-03-29T10:35:44-05:00,90.9,209.4,RIWH,,NOPP6_EST_20090329_103000_CH10,342,344,2
1060,371,Spectrogram 1,1,2009-03-29T10:35:48-05:00,2009-03-29T10:35:51-05:00,46.8,173.6,RIWH,,NOPP6_EST_20090329_103000_CH10,348,351,3
1061,372,Spectrogram 1,1,2009-03-29T10:38:01-05:00,2009-03-29T10:38:03-05:00,115.7,195.6,RIWH,,NOPP6_EST_20090329_103000_CH10,481,483,2
1062,373,Spectrogram 1,1,2009-03-29T10:38:12-05:00,2009-03-29T10:38:14-05:00,68.9,195.6,RIWH,,NOPP6_EST_20090329_103000_CH10,492,494,2
1063,374,Spectrogram 1,1,2009-03-29T10:39:55-05:00,2009-03-29T10:39:57-05:00,57.9,179.1,RIWH,,NOPP6_EST_20090329_103000_CH10,595,597,2
1065,376,Spectrogram 1,1,2009-03-29T10:40:50-05:00,2009-03-29T10:40:52-05:00,60.6,184.6,RIWH,,NOPP6_EST_20090329_103000_CH10,650,652,2
1066,377,Spectrogram 1,1,2009-03-29T10:41:21-05:00,2009-03-29T10:41:24-05:00,74.4,187.3,RIWH,,NOPP6_EST_20090329_103000_CH10,681,684,3
1073,384,Spectrogram 1,1,2009-03-29T11:02:58-05:00,2009-03-29T11:03:01-05:00,118.5,184.6,RIWH,,NOPP6_EST_20090329_110000_CH10,178,181,3
1074,385,Spectrogram 1,1,2009-03-29T11:03:17-05:00,2009-03-29T11:03:20-05:00,74.4,190.1,RIWH,,NOPP6_EST_20090329_110000_CH10,197,200,3
1075,386,Spectrogram 1,1,2009-03-29T11:03:53-05:00,2009-03-29T11:03:55-05:00,66.1,190.1,RIWH,,NOPP6_EST_20090329_110000_CH10,233,235,2
1076,387,Spectrogram 1,1,2009-03-29T11:04:07-05:00,2009-03-29T11:04:10-05:00,104.7,192.8,RIWH,,NOPP6_EST_20090329_110000_CH10,247,250,3
1077,388,Spectrogram 1,1,2009-03-29T11:04:54-05:00,2009-03-29T11:04:57-05:00,74.4,239.7,RIWH,,NOPP6_EST_20090329_110000_CH10,294,299,5
1086,397,Spectrogram 1,1,2009-03-29T11:14:34-05:00,2009-03-29T11:14:36-05:00,101.9,195.6,RIWH,,NOPP6_EST_20090329_110000_CH10,874,876,2
1088,399,Spectrogram 1,1,2009-03-29T11:16:59-05:00,2009-03-29T11:17:01-05:00,74.4,168.0,RIWH,,NOPP6_EST_20090329_111500_CH10,119,121,2
1089,400,Spectrogram 1,1,2009-03-29T11:17:11-05:00,2009-03-29T11:17:14-05:00,66.1,168.0,RIWH,,NOPP6_EST_20090329_111500_CH10,131,134,3
1090,401,Spectrogram 1,1,2009-03-29T11:17:15-05:00,2009-03-29T11:17:16-05:00,71.6,157.0,RIWH,,NOPP6_EST_20090329_111500_CH10,135,136,1
1091,402,Spectrogram 1,1,2009-03-29T11:17:57-05:00,2009-03-29T11:17:59-05:00,85.4,179.1,RIWH,,NOPP6_EST_20090329_111500_CH10,177,179,2
1092,403,Spectrogram 1,1,2009-03-29T11:18:29-05:00,2009-03-29T11:18:31-05:00,82.6,148.8,RIWH,,NOPP6_EST_20090329_111500_CH10,209,211,2
1094,405,Spectrogram 1,1,2009-03-29T11:18:43-05:00,2009-03-29T11:18:46-05:00,77.1,170.8,RIWH,,NOPP6_EST_20090329_111500_CH10,223,226,3
1095,406,Spectrogram 1,1,2009-03-29T11:18:49-05:00,2009-03-29T11:18:52-05:00,68.9,184.6,RIWH,,NOPP6_EST_20090329_111500_CH10,229,232,3
1096,407,Spectrogram 1,1,2009-03-29T11:19:16-05:00,2009-03-29T11:19:19-05:00,71.6,187.3,RIWH,,NOPP6_EST_20090329_111500_CH10,256,259,3
1097,408,Spectrogram 1,1,2009-03-29T11:20:07-05:00,2009-03-29T11:20:10-05:00,93.7,190.1,RIWH,,NOPP6_EST_20090329_111500_CH10,307,311,4
1099,410,Spectrogram 1,1,2009-03-29T11:21:39-05:00,2009-03-29T11:21:41-05:00,110.2,267.2,RIWH,,NOPP6_EST_20090329_111500_CH10,399,401,2
1100,411,Spectrogram 1,1,2009-03-29T11:21:51-05:00,2009-03-29T11:21:53-05:00,79.9,187.3,RIWH,,NOPP6_EST_20090329_111500_CH10,411,413,2
1101,412,Spectrogram 1,1,2009-03-29T11:22:03-05:00,2009-03-29T11:22:05-05:00,79.9,170.8,RIWH,,NOPP6_EST_20090329_111500_CH10,423,427,4
1103,414,Spectrogram 1,1,2009-03-29T11:22:49-05:00,2009-03-29T11:22:52-05:00,112.9,250.7,RIWH,,NOPP6_EST_20090329_111500_CH10,469,472,3
1104,415,Spectrogram 1,1,2009-03-29T11:24:18-05:00,2009-03-29T11:24:20-05:00,88.2,275.5,RIWH,,NOPP6_EST_20090329_111500_CH10,558,560,2
1105,416,Spectrogram 1,1,2009-03-29T11:24:21-05:00,2009-03-29T11:24:23-05:00,85.4,275.5,RIWH,,NOPP6_EST_20090329_111500_CH10,561,563,2
1106,417,Spectrogram 1,1,2009-03-29T11:24:53-05:00,2009-03-29T11:24:55-05:00,107.4,225.9,RIWH,,NOPP6_EST_20090329_111500_CH10,593,595,2
