,Selection,View,Channel,Start_DateTime_ISO8601,End_DateTime_ISO8601,Low.Freq..Hz.,High.Freq..Hz.,Species,Detection_Comments,filename,begin_time,end_time,call_length
1765,1077,Spectrogram 1,1,2009-03-29T16:11:22-05:00,2009-03-29T16:11:24-05:00,57.851,289.256,RIWH,,NOPP6_EST_20090329_160000_CH10,682,685,3
1767,1079,Spectrogram 1,1,2009-03-29T16:11:35-05:00,2009-03-29T16:11:38-05:00,79.89,267.218,RIWH,,NOPP6_EST_20090329_160000_CH10,695,698,3
1768,1080,Spectrogram 1,1,2009-03-29T16:11:55-05:00,2009-03-29T16:11:57-05:00,112.948,289.256,RIWH,,NOPP6_EST_20090329_160000_CH10,715,717,2
1769,1081,Spectrogram 1,1,2009-03-29T16:12:12-05:00,2009-03-29T16:12:15-05:00,85.399,223.14,RIWH,,NOPP6_EST_20090329_160000_CH10,732,735,3
1770,1082,Spectrogram 1,1,2009-03-29T16:12:18-05:00,2009-03-29T16:12:20-05:00,90.909,234.16,RIWH,,NOPP6_EST_20090329_160000_CH10,738,740,2
1771,1083,Spectrogram 1,1,2009-03-29T16:12:35-05:00,2009-03-29T16:12:37-05:00,46.832,217.631,RIWH,,NOPP6_EST_20090329_160000_CH10,755,757,2
1772,1084,Spectrogram 1,1,2009-03-29T16:12:39-05:00,2009-03-29T16:12:41-05:00,107.438,308.54,RIWH,,NOPP6_EST_20090329_160000_CH10,759,761,2
1773,1085,Spectrogram 1,1,2009-03-29T16:12:43-05:00,2009-03-29T16:12:45-05:00,90.909,275.482,RIWH,,NOPP6_EST_20090329_160000_CH10,763,765,2
1774,1086,Spectrogram 1,1,2009-03-29T16:12:50-05:00,2009-03-29T16:12:52-05:00,66.116,173.554,RIWH,,NOPP6_EST_20090329_160000_CH10,770,772,2
1775,1087,Spectrogram 1,1,2009-03-29T16:13:05-05:00,2009-03-29T16:13:07-05:00,46.832,179.063,RIWH,?,NOPP6_EST_20090329_160000_CH10,785,787,2
1776,1088,Spectrogram 1,1,2009-03-29T16:13:10-05:00,2009-03-29T16:13:12-05:00,77.135,190.083,RIWH,?,NOPP6_EST_20090329_160000_CH10,790,792,2
1777,1089,Spectrogram 1,1,2009-03-29T16:13:14-05:00,2009-03-29T16:13:16-05:00,71.625,292.011,RIWH,,NOPP6_EST_20090329_160000_CH10,794,796,2
1778,1090,Spectrogram 1,1,2009-03-29T16:13:25-05:00,2009-03-29T16:13:27-05:00,52.342,187.328,RIWH,,NOPP6_EST_20090329_160000_CH10,805,807,2
1779,1091,Spectrogram 1,1,2009-03-29T16:13:43-05:00,2009-03-29T16:13:45-05:00,74.38,187.328,RIWH,,NOPP6_EST_20090329_160000_CH10,823,825,2
1780,1092,Spectrogram 1,1,2009-03-29T16:13:47-05:00,2009-03-29T16:13:49-05:00,88.154,181.818,RIWH,,NOPP6_EST_20090329_160000_CH10,827,829,2
1781,1093,Spectrogram 1,1,2009-03-29T16:14:02-05:00,2009-03-29T16:14:05-05:00,52.342,231.405,RIWH,,NOPP6_EST_20090329_160000_CH10,842,845,3
1782,1094,Spectrogram 1,1,2009-03-29T16:14:21-05:00,2009-03-29T16:14:23-05:00,99.174,176.309,RIWH,,NOPP6_EST_20090329_160000_CH10,861,863,2
1783,1095,Spectrogram 1,1,2009-03-29T16:14:27-05:00,2009-03-29T16:14:29-05:00,68.871,217.631,RIWH,,NOPP6_EST_20090329_160000_CH10,867,869,2
1784,1096,Spectrogram 1,1,2009-03-29T16:14:31-05:00,2009-03-29T16:14:32-05:00,68.871,187.328,RIWH,,NOPP6_EST_20090329_160000_CH10,871,872,1
1785,1097,Spectrogram 1,1,2009-03-29T16:14:44-05:00,2009-03-29T16:14:45-05:00,63.361,217.631,RIWH,,NOPP6_EST_20090329_160000_CH10,884,885,1
1786,1098,Spectrogram 1,1,2009-03-29T16:15:07-05:00,2009-03-29T16:15:10-05:00,74.38,245.179,RIWH,,NOPP6_EST_20090329_161500_CH10,7,10,3
1787,1099,Spectrogram 1,1,2009-03-29T16:15:14-05:00,2009-03-29T16:15:16-05:00,49.587,206.612,RIWH,,NOPP6_EST_20090329_161500_CH10,14,16,2
1788,1100,Spectrogram 1,1,2009-03-29T16:15:22-05:00,2009-03-29T16:15:25-05:00,101.928,236.915,RIWH,,NOPP6_EST_20090329_161500_CH10,22,28,6
1790,1102,Spectrogram 1,1,2009-03-29T16:15:42-05:00,2009-03-29T16:15:44-05:00,112.948,203.857,RIWH,,NOPP6_EST_20090329_161500_CH10,42,44,2
1791,1103,Spectrogram 1,1,2009-03-29T16:15:53-05:00,2009-03-29T16:15:55-05:00,38.567,245.179,RIWH,,NOPP6_EST_20090329_161500_CH10,53,55,2
1792,1104,Spectrogram 1,1,2009-03-29T16:16:02-05:00,2009-03-29T16:16:04-05:00,74.38,192.837,RIWH,,NOPP6_EST_20090329_161500_CH10,62,64,2
1793,1105,Spectrogram 1,1,2009-03-29T16:16:09-05:00,2009-03-29T16:16:11-05:00,52.342,198.347,RIWH,,NOPP6_EST_20090329_161500_CH10,69,71,2
1794,1106,Spectrogram 1,1,2009-03-29T16:16:12-05:00,2009-03-29T16:16:14-05:00,77.135,170.799,RIWH,,NOPP6_EST_20090329_161500_CH10,72,74,2
1795,1107,Spectrogram 1,1,2009-03-29T16:16:17-05:00,2009-03-29T16:16:20-05:00,110.193,297.521,RIWH,,NOPP6_EST_20090329_161500_CH10,77,83,6
1799,1111,Spectrogram 1,1,2009-03-29T16:16:52-05:00,2009-03-29T16:16:53-05:00,57.851,176.309,RIWH,,NOPP6_EST_20090329_161500_CH10,112,113,1
1797,1109,Spectrogram 1,1,2009-03-29T16:16:55-05:00,2009-03-29T16:16:58-05:00,71.625,190.083,RIWH,,NOPP6_EST_20090329_161500_CH10,115,118,3
1798,1110,Spectrogram 1,1,2009-03-29T16:17:02-05:00,2009-03-29T16:17:05-05:00,68.871,217.631,RIWH,,NOPP6_EST_20090329_161500_CH10,122,125,3
1800,1112,Spectrogram 1,1,2009-03-29T16:17:29-05:00,2009-03-29T16:17:32-05:00,66.116,148.76,RIWH,,NOPP6_EST_20090329_161500_CH10,149,152,3
1801,1113,Spectrogram 1,1,2009-03-29T16:17:36-05:00,2009-03-29T16:17:39-05:00,79.89,217.631,RIWH,,NOPP6_EST_20090329_161500_CH10,156,162,6
1803,1115,Spectrogram 1,1,2009-03-29T16:17:46-05:00,2009-03-29T16:17:48-05:00,82.645,261.708,RIWH,,NOPP6_EST_20090329_161500_CH10,166,168,2
1804,1116,Spectrogram 1,1,2009-03-29T16:18:04-05:00,2009-03-29T16:18:06-05:00,79.89,305.785,RIWH,,NOPP6_EST_20090329_161500_CH10,184,186,2
1805,1117,Spectrogram 1,1,2009-03-29T16:18:11-05:00,2009-03-29T16:18:13-05:00,93.664,203.857,RIWH,,NOPP6_EST_20090329_161500_CH10,191,193,2
1806,1118,Spectrogram 1,1,2009-03-29T16:19:31-05:00,2009-03-29T16:19:33-05:00,121.212,214.876,RIWH,,NOPP6_EST_20090329_161500_CH10,271,275,4
1808,1120,Spectrogram 1,1,2009-03-29T16:19:36-05:00,2009-03-29T16:19:38-05:00,96.419,214.876,RIWH,,NOPP6_EST_20090329_161500_CH10,276,278,2
1809,1121,Spectrogram 1,1,2009-03-29T16:19:39-05:00,2009-03-29T16:19:41-05:00,55.096,217.631,RIWH,,NOPP6_EST_20090329_161500_CH10,279,281,2
1810,1122,Spectrogram 1,1,2009-03-29T16:20:00-05:00,2009-03-29T16:20:02-05:00,60.606,173.554,RIWH,,NOPP6_EST_20090329_161500_CH10,300,302,2
1811,1123,Spectrogram 1,1,2009-03-29T16:20:10-05:00,2009-03-29T16:20:13-05:00,55.096,203.857,RIWH,,NOPP6_EST_20090329_161500_CH10,310,313,3
1812,1124,Spectrogram 1,1,2009-03-29T16:20:19-05:00,2009-03-29T16:20:20-05:00,68.871,154.27,RIWH,,NOPP6_EST_20090329_161500_CH10,319,320,1
1813,1125,Spectrogram 1,1,2009-03-29T16:20:46-05:00,2009-03-29T16:20:48-05:00,66.116,253.444,RIWH,,NOPP6_EST_20090329_161500_CH10,346,348,2
1814,1126,Spectrogram 1,1,2009-03-29T16:21:15-05:00,2009-03-29T16:21:17-05:00,60.606,176.309,RIWH,,NOPP6_EST_20090329_161500_CH10,375,377,2
1815,1127,Spectrogram 1,1,2009-03-29T16:21:35-05:00,2009-03-29T16:21:36-05:00,88.154,159.78,RIWH,,NOPP6_EST_20090329_161500_CH10,395,396,1
1816,1128,Spectrogram 1,1,2009-03-29T16:21:46-05:00,2009-03-29T16:21:48-05:00,79.89,212.121,RIWH,,NOPP6_EST_20090329_161500_CH10,406,408,2
1817,1129,Spectrogram 1,1,2009-03-29T16:21:54-05:00,2009-03-29T16:21:56-05:00,88.154,192.837,RIWH,,NOPP6_EST_20090329_161500_CH10,414,416,2
1818,1130,Spectrogram 1,1,2009-03-29T16:21:57-05:00,2009-03-29T16:21:59-05:00,85.399,203.857,RIWH,,NOPP6_EST_20090329_161500_CH10,417,419,2
1819,1131,Spectrogram 1,1,2009-03-29T16:23:14-05:00,2009-03-29T16:23:17-05:00,85.399,333.333,RIWH,,NOPP6_EST_20090329_161500_CH10,494,497,3
1820,1132,Spectrogram 1,1,2009-03-29T16:24:17-05:00,2009-03-29T16:24:19-05:00,85.399,223.14,RIWH,,NOPP6_EST_20090329_161500_CH10,557,559,2
1821,1133,Spectrogram 1,1,2009-03-29T16:24:27-05:00,2009-03-29T16:24:28-05:00,88.154,264.463,RIWH,,NOPP6_EST_20090329_161500_CH10,567,568,1
2524,1836,Spectrogram 1,1,2009-03-29T16:25:27-05:00,2009-03-29T16:25:29-05:00,90.024,270.073,RIWH,?,NOPP6_EST_20090329_161500_CH10,627,629,2
1822,1134,Spectrogram 1,1,2009-03-29T16:27:17-05:00,2009-03-29T16:27:19-05:00,107.438,261.708,RIWH,,NOPP6_EST_20090329_161500_CH10,737,739,2
1823,1135,Spectrogram 1,1,2009-03-29T16:27:38-05:00,2009-03-29T16:27:40-05:00,79.89,165.289,RIWH,,NOPP6_EST_20090329_161500_CH10,758,760,2
1824,1136,Spectrogram 1,1,2009-03-29T16:28:29-05:00,2009-03-29T16:28:31-05:00,57.851,168.044,RIWH,,NOPP6_EST_20090329_161500_CH10,809,811,2
1825,1137,Spectrogram 1,1,2009-03-29T16:28:58-05:00,2009-03-29T16:29:00-05:00,104.683,250.689,RIWH,,NOPP6_EST_20090329_161500_CH10,838,840,2
1826,1138,Spectrogram 1,1,2009-03-29T16:29:17-05:00,2009-03-29T16:29:19-05:00,63.361,157.025,RIWH,,NOPP6_EST_20090329_161500_CH10,857,859,2
1827,1139,Spectrogram 1,1,2009-03-29T16:29:42-05:00,2009-03-29T16:29:44-05:00,74.38,225.895,RIWH,,NOPP6_EST_20090329_161500_CH10,882,884,2
1828,1140,Spectrogram 1,1,2009-03-29T16:29:52-05:00,2009-03-29T16:29:54-05:00,101.928,176.309,RIWH,?,NOPP6_EST_20090329_161500_CH10,892,894,2
1829,1141,Spectrogram 1,1,2009-03-29T16:29:57-05:00,2009-03-29T16:29:59-05:00,110.193,192.837,RIWH,,NOPP6_EST_20090329_161500_CH10,897,899,2
1830,1142,Spectrogram 1,1,2009-03-29T16:30:35-05:00,2009-03-29T16:30:38-05:00,55.096,198.347,RIWH,,NOPP6_EST_20090329_163000_CH10,35,38,3
1831,1143,Spectrogram 1,1,2009-03-29T16:30:42-05:00,2009-03-29T16:30:44-05:00,110.193,217.631,RIWH,,NOPP6_EST_20090329_163000_CH10,42,44,2
1832,1144,Spectrogram 1,1,2009-03-29T16:31:18-05:00,2009-03-29T16:31:19-05:00,85.399,159.78,RIWH,,NOPP6_EST_20090329_163000_CH10,78,79,1
2525,1837,Spectrogram 1,1,2009-03-29T16:31:58-05:00,2009-03-29T16:32:00-05:00,80.292,182.482,RIWH,,NOPP6_EST_20090329_163000_CH10,118,120,2
1833,1145,Spectrogram 1,1,2009-03-29T16:33:35-05:00,2009-03-29T16:33:37-05:00,115.702,212.121,RIWH,,NOPP6_EST_20090329_163000_CH10,215,217,2
1834,1146,Spectrogram 1,1,2009-03-29T16:33:42-05:00,2009-03-29T16:33:44-05:00,68.871,264.463,RIWH,,NOPP6_EST_20090329_163000_CH10,222,224,2
1835,1147,Spectrogram 1,1,2009-03-29T16:33:54-05:00,2009-03-29T16:33:56-05:00,74.38,190.083,RIWH,,NOPP6_EST_20090329_163000_CH10,234,236,2
1836,1148,Spectrogram 1,1,2009-03-29T16:34:05-05:00,2009-03-29T16:34:07-05:00,115.702,349.862,RIWH,,NOPP6_EST_20090329_163000_CH10,245,247,2
1837,1149,Spectrogram 1,1,2009-03-29T16:34:13-05:00,2009-03-29T16:34:15-05:00,110.193,187.328,RIWH,,NOPP6_EST_20090329_163000_CH10,253,255,2
1839,1151,Spectrogram 1,1,2009-03-29T16:35:05-05:00,2009-03-29T16:35:07-05:00,96.419,234.16,RIWH,,NOPP6_EST_20090329_163000_CH10,305,312,7
1838,1150,Spectrogram 1,1,2009-03-29T16:35:28-05:00,2009-03-29T16:35:31-05:00,104.683,250.689,RIWH,,NOPP6_EST_20090329_163000_CH10,328,331,3
1843,1155,Spectrogram 1,1,2009-03-29T16:36:12-05:00,2009-03-29T16:36:14-05:00,66.116,297.521,RIWH,,NOPP6_EST_20090329_163000_CH10,372,374,2
1844,1156,Spectrogram 1,1,2009-03-29T16:36:23-05:00,2009-03-29T16:36:25-05:00,68.871,159.78,RIWH,,NOPP6_EST_20090329_163000_CH10,383,385,2
1845,1157,Spectrogram 1,1,2009-03-29T16:37:37-05:00,2009-03-29T16:37:40-05:00,44.077,154.27,RIWH,,NOPP6_EST_20090329_163000_CH10,457,460,3
1846,1158,Spectrogram 1,1,2009-03-29T16:38:37-05:00,2009-03-29T16:38:39-05:00,77.135,203.857,RIWH,,NOPP6_EST_20090329_163000_CH10,517,519,2
1847,1159,Spectrogram 1,1,2009-03-29T16:40:15-05:00,2009-03-29T16:40:18-05:00,77.135,176.309,RIWH,,NOPP6_EST_20090329_163000_CH10,615,621,6
1849,1161,Spectrogram 1,1,2009-03-29T16:40:37-05:00,2009-03-29T16:40:38-05:00,96.419,264.463,RIWH,,NOPP6_EST_20090329_163000_CH10,637,638,1
1850,1162,Spectrogram 1,1,2009-03-29T16:40:39-05:00,2009-03-29T16:40:41-05:00,74.38,157.025,RIWH,,NOPP6_EST_20090329_163000_CH10,639,641,2
1852,1164,Spectrogram 1,1,2009-03-29T16:41:25-05:00,2009-03-29T16:41:26-05:00,79.89,146.006,RIWH,,NOPP6_EST_20090329_163000_CH10,685,686,1
1851,1163,Spectrogram 1,1,2009-03-29T16:41:39-05:00,2009-03-29T16:41:42-05:00,44.077,209.366,RIWH,,NOPP6_EST_20090329_163000_CH10,699,702,3
1853,1165,Spectrogram 1,1,2009-03-29T16:41:58-05:00,2009-03-29T16:42:01-05:00,88.154,198.347,RIWH,?,NOPP6_EST_20090329_163000_CH10,718,721,3
1854,1166,Spectrogram 1,1,2009-03-29T16:42:57-05:00,2009-03-29T16:43:00-05:00,115.702,234.16,RIWH,,NOPP6_EST_20090329_163000_CH10,777,780,3
1855,1167,Spectrogram 1,1,2009-03-29T16:43:05-05:00,2009-03-29T16:43:07-05:00,99.174,245.179,RIWH,,NOPP6_EST_20090329_163000_CH10,785,787,2
1856,1168,Spectrogram 1,1,2009-03-29T16:43:10-05:00,2009-03-29T16:43:12-05:00,68.871,220.386,RIWH,,NOPP6_EST_20090329_163000_CH10,790,792,2
1857,1169,Spectrogram 1,1,2009-03-29T16:43:21-05:00,2009-03-29T16:43:23-05:00,99.174,203.857,RIWH,,NOPP6_EST_20090329_163000_CH10,801,803,2
1859,1171,Spectrogram 1,1,2009-03-29T16:45:35-05:00,2009-03-29T16:45:37-05:00,99.174,316.804,RIWH,,NOPP6_EST_20090329_164500_CH10,35,37,2
1860,1172,Spectrogram 1,1,2009-03-29T16:45:38-05:00,2009-03-29T16:45:41-05:00,115.702,264.463,RIWH,,NOPP6_EST_20090329_164500_CH10,38,41,3
1861,1173,Spectrogram 1,1,2009-03-29T16:45:48-05:00,2009-03-29T16:45:50-05:00,77.135,322.314,RIWH,,NOPP6_EST_20090329_164500_CH10,48,50,2
1862,1174,Spectrogram 1,1,2009-03-29T16:46:01-05:00,2009-03-29T16:46:03-05:00,55.096,187.328,RIWH,,NOPP6_EST_20090329_164500_CH10,61,63,2
1863,1175,Spectrogram 1,1,2009-03-29T16:46:12-05:00,2009-03-29T16:46:14-05:00,90.909,190.083,RIWH,,NOPP6_EST_20090329_164500_CH10,72,74,2
1864,1176,Spectrogram 1,1,2009-03-29T16:46:29-05:00,2009-03-29T16:46:31-05:00,60.606,143.251,RIWH,,NOPP6_EST_20090329_164500_CH10,89,91,2
1865,1177,Spectrogram 1,1,2009-03-29T16:46:34-05:00,2009-03-29T16:46:36-05:00,107.438,223.14,RIWH,,NOPP6_EST_20090329_164500_CH10,94,96,2
1866,1178,Spectrogram 1,1,2009-03-29T16:46:44-05:00,2009-03-29T16:46:46-05:00,137.741,319.559,RIWH,,NOPP6_EST_20090329_164500_CH10,104,106,2
2526,1838,Spectrogram 1,1,2009-03-29T16:47:04-05:00,2009-03-29T16:47:05-05:00,68.127,141.119,RIWH,?,NOPP6_EST_20090329_164500_CH10,124,125,1
1867,1179,Spectrogram 1,1,2009-03-29T16:47:06-05:00,2009-03-29T16:47:08-05:00,82.645,184.573,RIWH,,NOPP6_EST_20090329_164500_CH10,126,128,2
1868,1180,Spectrogram 1,1,2009-03-29T16:47:14-05:00,2009-03-29T16:47:17-05:00,85.399,206.612,RIWH,,NOPP6_EST_20090329_164500_CH10,134,137,3
1869,1181,Spectrogram 1,1,2009-03-29T16:47:31-05:00,2009-03-29T16:47:33-05:00,77.135,201.102,RIWH,,NOPP6_EST_20090329_164500_CH10,151,153,2
1870,1182,Spectrogram 1,1,2009-03-29T16:47:40-05:00,2009-03-29T16:47:42-05:00,55.096,170.799,RIWH,,NOPP6_EST_20090329_164500_CH10,160,162,2
1871,1183,Spectrogram 1,1,2009-03-29T16:47:43-05:00,2009-03-29T16:47:46-05:00,112.948,217.631,RIWH,,NOPP6_EST_20090329_164500_CH10,163,166,3
1872,1184,Spectrogram 1,1,2009-03-29T16:48:07-05:00,2009-03-29T16:48:09-05:00,126.722,319.559,RIWH,,NOPP6_EST_20090329_164500_CH10,187,189,2
1873,1185,Spectrogram 1,1,2009-03-29T16:48:13-05:00,2009-03-29T16:48:15-05:00,77.135,322.314,RIWH,,NOPP6_EST_20090329_164500_CH10,193,195,2
1874,1186,Spectrogram 1,1,2009-03-29T16:48:47-05:00,2009-03-29T16:48:49-05:00,85.399,159.78,RIWH,,NOPP6_EST_20090329_164500_CH10,227,229,2
1875,1187,Spectrogram 1,1,2009-03-29T16:49:06-05:00,2009-03-29T16:49:08-05:00,77.135,220.386,RIWH,?,NOPP6_EST_20090329_164500_CH10,246,248,2
1876,1188,Spectrogram 1,1,2009-03-29T16:50:05-05:00,2009-03-29T16:50:07-05:00,77.135,203.857,RIWH,,NOPP6_EST_20090329_164500_CH10,305,307,2
1877,1189,Spectrogram 1,1,2009-03-29T16:50:11-05:00,2009-03-29T16:50:13-05:00,77.135,176.309,RIWH,,NOPP6_EST_20090329_164500_CH10,311,313,2
1878,1190,Spectrogram 1,1,2009-03-29T16:50:58-05:00,2009-03-29T16:51:01-05:00,90.909,206.612,RIWH,,NOPP6_EST_20090329_164500_CH10,358,361,3
1879,1191,Spectrogram 1,1,2009-03-29T16:51:04-05:00,2009-03-29T16:51:06-05:00,77.135,165.289,RIWH,,NOPP6_EST_20090329_164500_CH10,364,366,2
1880,1192,Spectrogram 1,1,2009-03-29T16:51:18-05:00,2009-03-29T16:51:20-05:00,85.399,151.515,RIWH,,NOPP6_EST_20090329_164500_CH10,378,380,2
1881,1193,Spectrogram 1,1,2009-03-29T16:51:42-05:00,2009-03-29T16:51:44-05:00,115.702,269.972,RIWH,,NOPP6_EST_20090329_164500_CH10,402,404,2
1882,1194,Spectrogram 1,1,2009-03-29T16:51:45-05:00,2009-03-29T16:51:47-05:00,90.909,162.534,RIWH,,NOPP6_EST_20090329_164500_CH10,405,407,2
1883,1195,Spectrogram 1,1,2009-03-29T16:51:55-05:00,2009-03-29T16:51:57-05:00,99.174,192.837,RIWH,,NOPP6_EST_20090329_164500_CH10,415,417,2
1884,1196,Spectrogram 1,1,2009-03-29T16:52:02-05:00,2009-03-29T16:52:04-05:00,74.38,250.689,RIWH,,NOPP6_EST_20090329_164500_CH10,422,424,2
1885,1197,Spectrogram 1,1,2009-03-29T16:52:11-05:00,2009-03-29T16:52:13-05:00,148.76,267.218,RIWH,,NOPP6_EST_20090329_164500_CH10,431,433,2
1886,1198,Spectrogram 1,1,2009-03-29T16:52:18-05:00,2009-03-29T16:52:20-05:00,52.342,198.347,RIWH,,NOPP6_EST_20090329_164500_CH10,438,442,4
1888,1200,Spectrogram 1,1,2009-03-29T16:52:28-05:00,2009-03-29T16:52:30-05:00,154.27,258.953,RIWH,,NOPP6_EST_20090329_164500_CH10,448,450,2
1889,1201,Spectrogram 1,1,2009-03-29T16:52:32-05:00,2009-03-29T16:52:34-05:00,93.664,236.915,RIWH,?,NOPP6_EST_20090329_164500_CH10,452,454,2
1890,1202,Spectrogram 1,1,2009-03-29T16:52:43-05:00,2009-03-29T16:52:45-05:00,107.438,217.631,RIWH,,NOPP6_EST_20090329_164500_CH10,463,465,2
1891,1203,Spectrogram 1,1,2009-03-29T16:53:09-05:00,2009-03-29T16:53:11-05:00,118.457,220.386,RIWH,,NOPP6_EST_20090329_164500_CH10,489,493,4
1893,1205,Spectrogram 1,1,2009-03-29T16:54:16-05:00,2009-03-29T16:54:18-05:00,60.606,256.198,RIWH,,NOPP6_EST_20090329_164500_CH10,556,558,2
1894,1206,Spectrogram 1,1,2009-03-29T16:54:21-05:00,2009-03-29T16:54:23-05:00,77.135,170.799,RIWH,,NOPP6_EST_20090329_164500_CH10,561,563,2
1895,1207,Spectrogram 1,1,2009-03-29T16:54:31-05:00,2009-03-29T16:54:33-05:00,60.606,137.741,RIWH,?,NOPP6_EST_20090329_164500_CH10,571,573,2
1896,1208,Spectrogram 1,1,2009-03-29T16:54:35-05:00,2009-03-29T16:54:37-05:00,71.625,206.612,RIWH,,NOPP6_EST_20090329_164500_CH10,575,578,3
1898,1210,Spectrogram 1,1,2009-03-29T16:54:44-05:00,2009-03-29T16:54:46-05:00,77.135,201.102,RIWH,,NOPP6_EST_20090329_164500_CH10,584,586,2
1899,1211,Spectrogram 1,1,2009-03-29T16:54:57-05:00,2009-03-29T16:54:59-05:00,82.645,225.895,RIWH,,NOPP6_EST_20090329_164500_CH10,597,599,2
1900,1212,Spectrogram 1,1,2009-03-29T16:55:02-05:00,2009-03-29T16:55:04-05:00,77.135,201.102,RIWH,,NOPP6_EST_20090329_164500_CH10,602,604,2
1901,1213,Spectrogram 1,1,2009-03-29T16:55:13-05:00,2009-03-29T16:55:16-05:00,63.361,209.366,RIWH,,NOPP6_EST_20090329_164500_CH10,613,616,3
1903,1215,Spectrogram 1,1,2009-03-29T16:55:21-05:00,2009-03-29T16:55:23-05:00,82.645,181.818,RIWH,,NOPP6_EST_20090329_164500_CH10,621,623,2
1904,1216,Spectrogram 1,1,2009-03-29T16:55:33-05:00,2009-03-29T16:55:35-05:00,77.135,234.16,RIWH,,NOPP6_EST_20090329_164500_CH10,633,635,2
1905,1217,Spectrogram 1,1,2009-03-29T16:55:38-05:00,2009-03-29T16:55:40-05:00,88.154,201.102,RIWH,,NOPP6_EST_20090329_164500_CH10,638,640,2
1906,1218,Spectrogram 1,1,2009-03-29T16:55:50-05:00,2009-03-29T16:55:53-05:00,96.419,234.16,RIWH,,NOPP6_EST_20090329_164500_CH10,650,653,3
1907,1219,Spectrogram 1,1,2009-03-29T16:55:57-05:00,2009-03-29T16:55:59-05:00,79.89,253.444,RIWH,,NOPP6_EST_20090329_164500_CH10,657,659,2
1908,1220,Spectrogram 1,1,2009-03-29T16:56:17-05:00,2009-03-29T16:56:19-05:00,90.909,220.386,RIWH,,NOPP6_EST_20090329_164500_CH10,677,679,2
1909,1221,Spectrogram 1,1,2009-03-29T16:56:25-05:00,2009-03-29T16:56:27-05:00,118.457,239.669,RIWH,,NOPP6_EST_20090329_164500_CH10,685,687,2
2527,1839,Spectrogram 1,1,2009-03-29T16:56:58-05:00,2009-03-29T16:57:01-05:00,65.693,250.608,RIWH,,NOPP6_EST_20090329_164500_CH10,718,721,3
1910,1222,Spectrogram 1,1,2009-03-29T16:57:25-05:00,2009-03-29T16:57:27-05:00,126.722,256.198,RIWH,,NOPP6_EST_20090329_164500_CH10,745,747,2
1911,1223,Spectrogram 1,1,2009-03-29T16:58:39-05:00,2009-03-29T16:58:41-05:00,66.116,261.708,RIWH,,NOPP6_EST_20090329_164500_CH10,819,821,2
1912,1224,Spectrogram 1,1,2009-03-29T16:59:33-05:00,2009-03-29T16:59:35-05:00,79.89,209.366,RIWH,,NOPP6_EST_20090329_164500_CH10,873,875,2
1858,1170,Spectrogram 1,1,2009-03-29T16:44:57-05:00,2009-03-29T16:45:00-05:00,82.645,253.444,RIWH,,NOPP6_EST_20090329_164500_CH10,897,900,3
1913,1225,Spectrogram 1,1,2009-03-29T17:00:21-05:00,2009-03-29T17:00:23-05:00,99.174,228.65,RIWH,?,NOPP6_EST_20090329_170000_CH10,21,23,2
1914,1226,Spectrogram 1,1,2009-03-29T17:00:24-05:00,2009-03-29T17:00:26-05:00,66.116,220.386,RIWH,?,NOPP6_EST_20090329_170000_CH10,24,26,2
1915,1227,Spectrogram 1,1,2009-03-29T17:00:46-05:00,2009-03-29T17:00:49-05:00,112.948,261.708,RIWH,,NOPP6_EST_20090329_170000_CH10,46,49,3
1916,1228,Spectrogram 1,1,2009-03-29T17:02:20-05:00,2009-03-29T17:02:22-05:00,123.967,303.03,RIWH,,NOPP6_EST_20090329_170000_CH10,140,142,2
1917,1229,Spectrogram 1,1,2009-03-29T17:02:25-05:00,2009-03-29T17:02:27-05:00,68.871,280.992,RIWH,,NOPP6_EST_20090329_170000_CH10,145,147,2
1918,1230,Spectrogram 1,1,2009-03-29T17:02:28-05:00,2009-03-29T17:02:29-05:00,118.457,269.972,RIWH,?,NOPP6_EST_20090329_170000_CH10,148,151,3
1920,1232,Spectrogram 1,1,2009-03-29T17:02:35-05:00,2009-03-29T17:02:37-05:00,85.399,267.218,RIWH,,NOPP6_EST_20090329_170000_CH10,155,157,2
1921,1233,Spectrogram 1,1,2009-03-29T17:02:43-05:00,2009-03-29T17:02:45-05:00,121.212,192.837,RIWH,,NOPP6_EST_20090329_170000_CH10,163,166,3
1923,1235,Spectrogram 1,1,2009-03-29T17:02:49-05:00,2009-03-29T17:02:51-05:00,68.871,256.198,RIWH,,NOPP6_EST_20090329_170000_CH10,169,171,2
2531,1843,Spectrogram 1,1,2009-03-29T17:04:15-05:00,2009-03-29T17:04:16-05:00,65.693,170.316,RIWH,,NOPP6_EST_20090329_170000_CH10,255,256,1
1924,1236,Spectrogram 1,1,2009-03-29T17:04:22-05:00,2009-03-29T17:04:24-05:00,123.967,258.953,RIWH,,NOPP6_EST_20090329_170000_CH10,262,264,2
2528,1840,Spectrogram 1,1,2009-03-29T17:04:37-05:00,2009-03-29T17:04:39-05:00,63.26,197.08,RIWH,,NOPP6_EST_20090329_170000_CH10,277,279,2
2529,1841,Spectrogram 1,1,2009-03-29T17:05:14-05:00,2009-03-29T17:05:15-05:00,82.725,189.781,RIWH,?,NOPP6_EST_20090329_170000_CH10,314,315,1
